Argument,Label
a0,in
a1,out
a10,out
a11,in
a12,out
a13,in
a14,out
a15,out
a16,out
a17,out
a18,out
a19,out
a2,out
a20,in
a21,out
a22,out
a23,out
a24,out
a25,out
a26,out
a27,out
a28,out
a29,out
a3,out
a30,in
a31,out
a32,in
a33,out
a34,out
a35,out
a36,in
a37,out
a38,out
a39,out
a4,out
a40,in
a41,out
a42,in
a43,in
a44,out
a45,out
a46,in
a47,out
a48,out
a49,out
a5,out
a50,out
a51,out
a52,out
a53,in
a54,out
a55,out
a56,out
a57,out
a58,out
a59,out
a6,in
a60,out
a61,out
a62,out
a63,in
a64,out
a65,out
a7,out
a8,in
a9,out
