argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,4,3,7,4,0.4375,0.25,0.1875,0.4083333333333333,0.2291666666666666,1.3333333333333333,0.1374503039683896,1.5294117647058822
a1,1,1,2,3,0.125,0.0625,0.0625,0.1124999999999999,0.0875,3.0,0.0308121145620939,1.5294117647058822
a2,4,3,8,6,0.4375,0.25,0.1875,0.3951612903225806,0.2291666666666666,2.0,0.1642634275873813,1.5294117647058822
a3,2,2,5,4,0.25,0.125,0.125,0.2916666666666666,0.075,2.0,0.1089068586504233,1.5294117647058822
a4,1,1,4,3,0.125,0.0625,0.0625,0.2848837209302325,0.0,3.0,0.0513886425168557,1.5294117647058822
a5,1,1,2,2,0.125,0.0625,0.0625,0.2227272727272727,0.0,2.0,0.0587292730457835,1.5294117647058822
a6,1,1,4,3,0.125,0.0625,0.0625,0.2784090909090909,0.0,3.0,0.0589864760513561,1.5294117647058822
a7,1,3,1,4,0.25,0.0625,0.1875,0.0625,0.0333333333333333,1.3333333333333333,0.0303265941789461,1.5294117647058822
a8,1,2,2,5,0.1875,0.0625,0.125,0.0833333333333333,0.0583333333333333,2.5,0.0387101612703729,1.5294117647058822
a9,2,2,2,3,0.25,0.125,0.125,0.125,0.0375,1.5,0.0618024821411619,1.5294117647058822
a10,2,3,2,3,0.3125,0.125,0.1875,0.125,0.075,1.0,0.064825851561707,1.5294117647058822
a11,1,1,2,3,0.125,0.0625,0.0625,0.0833333333333333,0.0,3.0,0.0308121145620939,1.5294117647058822
a12,1,1,1,3,0.125,0.0625,0.0625,0.0625,0.0,3.0,0.0210373907770556,1.5294117647058822
a13,1,0,4,0,0.0625,0.0625,0.0,0.3125,0.0,0.0,0.0513886425168557,1.5294117647058822
a14,1,1,2,2,0.125,0.0625,0.0625,0.0833333333333333,0.0,2.0,0.0387101612703729,1.5294117647058822
a15,1,1,2,3,0.125,0.0625,0.0625,0.0833333333333333,0.0,3.0,0.0308121145620939,1.5294117647058822
a16,1,0,1,0,0.0625,0.0625,0.0,0.0833333333333333,0.0,0.0,0.0210373907770556,1.5294117647058822
