argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a77,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a76,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a79,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a120,93,102,6069,6627,1.3,0.62,0.68,0.653061224489796,0.0164508007239607,64.97058823529412,0.0093263774624532,59.23841059602649
a78,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a121,100,92,6652,6227,1.28,0.6666666666666667,0.6133333333333334,0.6857142857142857,0.0152788470394674,67.68478260869566,0.010125167251206,59.23841059602649
a80,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a126,98,89,6536,6271,1.2466666666666668,0.6533333333333333,0.5933333333333334,0.676056338028169,0.0132766064425608,70.46067415730337,0.009758829884241,59.23841059602649
a127,95,87,6260,6200,1.2133333333333334,0.6333333333333334,0.5800000000000001,0.6575342465753424,0.0107413760308481,71.26436781609195,0.0095224778689878,59.23841059602649
a82,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a128,94,94,6160,6509,1.2533333333333334,0.6266666666666667,0.6266666666666667,0.6575342465753424,0.0126096843292801,69.24468085106383,0.0094268102732272,59.23841059602649
a81,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a129,98,96,6456,6420,1.2933333333333334,0.6533333333333333,0.64,0.676056338028169,0.0144807757487031,66.875,0.0099328594129677,59.23841059602649
a84,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a122,98,89,6539,6260,1.2466666666666668,0.6533333333333333,0.5933333333333334,0.676056338028169,0.0116330465779797,70.33707865168539,0.009763740895687,59.23841059602649
a83,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a123,96,90,6353,6495,1.24,0.64,0.6000000000000001,0.6666666666666667,0.0112510460158029,72.16666666666667,0.009592741044645,59.23841059602649
a86,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a124,97,87,6443,5835,1.2266666666666668,0.6466666666666667,0.5800000000000001,0.6713286713286714,0.0143239768850633,67.06896551724138,0.0096714663898675,59.23841059602649
a85,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a125,97,93,6448,6177,1.2666666666666668,0.6466666666666667,0.62,0.6713286713286714,0.0148370552308498,66.41935483870968,0.0096892707349729,59.23841059602649
a88,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a87,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a89,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a110,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a119,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a91,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a115,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a90,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a116,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a93,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a117,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a92,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
a118,89,89,8107,7948,1.1866666666666668,0.5933333333333334,0.5933333333333334,0.6357615894039735,0.0005134568308803,89.30337078651685,0.0093635175428739,59.23841059602649
