argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank
a0,3,4,13,10,0.02095808383233533,0.008982035928143714,0.011976047904191617,0.224152946716171,0.008269204822691716,2.5,0.0028088921514460605
a1,2,4,4,21,0.017964071856287428,0.005988023952095809,0.011976047904191617,0.1832239956946176,0.007662025478598219,5.25,0.0008523025443143579
a2,5,3,28,11,0.023952095808383235,0.014970059880239521,0.008982035928143714,0.25382804131689335,0.01678123230158477,3.6666666666666665,0.004813974732798749
a3,7,5,21,16,0.035928143712574856,0.02095808383233533,0.014970059880239521,0.23842175013407677,0.014954995421062196,3.2,0.0037700873478386655
a4,2,4,7,16,0.017964071856287428,0.005988023952095809,0.011976047904191617,0.1995711179870742,0.005926901724238935,4.0,0.001617952792701283
a5,4,2,14,6,0.017964071856287428,0.011976047904191617,0.005988023952095809,0.2282833341113662,0.00551792494706203,3.0,0.002847059371383481
a6,6,5,27,19,0.03293413173652695,0.017964071856287428,0.014970059880239521,0.256047523395181,0.032764354456261066,3.8,0.006860891087281928
a7,2,3,9,13,0.014970059880239521,0.005988023952095809,0.008982035928143714,0.20997899897727362,0.006189747745815182,4.333333333333333,0.0025355883433720587
a8,2,6,6,20,0.023952095808383235,0.005988023952095809,0.017964071856287428,0.18177640204917478,0.006518988996255827,3.3333333333333335,0.0013905703429023543
a9,2,5,5,18,0.02095808383233533,0.005988023952095809,0.014970059880239521,0.18803723551146392,0.007225235771896319,3.6,0.0013241612138870026
a10,4,2,16,6,0.017964071856287428,0.011976047904191617,0.005988023952095809,0.2387752293781599,0.0035155397153537075,3.0,0.0029305271166792917
a11,4,5,12,24,0.02694610778443114,0.011976047904191617,0.014970059880239521,0.21066565365018816,0.017508779003768897,4.8,0.0038424591825289107
a12,5,2,21,10,0.02095808383233533,0.014970059880239521,0.005988023952095809,0.2380693159136273,0.015285269070276452,5.0,0.005236097765229766
a13,3,2,10,6,0.014970059880239521,0.008982035928143714,0.005988023952095809,0.21402510593431076,0.0021911746985129638,3.0,0.0022813703180288303
a14,7,4,23,8,0.03293413173652695,0.02095808383233533,0.011976047904191617,0.25342862661773224,0.0178898120445521,2.0,0.005953286194692593
a15,3,3,13,16,0.017964071856287428,0.008982035928143714,0.008982035928143714,0.2135993265458473,0.010240229452210549,5.333333333333333,0.002090830899514895
a16,2,5,7,14,0.02095808383233533,0.005988023952095809,0.014970059880239521,0.19932412402916938,0.006534052084282894,2.8,0.0015606601283339656
a17,3,3,14,15,0.017964071856287428,0.008982035928143714,0.008982035928143714,0.22245012736957026,0.01051645661022881,5.0,0.0016752655693754678
a18,6,4,22,11,0.029940119760479042,0.017964071856287428,0.011976047904191617,0.2375426138872697,0.014925034337169818,2.75,0.0036627256539628695
a19,5,2,24,9,0.02095808383233533,0.014970059880239521,0.005988023952095809,0.23477243763202457,0.013235611589383911,4.5,0.003783229438527424
