argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,19,24,44,59,0.1228571428571428,0.0542857142857142,0.0685714285714285,0.1238169642857142,0.1158084322554236,2.458333333333333,0.0189745427193508,1.398860398860399
a1,7,7,39,37,0.04,0.02,0.02,0.1165336134453781,0.0750225133033156,5.285714285714286,0.0078998627668305,1.398860398860399
a2,5,5,21,5,0.0285714285714285,0.0142857142857142,0.0142857142857142,0.0990402647545504,0.0098567335243553,1.0,0.0053465821264945,1.398860398860399
a3,10,7,17,8,0.0485714285714285,0.0285714285714285,0.02,0.1081755899517888,0.0118460908718788,1.1428571428571428,0.0165046470834617,1.398860398860399
a4,16,25,44,67,0.1171428571428571,0.0457142857142857,0.0714285714285714,0.1116096579476861,0.109250920998772,2.68,0.0167819576568831,1.398860398860399
a5,1,1,19,24,0.0057142857142857,0.0028571428571428,0.0028571428571428,0.0928627232142857,0.0,24.0,0.0013832313930562,1.398860398860399
a6,3,0,19,0,0.0085714285714285,0.0085714285714285,0.0,0.0964784053156146,0.0,0.0,0.0021388847991035,1.398860398860399
a7,10,11,20,32,0.06,0.0285714285714285,0.0314285714285714,0.0474220032840722,0.0539255014326647,2.909090909090909,0.0127846989919203,1.398860398860399
a8,3,2,8,1,0.0142857142857142,0.0085714285714285,0.0057142857142857,0.0855464716006884,0.0034629553827261,0.5,0.004601058934843,1.398860398860399
a9,1,1,0,7,0.0057142857142857,0.0028571428571428,0.0028571428571428,0.0028571428571428,9.005321326238232e-05,7.0,0.0013157150752024,1.398860398860399
a10,2,5,20,26,0.02,0.0057142857142857,0.0142857142857142,0.0932268907563025,0.0064265247646336,5.2,0.0018167620656674,1.398860398860399
a11,3,1,24,8,0.0114285714285714,0.0085714285714285,0.0028571428571428,0.0973913043478261,0.011796970937372,8.0,0.0034869196272332,1.398860398860399
a12,2,1,17,1,0.0085714285714285,0.0057142857142857,0.0028571428571428,0.0880276994101051,0.0010642652476463,1.0,0.0067939509815923,1.398860398860399
a13,5,6,3,13,0.0314285714285714,0.0142857142857142,0.0171428571428571,0.0142857142857142,0.0063528448628735,2.1666666666666665,0.004909618151883,1.398860398860399
a14,8,4,25,7,0.0342857142857142,0.0228571428571428,0.0114285714285714,0.1014335317460317,0.0091526811297584,1.75,0.0145763078344087,1.398860398860399
a15,1,0,10,0,0.0028571428571428,0.0028571428571428,0.0,0.0869577464788732,0.0,0.0,0.0027154167546438,1.398860398860399
a16,3,4,21,6,0.02,0.0085714285714285,0.0114285714285714,0.0932023179642227,0.0087924682767089,1.5,0.0041461234172204,1.398860398860399
a17,1,1,10,11,0.0057142857142857,0.0028571428571428,0.0028571428571428,0.0332718894009216,0.0,11.0,0.0016991429734738,1.398860398860399
a18,0,3,0,4,0.0085714285714285,0.0,0.0085714285714285,0.0,0.0,1.3333333333333333,0.0007111923503645,1.398860398860399
a19,2,5,4,29,0.02,0.0057142857142857,0.0142857142857142,0.0079365079365079,0.0062300450266066,5.8,0.0023741589665878,1.398860398860399
a20,5,8,4,29,0.0371428571428571,0.0142857142857142,0.0228571428571428,0.0142857142857142,0.0063119115841178,3.625,0.005845673239846,1.398860398860399
a21,2,2,17,25,0.0114285714285714,0.0057142857142857,0.0057142857142857,0.0864467532467532,0.0034465820712239,12.5,0.001772857899102,1.398860398860399
a22,3,2,13,11,0.0142857142857142,0.0085714285714285,0.0057142857142857,0.0368367346938775,0.0090053213262382,5.5,0.0041160977485667,1.398860398860399
a23,0,4,0,3,0.0114285714285714,0.0,0.0114285714285714,0.0,0.0,0.75,0.0007111923503645,1.398860398860399
a24,3,2,7,2,0.0142857142857142,0.0085714285714285,0.0057142857142857,0.014065934065934,0.0001146131805157,1.0,0.0094236803422484,1.398860398860399
a25,2,2,8,9,0.0114285714285714,0.0057142857142857,0.0057142857142857,0.0897088948787061,0.0067048710601719,4.5,0.0030191963299394,1.398860398860399
a26,7,8,23,8,0.0428571428571428,0.02,0.0228571428571428,0.0950810536980749,0.011142038477282,1.0,0.0108445412465205,1.398860398860399
a27,1,1,16,25,0.0057142857142857,0.0028571428571428,0.0028571428571428,0.0858225889633831,0.0,25.0,0.001281795701714,1.398860398860399
a28,1,1,19,24,0.0057142857142857,0.0028571428571428,0.0028571428571428,0.0928627232142857,0.0,24.0,0.0013832313930562,1.398860398860399
a29,3,1,7,25,0.0114285714285714,0.0085714285714285,0.0028571428571428,0.0168067226890756,0.0121162505116659,25.0,0.0027685307867949,1.398860398860399
a30,1,2,19,24,0.0085714285714285,0.0028571428571428,0.0057142857142857,0.0928627232142857,0.0010560785918952,12.0,0.0013832313930562,1.398860398860399
a31,2,2,2,8,0.0114285714285714,0.0057142857142857,0.0057142857142857,0.0064285714285714,0.0002783462955382,4.0,0.0038108322122255,1.398860398860399
