argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a77,26,0,1796,0,0.1733333333333333,0.1733333333333333,0.0,0.4027240143369176,0.0,0.0,0.0058362026858511,37.11258278145695
a76,17,0,1155,0,0.1133333333333333,0.1133333333333333,0.0,0.3821768707482993,0.0,0.0,0.0045581278547169,37.11258278145695
a79,22,0,1521,0,0.1466666666666666,0.1466666666666666,0.0,0.3942456140350877,0.0,0.0,0.0052965344441404,37.11258278145695
a120,66,59,1873,2174,0.8333333333333334,0.44,0.3933333333333333,0.506896551724138,0.0064813857022935,36.84745762711864,0.0088425270155242,37.11258278145695
a78,24,0,1659,0,0.16,0.16,0.0,0.3984397163120567,0.0,0.0,0.0054515610582429,37.11258278145695
a121,71,60,2218,2186,0.8733333333333334,0.4733333333333334,0.4,0.5287769784172661,0.0080473114709945,36.43333333333333,0.0094817879836047,37.11258278145695
a80,28,0,1931,0,0.1866666666666666,0.1866666666666666,0.0,0.4071014492753623,0.0,0.0,0.0061361551827079,37.11258278145695
a126,67,66,1900,2085,0.8866666666666667,0.4466666666666667,0.44,0.513986013986014,0.0105736258911992,31.59090909090909,0.0090419857200601,37.11258278145695
a127,67,61,1944,2042,0.8533333333333334,0.4466666666666667,0.4066666666666667,0.513986013986014,0.008945433357393,33.47540983606557,0.0090894240672891,37.11258278145695
a82,27,0,1851,0,0.18,0.18,0.0,0.4049009009009009,0.0,0.0,0.0059255577559976,37.11258278145695
a128,70,59,2158,2061,0.8600000000000001,0.4666666666666667,0.3933333333333333,0.5249999999999999,0.0093583201006551,34.932203389830505,0.0093448085115921,37.11258278145695
a81,20,0,1365,0,0.1333333333333333,0.1333333333333333,0.0,0.3901388888888889,0.0,0.0,0.0050303074081812,37.11258278145695
a129,74,63,2433,1921,0.9133333333333334,0.4933333333333333,0.42,0.5404411764705882,0.0119134989489503,30.49206349206349,0.0099233202656669,37.11258278145695
a84,19,0,1310,0,0.1266666666666666,0.1266666666666666,0.0,0.3881174438687392,0.0,0.0,0.0048034288960071,37.11258278145695
a122,72,62,2222,2019,0.8933333333333334,0.48,0.4133333333333334,0.532608695652174,0.0120286931801521,32.564516129032256,0.0097154763863885,37.11258278145695
a83,17,0,1163,0,0.1133333333333333,0.1133333333333333,0.0,0.3821768707482993,0.0,0.0,0.004593449748553,37.11258278145695
a123,72,60,2223,2036,0.88,0.48,0.4,0.532608695652174,0.0095908593518652,33.93333333333333,0.0097604062459343,37.11258278145695
a86,24,0,1666,0,0.16,0.16,0.0,0.3984397163120567,0.0,0.0,0.0054290017658483,37.11258278145695
a124,73,65,2369,2040,0.92,0.4866666666666667,0.4333333333333333,0.532608695652174,0.0098905281408597,31.384615384615383,0.0096644522561616,37.11258278145695
a85,20,0,1371,0,0.1333333333333333,0.1333333333333333,0.0,0.3881174438687392,0.0,0.0,0.0049344165237104,37.11258278145695
a125,66,54,2005,1753,0.8,0.44,0.36,0.5104166666666666,0.0073094889565558,32.46296296296296,0.0090314731144421,37.11258278145695
a88,20,0,1378,0,0.1333333333333333,0.1333333333333333,0.0,0.3901388888888889,0.0,0.0,0.0049710376237273,37.11258278145695
a87,19,0,1315,0,0.1266666666666666,0.1266666666666666,0.0,0.3881174438687392,0.0,0.0,0.0048833967060148,37.11258278145695
a89,26,0,1788,0,0.1733333333333333,0.1733333333333333,0.0,0.4027240143369176,0.0,0.0,0.0056934001221073,37.11258278145695
a110,69,54,2092,2012,0.8200000000000001,0.46,0.36,0.5176056338028169,0.0068060356938103,37.25925925925926,0.0092544179698895,37.11258278145695
a119,71,56,2220,1807,0.8466666666666667,0.4733333333333334,0.3733333333333333,0.5287769784172661,0.0093241271243574,32.267857142857146,0.0094777449476269,37.11258278145695
a91,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a115,71,52,2153,1614,0.8200000000000001,0.4733333333333334,0.3466666666666667,0.5287769784172661,0.0088076441244092,31.03846153846154,0.0095560625224248,37.11258278145695
a90,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a116,77,68,2586,2105,0.9666666666666668,0.5133333333333334,0.4533333333333333,0.5485074626865671,0.0112246703019021,30.955882352941178,0.0104048473208683,37.11258278145695
a93,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a117,66,63,1875,1886,0.8600000000000001,0.44,0.42,0.5104166666666666,0.0084120002662887,29.936507936507937,0.0088763729213821,37.11258278145695
a92,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a118,67,58,1888,1957,0.8333333333333334,0.4466666666666667,0.3866666666666667,0.513986013986014,0.0072480544587977,33.741379310344826,0.0090740137025768,37.11258278145695
a95,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a111,63,54,1710,1908,0.78,0.42,0.36,0.5,0.0064273849646779,35.333333333333336,0.0085113054285601,37.11258278145695
a94,55,59,3641,3511,0.76,0.3666666666666667,0.3933333333333333,0.4741935483870967,0.002400032240512,59.50847457627118,0.0098541553334003,37.11258278145695
a112,71,57,2148,1828,0.8533333333333334,0.4733333333333334,0.38,0.5287769784172661,0.0080727533431516,32.07017543859649,0.0095645616313184,37.11258278145695
a97,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a113,67,64,1947,2032,0.8733333333333334,0.4466666666666667,0.4266666666666667,0.513986013986014,0.0078725665116258,31.75,0.0090019031608038,37.11258278145695
a96,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a114,66,52,1869,1804,0.7866666666666667,0.44,0.3466666666666667,0.506896551724138,0.0067173171412337,34.69230769230769,0.0088649986327069,37.11258278145695
a11,15,45,1032,2685,0.4,0.1,0.3,0.3769230769230768,0.0008683730940843,59.66666666666666,0.0042952035226329,37.11258278145695
a99,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a140,68,67,1962,2233,0.9,0.4533333333333333,0.4466666666666667,0.5176056338028169,0.0093390761292911,33.32835820895522,0.0092073485689848,37.11258278145695
a10,13,45,887,2685,0.3866666666666667,0.0866666666666666,0.3,0.3712121212121211,0.0007368657483917,59.66666666666666,0.0040360012228365,37.11258278145695
a98,59,59,3909,3511,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0026693872590019,59.50847457627118,0.0104036420348049,37.11258278145695
a141,62,47,1645,1683,0.7266666666666667,0.4133333333333334,0.3133333333333333,0.4966216216216215,0.0047753329688248,35.808510638297875,0.0083463530879827,37.11258278145695
a13,12,45,836,2685,0.38,0.08,0.3,0.3675,0.0006973309197493,59.66666666666666,0.0039380201511981,37.11258278145695
a142,66,67,1885,2224,0.8866666666666667,0.44,0.4466666666666667,0.506896551724138,0.0081767844730305,33.19402985074627,0.0088057349138685,37.11258278145695
a12,9,45,624,2685,0.36,0.06,0.3,0.3585365853658536,0.000557971494807,59.66666666666666,0.0035831759621087,37.11258278145695
a143,70,64,2101,1794,0.8933333333333334,0.4666666666666667,0.4266666666666667,0.5249999999999999,0.01061165694114,28.03125,0.0094949138202059,37.11258278145695
a15,15,45,1027,2685,0.4,0.1,0.3,0.3730964467005076,0.0008502500302154,59.66666666666666,0.0042862396882272,37.11258278145695
a14,15,45,1032,2685,0.4,0.1,0.3,0.3730964467005076,0.0008811502021664,59.66666666666666,0.0043150561166736,37.11258278145695
a17,15,44,1033,2624,0.3933333333333333,0.1,0.2933333333333333,0.3730964467005076,0.0008452458845495,59.63636363636363,0.0043333348676837,37.11258278145695
a16,14,45,963,2685,0.3933333333333333,0.0933333333333333,0.3,0.3749999999999999,0.0007846255591173,59.66666666666666,0.0041751509167231,37.11258278145695
a19,15,45,1048,2685,0.4,0.1,0.3,0.3712121212121211,0.0008044112175433,59.66666666666666,0.0042984477645419,37.11258278145695
a18,11,45,755,2685,0.3733333333333333,0.0733333333333333,0.3,0.3675,0.000594666593695,59.66666666666666,0.003769798200091,37.11258278145695
a148,68,50,1961,1605,0.7866666666666667,0.4533333333333333,0.3333333333333333,0.5176056338028169,0.0070644480879824,32.1,0.009170042054471,37.11258278145695
a149,69,67,2088,2223,0.9066666666666668,0.46,0.4466666666666667,0.5176056338028169,0.0104311108354203,33.17910447761194,0.009179478519058,37.11258278145695
a144,71,60,2223,1854,0.8733333333333334,0.4733333333333334,0.4,0.5249999999999999,0.0088465663084787,30.9,0.0095030233648345,37.11258278145695
a145,68,63,1949,2197,0.8733333333333334,0.4533333333333333,0.42,0.5176056338028169,0.0085288872314889,34.87301587301587,0.0092043487903285,37.11258278145695
a20,10,45,692,2685,0.3666666666666667,0.0666666666666666,0.3,0.3620689655172414,0.0006502373490239,59.66666666666666,0.0037397185908225,37.11258278145695
a146,70,59,2145,1818,0.8600000000000001,0.4666666666666667,0.3933333333333333,0.5249999999999999,0.00983044814016,30.8135593220339,0.0093793334055516,37.11258278145695
a147,74,53,2351,1785,0.8466666666666667,0.4933333333333333,0.3533333333333333,0.5404411764705882,0.0098895792941168,33.679245283018865,0.0100202795238869,37.11258278145695
a22,15,45,1037,2685,0.4,0.1,0.3,0.3749999999999999,0.0008059672482375,59.66666666666666,0.0042818654264549,37.11258278145695
a21,10,45,683,2685,0.3666666666666667,0.0666666666666666,0.3,0.3567961165048543,0.0006339962606277,59.66666666666666,0.0037208550559652,37.11258278145695
a130,68,52,2021,1722,0.8,0.4533333333333333,0.3466666666666667,0.5176056338028169,0.0074975783279491,33.11538461538461,0.009102896054257,37.11258278145695
a24,15,45,1021,2685,0.4,0.1,0.3,0.3749999999999999,0.0009032715079495,59.66666666666666,0.0043592202867502,37.11258278145695
a131,66,59,1884,1827,0.8333333333333334,0.44,0.3933333333333333,0.5104166666666666,0.0083346817763096,30.966101694915253,0.0088410371066777,37.11258278145695
a23,17,44,1178,2638,0.4066666666666667,0.1133333333333333,0.2933333333333333,0.3788659793814432,0.0009560974771574,59.95454545454545,0.0046118526229283,37.11258278145695
a132,66,59,1873,1801,0.8333333333333334,0.44,0.3933333333333333,0.506896551724138,0.0075383049546806,30.52542372881356,0.0088573198998085,37.11258278145695
c,11,15,682,864,0.1733333333333333,0.0733333333333333,0.1,0.3533653846153846,0.0001826996421153,57.6,0.0038973751897245,37.11258278145695
a26,9,45,610,2685,0.36,0.06,0.3,0.3550724637681159,0.0005367889800916,59.66666666666666,0.0035872316948509,37.11258278145695
a25,16,45,1094,2685,0.4066666666666667,0.1066666666666666,0.3,0.3749999999999999,0.0009279837566389,59.66666666666666,0.0044462596210491,37.11258278145695
a28,12,45,819,2685,0.38,0.08,0.3,0.3638613861386138,0.0007185671539757,59.66666666666666,0.0039521401463031,37.11258278145695
a27,13,45,894,2685,0.3866666666666667,0.0866666666666666,0.3,0.3693467336683416,0.0007275449570622,59.66666666666666,0.0040485908683127,37.11258278145695
a29,10,44,696,2629,0.36,0.0666666666666666,0.2933333333333333,0.3602941176470587,0.0005642639171055,59.75,0.0036852969179984,37.11258278145695
a137,69,62,2085,2002,0.8733333333333334,0.46,0.4133333333333334,0.5212765957446808,0.0097405341441796,32.29032258064516,0.0092259779077351,37.11258278145695
a138,67,68,1938,2263,0.9,0.4466666666666667,0.4533333333333333,0.513986013986014,0.0098917305843846,33.279411764705884,0.0090044609459943,37.11258278145695
a139,67,64,1935,2311,0.8733333333333334,0.4466666666666667,0.4266666666666667,0.513986013986014,0.0087710736647436,36.109375,0.0090082285497279,37.11258278145695
a133,65,57,1810,1942,0.8133333333333334,0.4333333333333333,0.38,0.5034246575342466,0.0076524429002621,34.07017543859649,0.0087376528772547,37.11258278145695
a134,68,60,2007,2304,0.8533333333333334,0.4533333333333333,0.4,0.5176056338028169,0.0082659066879877,38.4,0.0090973489187374,37.11258278145695
a31,11,45,752,2685,0.3733333333333333,0.0733333333333333,0.3,0.3656716417910447,0.0006045778028608,59.66666666666666,0.0037516729540442,37.11258278145695
a135,70,62,2155,2103,0.88,0.4666666666666667,0.4133333333333334,0.5212765957446808,0.0092426906661607,33.91935483870968,0.009353519537304,37.11258278145695
a30,9,45,628,2685,0.36,0.06,0.3,0.3585365853658536,0.0005339871978667,59.66666666666666,0.0035749463565172,37.11258278145695
a136,73,65,2361,2295,0.92,0.4866666666666667,0.4333333333333333,0.5364963503649635,0.0104005283925859,35.30769230769231,0.0097719551220297,37.11258278145695
a33,12,45,837,2685,0.38,0.08,0.3,0.3675,0.0006529072512555,59.66666666666666,0.0039299790262036,37.11258278145695
a32,14,45,952,2685,0.3933333333333333,0.0933333333333333,0.3,0.3712121212121211,0.0008285466101209,59.66666666666666,0.0041778987598522,37.11258278145695
a35,15,45,1026,2685,0.4,0.1,0.3,0.3769230769230768,0.0008748704352374,59.66666666666666,0.0042908744155181,37.11258278145695
a34,8,44,562,2631,0.3466666666666667,0.0533333333333333,0.2933333333333333,0.3567961165048543,0.0004952091974692,59.79545454545455,0.0034575502978423,37.11258278145695
a37,18,44,1251,2631,0.4133333333333334,0.12,0.2933333333333333,0.3808290155440414,0.0009533980054488,59.79545454545455,0.0046920889467206,37.11258278145695
a36,17,45,1166,2685,0.4133333333333334,0.1133333333333333,0.3,0.3788659793814432,0.0009613940011192,59.66666666666666,0.004597825183015,37.11258278145695
a39,12,44,830,2631,0.3733333333333333,0.08,0.2933333333333333,0.3656716417910447,0.0007154699859748,59.79545454545455,0.0039658061749549,37.11258278145695
a38,8,45,555,2685,0.3533333333333333,0.0533333333333333,0.3,0.35,0.0004686838366013,59.66666666666666,0.0033935806036614,37.11258278145695
a40,13,45,898,2685,0.3866666666666667,0.0866666666666666,0.3,0.3693467336683416,0.000801633555272,59.66666666666666,0.0040986669226258,37.11258278145695
a42,17,45,1185,2685,0.4133333333333334,0.1133333333333333,0.3,0.3808290155440414,0.0009362172496572,59.66666666666666,0.0046074223053544,37.11258278145695
a41,14,45,950,2685,0.3933333333333333,0.0933333333333333,0.3,0.3675,0.0008671895371432,59.66666666666666,0.0042860124195875,37.11258278145695
a44,13,45,902,2685,0.3866666666666667,0.0866666666666666,0.3,0.3693467336683416,0.0007875958573813,59.66666666666666,0.0040636064261207,37.11258278145695
a43,14,45,955,2685,0.3933333333333333,0.0933333333333333,0.3,0.3730964467005076,0.0008552843066519,59.66666666666666,0.0042158300640322,37.11258278145695
a46,20,0,1361,0,0.1333333333333333,0.1333333333333333,0.0,0.3901388888888889,0.0,0.0,0.0049350222127139,37.11258278145695
a45,20,0,1363,0,0.1333333333333333,0.1333333333333333,0.0,0.3881174438687392,0.0,0.0,0.0049244065139782,37.11258278145695
a48,22,0,1513,0,0.1466666666666666,0.1466666666666666,0.0,0.3921815008726004,0.0,0.0,0.0052959266680561,37.11258278145695
a47,24,0,1650,0,0.16,0.16,0.0,0.3984397163120567,0.0,0.0,0.0054851759274018,37.11258278145695
a49,23,0,1580,0,0.1533333333333333,0.1533333333333333,0.0,0.3963315696649029,0.0,0.0,0.0054459337533066,37.11258278145695
a51,27,0,1863,0,0.18,0.18,0.0,0.4049009009009009,0.0,0.0,0.0059879316682647,37.11258278145695
a50,17,0,1168,0,0.1133333333333333,0.1133333333333333,0.0,0.3841367521367521,0.0,0.0,0.004571221931887,37.11258278145695
a53,27,0,1845,0,0.18,0.18,0.0,0.4049009009009009,0.0,0.0,0.0059493416898593,37.11258278145695
a52,24,0,1662,0,0.16,0.16,0.0,0.3984397163120567,0.0,0.0,0.0055232861618604,37.11258278145695
a55,24,0,1661,0,0.16,0.16,0.0,0.3984397163120567,0.0,0.0,0.0054974751412852,37.11258278145695
a54,23,0,1568,0,0.1533333333333333,0.1533333333333333,0.0,0.3963315696649029,0.0,0.0,0.0053760852812605,37.11258278145695
a57,29,0,2010,0,0.1933333333333333,0.1933333333333333,0.0,0.4093260473588342,0.0,0.0,0.0062385630527587,37.11258278145695
a56,21,0,1442,0,0.14,0.14,0.0,0.3921815008726004,0.0,0.0,0.0051949366482342,37.11258278145695
