argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,2,3,6,5,0.2941176470588235,0.1176470588235294,0.1764705882352941,0.34,0.0461703431372549,1.6666666666666667,0.029479812219242,3.1666666666666665
a1,4,3,9,10,0.4117647058823529,0.2352941176470588,0.1764705882352941,0.4146341463414634,0.1021008403361344,3.333333333333333,0.0448442746807353,3.1666666666666665
a2,6,2,22,7,0.4705882352941176,0.3529411764705882,0.1176470588235294,0.5862068965517241,0.0932598039215686,3.5,0.1014200758498239,3.1666666666666665
a3,3,3,6,8,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.4146341463414634,0.0573354341736694,2.6666666666666665,0.0427029035839788,3.1666666666666665
a4,1,5,4,11,0.3529411764705882,0.0588235294117647,0.2941176470588235,0.320754716981132,0.041032037815126,2.2,0.0175580304993475,3.1666666666666665
a5,4,5,10,13,0.5294117647058824,0.2352941176470588,0.2941176470588235,0.4473684210526316,0.1984024859943977,2.6,0.0542620542073252,3.1666666666666665
a6,4,3,10,8,0.4117647058823529,0.2352941176470588,0.1764705882352941,0.425,0.1088410364145658,2.6666666666666665,0.0822971737984356,3.1666666666666665
a7,3,5,13,13,0.4705882352941176,0.1764705882352941,0.2941176470588235,0.4857142857142857,0.1632703081232493,2.6,0.1086679607226711,3.1666666666666665
a8,6,1,17,5,0.4117647058823529,0.3529411764705882,0.0588235294117647,0.5666666666666667,0.0624124649859943,5.0,0.0772971276013289,3.1666666666666665
a9,5,1,9,4,0.3529411764705882,0.2941176470588235,0.0588235294117647,0.5,0.0348958333333333,4.0,0.0592073111623937,3.1666666666666665
a10,2,2,5,4,0.2352941176470588,0.1176470588235294,0.1176470588235294,0.3469387755102041,0.0186362044817927,2.0,0.0205429919529686,3.1666666666666665
a11,2,3,4,11,0.2941176470588235,0.1176470588235294,0.1764705882352941,0.3777777777777777,0.0710609243697478,3.6666666666666665,0.0297920521020929,3.1666666666666665
a12,4,2,8,6,0.3529411764705882,0.2352941176470588,0.1176470588235294,0.4594594594594595,0.0533088235294117,3.0,0.0578847250394329,3.1666666666666665
a13,1,4,0,11,0.2941176470588235,0.0588235294117647,0.2352941176470588,0.0588235294117647,0.0165441176470588,2.75,0.00975,3.1666666666666665
a14,3,3,12,6,0.3529411764705882,0.1764705882352941,0.1764705882352941,0.4594594594594595,0.0624080882352941,2.0,0.0918371224712442,3.1666666666666665
a15,3,4,11,14,0.4117647058823529,0.1764705882352941,0.2352941176470588,0.4722222222222222,0.1241115196078431,3.5,0.103180350362678,3.1666666666666665
a16,0,5,0,15,0.2941176470588235,0.0,0.2941176470588235,0.0,0.0,3.0,0.0083333333333333,3.1666666666666665
a17,4,3,11,6,0.4117647058823529,0.2352941176470588,0.1764705882352941,0.5,0.0587097338935574,2.0,0.0609427004129675,3.1666666666666665
