argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank
a77,62,59,3109,3135,0.8066666666666668,0.4133333333333334,0.39333333333333337,0.5393258426966292,0.0034905568906135583,53.13559322033898,0.006735783788329959
a76,71,64,3704,3484,0.9,0.4733333333333334,0.4266666666666667,0.5680473372781065,0.005179853987635714,54.4375,0.007573645621903212
a79,64,68,3532,3379,0.88,0.4266666666666667,0.45333333333333337,0.5454545454545454,0.004266874690624416,49.69117647058823,0.007294666884022652
a120,70,68,3631,3578,0.92,0.4666666666666667,0.45333333333333337,0.5614035087719298,0.005309921760277507,52.61764705882353,0.007712156837749965
a78,69,65,3595,3445,0.8933333333333334,0.46,0.43333333333333335,0.5614035087719298,0.00401520444579887,53.0,0.007371658079863356
a121,71,60,3654,3491,0.8733333333333334,0.4733333333333334,0.4,0.5647058823529413,0.004550219892097507,58.18333333333333,0.007784691600069146
a80,66,65,3377,3508,0.8733333333333334,0.44,0.43333333333333335,0.5485714285714286,0.0046476284112422555,53.96923076923077,0.007162067653623979
a126,70,67,3634,3545,0.9133333333333334,0.4666666666666667,0.4466666666666667,0.5614035087719298,0.0052067483632527185,52.91044776119403,0.007534904929854369
a127,70,53,3647,3084,0.8200000000000001,0.4666666666666667,0.35333333333333333,0.5647058823529413,0.0040180872210810745,58.18867924528302,0.007543611331385316
a82,62,62,3098,3331,0.8266666666666668,0.4133333333333334,0.4133333333333334,0.5393258426966292,0.0038887076823280555,53.725806451612904,0.006622505664042085
a128,74,62,3917,3411,0.9066666666666667,0.49333333333333335,0.4133333333333334,0.5748502994011976,0.005458854431349847,55.016129032258064,0.00796722754774355
a81,73,60,3848,3178,0.8866666666666667,0.4866666666666667,0.4,0.5748502994011976,0.005118166730857407,52.96666666666667,0.007752817516468306
a129,63,47,3199,2623,0.7333333333333334,0.42000000000000004,0.31333333333333335,0.5423728813559322,0.0028223594576873554,55.808510638297875,0.006801667114243048
a84,61,56,3044,2969,0.78,0.4066666666666667,0.37333333333333335,0.5363128491620112,0.004076704031112424,53.017857142857146,0.006631377151308839
a122,63,59,3140,3269,0.8133333333333334,0.42000000000000004,0.39333333333333337,0.5423728813559322,0.004119121966076408,55.40677966101695,0.006882825295831635
a83,63,53,3293,3131,0.7733333333333334,0.42000000000000004,0.35333333333333333,0.5393258426966292,0.0029439691293333585,59.075471698113205,0.006929926721492177
a123,68,51,3655,2946,0.7933333333333333,0.45333333333333337,0.34,0.5581395348837209,0.0030468116500511487,57.76470588235294,0.007388911856325961
a86,63,62,3196,3379,0.8333333333333334,0.42000000000000004,0.4133333333333334,0.5423728813559322,0.0036081157529066314,54.5,0.006808976937281121
a124,73,52,3947,3078,0.8333333333333334,0.4866666666666667,0.3466666666666667,0.5714285714285715,0.0037038824434695704,59.19230769230769,0.00797850435044186
a85,66,65,3331,3734,0.8733333333333334,0.44,0.43333333333333335,0.5517241379310346,0.005292305276496205,57.44615384615385,0.007306873134850993
a125,64,61,3250,3294,0.8333333333333334,0.4266666666666667,0.4066666666666667,0.5454545454545454,0.004650925424098002,54.0,0.0068914376948935
a88,66,58,3441,3157,0.8266666666666668,0.44,0.3866666666666667,0.5517241379310346,0.003230096526628677,54.43103448275862,0.007145505962211562
a87,64,63,3287,3306,0.8466666666666667,0.4266666666666667,0.42000000000000004,0.5454545454545454,0.004593848979316342,52.476190476190474,0.007142610027905348
a89,60,63,2975,3534,0.8200000000000001,0.4,0.42000000000000004,0.5333333333333333,0.003349448369751798,56.095238095238095,0.006494775685903091
a110,65,61,3311,3560,0.8400000000000001,0.43333333333333335,0.4066666666666667,0.5454545454545454,0.003629298018822499,58.36065573770492,0.006937348263391234
a119,68,63,3461,3370,0.8733333333333334,0.45333333333333337,0.42000000000000004,0.5549132947976879,0.004105735759162272,53.492063492063494,0.007362316186656048
a91,65,69,3294,3624,0.8933333333333334,0.43333333333333335,0.46,0.5485714285714286,0.005266727217416661,52.52173913043478,0.006981481981808336
a115,62,58,3125,3164,0.8,0.4133333333333334,0.3866666666666667,0.5393258426966292,0.0034856043841437908,54.55172413793103,0.006747468708018526
a90,66,63,3364,3558,0.8600000000000001,0.44,0.42000000000000004,0.5517241379310346,0.004452756287120758,56.476190476190474,0.007081792944141087
a116,66,54,3410,2788,0.8,0.44,0.36000000000000004,0.5517241379310346,0.0035751848344320186,51.629629629629626,0.007126352459117339
a93,73,63,3821,3475,0.9066666666666667,0.4866666666666667,0.42000000000000004,0.5748502994011976,0.005781966761774086,55.15873015873016,0.007708459466651178
a117,61,54,3272,2814,0.7666666666666667,0.4066666666666667,0.36000000000000004,0.5363128491620112,0.0027983943980466716,52.111111111111114,0.006803167329763096
a92,76,58,4064,3490,0.8933333333333334,0.5066666666666667,0.3866666666666667,0.5853658536585366,0.004882843380187769,60.172413793103445,0.008079882021394164
a118,63,57,3163,3259,0.8,0.42000000000000004,0.38,0.5423728813559322,0.003813919274588438,57.175438596491226,0.006760512634654114
a95,72,56,3721,3262,0.8533333333333334,0.48000000000000004,0.37333333333333335,0.5680473372781065,0.004529393870294876,58.25,0.007920209254763146
a111,71,57,3723,3058,0.8533333333333334,0.4733333333333334,0.38,0.5680473372781065,0.004320939183183683,53.64912280701754,0.0076429800518386035
a94,69,57,3532,2987,0.8400000000000001,0.46,0.38,0.5614035087719298,0.004395582957572255,52.40350877192982,0.007581038721532548
a112,61,61,3061,3220,0.8133333333333334,0.4066666666666667,0.4066666666666667,0.5363128491620112,0.003643514425325088,52.78688524590164,0.006647393865356663
a97,69,70,3524,3909,0.9266666666666667,0.46,0.4666666666666667,0.5581395348837209,0.00560621190175412,55.84285714285714,0.007462531679384434
a113,64,57,3381,2866,0.8066666666666668,0.4266666666666667,0.38,0.5454545454545454,0.00406948048685784,50.280701754385966,0.006997262825542025
a96,64,60,3224,3113,0.8266666666666668,0.4266666666666667,0.4,0.5423728813559322,0.0036623716182839217,51.88333333333333,0.006849725650608224
a114,61,50,3118,2666,0.7400000000000001,0.4066666666666667,0.33333333333333337,0.5333333333333333,0.0027517919140644435,53.32,0.006684701474519859
a11,30,74,2026,4440,0.6933333333333334,0.2,0.49333333333333335,0.45714285714285713,0.002295176093484893,60.0,0.005029222359661735
a99,68,62,3526,3274,0.8666666666666667,0.45333333333333337,0.4133333333333334,0.5581395348837209,0.004679615180765502,52.806451612903224,0.007291855362824084
a140,65,63,3387,3497,0.8533333333333334,0.43333333333333335,0.42000000000000004,0.5454545454545454,0.0033045388101772774,55.507936507936506,0.007115945933492832
a10,20,74,1350,4449,0.6266666666666667,0.13333333333333333,0.49333333333333335,0.43636363636363634,0.0015178374647110743,60.12162162162162,0.003976161408842141
a98,64,66,3294,3649,0.8666666666666667,0.4266666666666667,0.44,0.5454545454545454,0.003801819671174928,55.28787878787879,0.006976080892542919
a141,69,62,3634,3256,0.8733333333333334,0.46,0.4133333333333334,0.5614035087719298,0.004626835473109141,52.516129032258064,0.007467470887265588
a13,19,74,1283,4452,0.62,0.12666666666666668,0.49333333333333335,0.4343891402714932,0.0014680412917656572,60.16216216216216,0.0038649711006673265
a142,66,50,3433,2867,0.7733333333333334,0.44,0.33333333333333337,0.5517241379310346,0.003337193070688907,57.34,0.007208737982041976
a12,28,73,1889,4411,0.6733333333333333,0.18666666666666668,0.4866666666666667,0.4528301886792453,0.00208025146194194,60.42465753424658,0.004785469765147847
a143,73,54,3864,3126,0.8466666666666667,0.4866666666666667,0.36000000000000004,0.5748502994011976,0.004182172158962054,57.888888888888886,0.007851436874081269
a15,22,74,1467,4449,0.64,0.14666666666666667,0.49333333333333335,0.44036697247706424,0.0017356921507663105,60.12162162162162,0.004180484532454022
a14,17,74,1131,4458,0.6066666666666667,0.11333333333333334,0.49333333333333335,0.4304932735426009,0.0012506297551321834,60.24324324324324,0.0035954698646506883
a17,26,72,1758,4333,0.6533333333333333,0.17333333333333334,0.48000000000000004,0.4485981308411215,0.0019329120741556078,60.18055555555556,0.004618651530199643
a16,24,71,1586,4278,0.6333333333333334,0.16,0.4733333333333334,0.4444444444444445,0.0017977054515761319,60.25352112676056,0.004376931593537388
a19,18,73,1188,4403,0.6066666666666667,0.12000000000000001,0.4866666666666667,0.43243243243243246,0.0014197640828001847,60.31506849315068,0.0037838815870269854
a18,26,72,1748,4334,0.6533333333333333,0.17333333333333334,0.48000000000000004,0.4485981308411215,0.00192047145200919,60.19444444444444,0.004593984826184309
a148,65,51,3472,2869,0.7733333333333334,0.43333333333333335,0.34,0.5485714285714286,0.0030460698967441783,56.254901960784316,0.0072155852188062536
a149,66,67,3414,3509,0.8866666666666667,0.44,0.4466666666666667,0.5517241379310346,0.0044514615737779005,52.37313432835821,0.007075382507933652
a144,67,60,3463,3384,0.8466666666666667,0.4466666666666667,0.4,0.5549132947976879,0.0045162276764693695,56.4,0.007186006852443544
a145,70,62,3652,3490,0.88,0.4666666666666667,0.4133333333333334,0.5614035087719298,0.005029545217475096,56.29032258064516,0.007488311460399392
a20,23,74,1527,4461,0.6466666666666667,0.15333333333333335,0.49333333333333335,0.4423963133640554,0.001668851646314366,60.28378378378378,0.004183709634891309
a146,65,61,3329,3208,0.8400000000000001,0.43333333333333335,0.4066666666666667,0.5485714285714286,0.003748272987971971,52.59016393442623,0.006991306327146024
a147,68,70,3482,3895,0.92,0.45333333333333337,0.4666666666666667,0.5581395348837209,0.004609214280939787,55.642857142857146,0.007302279194444056
a22,19,73,1295,4405,0.6133333333333334,0.12666666666666668,0.4866666666666667,0.4343891402714932,0.0014675498955753251,60.342465753424655,0.003917309430198735
a21,24,73,1609,4390,0.6466666666666667,0.16,0.4866666666666667,0.4444444444444445,0.001787385254904185,60.136986301369866,0.004358498920657545
a130,63,70,3170,3927,0.8866666666666667,0.42000000000000004,0.4666666666666667,0.5423728813559322,0.004872130098352926,56.1,0.006757535915814431
a24,26,73,1744,4403,0.66,0.17333333333333334,0.4866666666666667,0.4485981308411215,0.0019135431933828121,60.31506849315068,0.0045290451693238126
a131,70,69,3667,3443,0.9266666666666667,0.4666666666666667,0.46,0.5647058823529413,0.0056512746652849,49.89855072463768,0.007515177501346511
a23,17,73,1141,4403,0.6000000000000001,0.11333333333333334,0.4866666666666667,0.4304932735426009,0.0012458693381555883,60.31506849315068,0.0036104900444347237
a132,71,57,3695,3022,0.8533333333333334,0.4733333333333334,0.38,0.5680473372781065,0.004924311304160751,53.01754385964912,0.007574055744838011
c,19,13,1264,775,0.21333333333333335,0.12666666666666668,0.08666666666666667,0.43243243243243246,0.00022289267365616872,59.61538461538461,0.004129418139725405
a26,20,70,1306,4229,0.6000000000000001,0.13333333333333333,0.4666666666666667,0.43636363636363634,0.0015271285511538504,60.41428571428571,0.003969348071690392
a25,21,74,1398,4451,0.6333333333333334,0.14,0.49333333333333335,0.4383561643835616,0.0016057922771239893,60.148648648648646,0.0040826003795280084
a28,24,74,1603,4446,0.6533333333333333,0.16,0.49333333333333335,0.4444444444444445,0.0017454029572520774,60.08108108108108,0.0042761159438634375
a27,25,71,1662,4269,0.64,0.16666666666666669,0.4733333333333334,0.44651162790697674,0.0018714459166822082,60.12676056338028,0.004484204651591866
a29,17,73,1144,4377,0.6000000000000001,0.11333333333333334,0.4866666666666667,0.4304932735426009,0.00128723652186277,59.95890410958904,0.003678619972110566
a137,68,59,3572,3122,0.8466666666666667,0.45333333333333337,0.39333333333333337,0.5581395348837209,0.004493341091485594,52.91525423728814,0.007346541632765776
a138,67,54,3437,3175,0.8066666666666668,0.4466666666666667,0.36000000000000004,0.5517241379310346,0.0034884611682697414,58.7962962962963,0.007190589598637641
a139,62,56,3164,3013,0.7866666666666667,0.4133333333333334,0.37333333333333335,0.5393258426966292,0.002921764117091013,53.80357142857143,0.006690907823524287
a133,68,49,3495,2862,0.78,0.45333333333333337,0.32666666666666666,0.5581395348837209,0.003714069754751189,58.40816326530612,0.0072944474424446225
a134,72,69,3729,3941,0.9400000000000001,0.48000000000000004,0.46,0.5714285714285715,0.006524111549512765,57.11594202898551,0.007854151770198405
a31,37,0,2474,0,0.24666666666666667,0.24666666666666667,0.0,0.47613008130081297,0.0,0.0,0.005630456012467516
a135,66,66,3312,3578,0.88,0.44,0.44,0.5517241379310346,0.004818417461558826,54.21212121212121,0.007227811567454399
a30,36,0,2414,0,0.24000000000000002,0.24000000000000002,0.0,0.4738187702265372,0.0,0.0,0.005633806643389624
a136,66,56,3423,3151,0.8133333333333334,0.44,0.37333333333333335,0.5517241379310346,0.004185544342786416,56.267857142857146,0.007132823032699781
a33,34,0,2278,0,0.22666666666666668,0.22666666666666668,0.0,0.46926282051282053,0.0,0.0,0.005396292064456176
a32,33,0,2212,0,0.22,0.22,0.0,0.4670175438596491,0.0,0.0,0.0052274536076565735
