argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a77,59,59,3606,3618,1.18,0.59,0.59,0.6336633663366338,0.0006433502078939,61.32203389830509,0.0135244475389795,40.45544554455446
a76,59,59,3606,3618,1.18,0.59,0.59,0.6336633663366338,0.0006433502078939,61.32203389830509,0.0135244475389795,40.45544554455446
a79,59,59,3606,3618,1.18,0.59,0.59,0.6336633663366338,0.0006433502078939,61.32203389830509,0.0135244475389795,40.45544554455446
a78,58,59,3540,3618,1.17,0.58,0.59,0.6274509803921569,0.000617578683701,61.32203389830509,0.0133543730588205,40.45544554455446
a80,68,66,3085,2863,1.34,0.68,0.66,0.6881720430107527,0.0199787567864951,43.37878787878788,0.0150415475192011,40.45544554455446
a82,68,66,3068,3113,1.34,0.68,0.66,0.6881720430107527,0.0160416126669205,47.16666666666666,0.0149445346522322,40.45544554455446
a81,69,67,3143,2843,1.36,0.6900000000000001,0.67,0.7032967032967034,0.0200416535850893,42.43283582089552,0.0151573845209622,40.45544554455446
a84,66,71,2876,2876,1.37,0.66,0.71,0.6808510638297873,0.0232376798057727,40.50704225352113,0.0146681889097885,40.45544554455446
a83,66,67,2880,3064,1.33,0.66,0.67,0.6736842105263158,0.016847872157233,45.73134328358209,0.0146381674397795,40.45544554455446
a86,65,70,2878,3140,1.35,0.65,0.7000000000000001,0.6736842105263158,0.0182736803404206,44.85714285714285,0.0143941552257254,40.45544554455446
a85,72,68,3290,2997,1.4,0.72,0.68,0.7191011235955056,0.02178790684381,44.0735294117647,0.0158595946871017,40.45544554455446
a88,67,62,2940,2826,1.29,0.67,0.62,0.6881720430107527,0.0179216301555023,45.58064516129032,0.014824367553877,40.45544554455446
a87,68,59,3017,2672,1.27,0.68,0.59,0.6956521739130435,0.015179374757708,45.28813559322034,0.0150362330718434,40.45544554455446
a89,67,73,2940,3126,1.4,0.67,0.73,0.6808510638297873,0.0218547416792832,42.821917808219176,0.0148181974888194,40.45544554455446
a91,64,67,2809,2825,1.31,0.64,0.67,0.6666666666666667,0.0223955023443909,42.16417910447761,0.0142109629132302,40.45544554455446
a90,66,67,2935,2914,1.33,0.66,0.67,0.6808510638297873,0.0225653733513798,43.492537313432834,0.0145423543218446,40.45544554455446
a93,63,66,2741,2922,1.29,0.63,0.66,0.6597938144329897,0.0168814753281184,44.27272727272727,0.0140484461691693,40.45544554455446
a92,64,66,2811,2971,1.3,0.64,0.66,0.6666666666666667,0.0166390246608827,45.01515151515152,0.0142087303120945,40.45544554455446
a95,71,63,3264,2825,1.34,0.71,0.63,0.7191011235955056,0.0184482250385152,44.84126984126984,0.0154749905891396,40.45544554455446
a94,66,64,2869,3002,1.3,0.66,0.64,0.6736842105263158,0.0150469614605561,46.90625,0.0146308092573272,40.45544554455446
a97,63,66,2677,2776,1.29,0.63,0.66,0.6597938144329897,0.0197723898824824,42.06060606060606,0.0140996040689328,40.45544554455446
a96,65,66,2873,2765,1.31,0.65,0.66,0.6736842105263158,0.0203913924688025,41.89393939393939,0.0143920608876205,40.45544554455446
a11,9,20,595,1317,0.29,0.09,0.2,0.4183006535947713,0.0002415793765403,65.85,0.0038968896708289,40.45544554455446
a99,68,59,3072,2588,1.27,0.68,0.59,0.6956521739130435,0.0173678891668234,43.86440677966102,0.0149870110594189,40.45544554455446
a10,12,20,803,1317,0.32,0.12,0.2,0.4324324324324324,0.0003405963676751,65.85,0.0044629034135988,40.45544554455446
a98,67,64,3003,2855,1.31,0.67,0.64,0.6881720430107527,0.0174457125602828,44.609375,0.0147461581798979,40.45544554455446
a13,7,20,461,1317,0.27,0.07,0.2,0.4155844155844155,0.0001959800037823,65.85,0.0034851042510072,40.45544554455446
a12,12,20,806,1317,0.32,0.12,0.2,0.4324324324324324,0.0003536047924506,65.85,0.0044821723203795,40.45544554455446
a15,11,20,745,1317,0.31,0.11,0.2,0.4295302013422819,0.0003298973352848,65.85,0.0043107181559835,40.45544554455446
a14,15,20,1008,1317,0.35,0.15,0.2,0.4413793103448276,0.0004458295349463,65.85,0.0050644314178377,40.45544554455446
a17,11,20,744,1317,0.31,0.11,0.2,0.4295302013422819,0.0003227196914877,65.85,0.0043095382563892,40.45544554455446
a16,10,20,669,1317,0.3,0.1,0.2,0.4266666666666667,0.0002539090844199,65.85,0.0040768306554984,40.45544554455446
a19,11,20,720,1317,0.31,0.11,0.2,0.4266666666666667,0.0003076025413895,65.85,0.0042221411772279,40.45544554455446
a18,7,20,468,1317,0.27,0.07,0.2,0.4155844155844155,0.00018873897065,65.85,0.0034941563294136,40.45544554455446
a20,11,0,733,0,0.11,0.11,0.0,0.4345033112582781,0.0,0.0,0.0042728233012716,40.45544554455446
a22,10,0,661,0,0.1,0.1,0.0,0.4316447368421053,0.0,0.0,0.0040625274707476,40.45544554455446
a21,8,0,537,0,0.08,0.08,0.0,0.4232903225806452,0.0,0.0,0.003705128268642,40.45544554455446
a24,11,0,740,0,0.11,0.11,0.0,0.4345033112582781,0.0,0.0,0.0043328905227043,40.45544554455446
a23,10,0,661,0,0.1,0.1,0.0,0.4316447368421053,0.0,0.0,0.0040402106806245,40.45544554455446
c,3,9,133,539,0.12,0.03,0.09,0.3809523809523809,2.810992160128041e-05,59.888888888888886,0.0028150826259799,40.45544554455446
a26,14,0,931,0,0.14,0.14,0.0,0.4433108108108108,0.0,0.0,0.0048336606010277,40.45544554455446
a25,8,0,535,0,0.08,0.08,0.0,0.426038961038961,0.0,0.0,0.0037249555841169,40.45544554455446
a28,8,0,533,0,0.08,0.08,0.0,0.426038961038961,0.0,0.0,0.0036767436019556,40.45544554455446
a27,14,0,931,0,0.14,0.14,0.0,0.4433108108108108,0.0,0.0,0.0048542523177002,40.45544554455446
a29,12,0,805,0,0.12,0.12,0.0,0.4374,0.0,0.0,0.0044922389820119,40.45544554455446
