argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank
a0,71,63,4829,4282,0.3884057971014493,0.20579710144927538,0.1826086956521739,0.5573505654281099,0.0021133546428304764,67.96825396825396,0.002922706801602647
a1,73,63,5039,4308,0.39420289855072466,0.21159420289855072,0.1826086956521739,0.5591572123176661,0.002228301187007991,68.38095238095238,0.0029970375940446183
a2,59,57,4067,3998,0.336231884057971,0.17101449275362318,0.16521739130434782,0.5467511885895404,0.0016651398588867989,70.14035087719299,0.00253156992884373
a3,60,62,4209,4336,0.3536231884057971,0.17391304347826086,0.17971014492753623,0.5476190476190477,0.001858615628896514,69.93548387096774,0.0026189052825424616
a4,64,63,4337,4252,0.3681159420289855,0.1855072463768116,0.1826086956521739,0.5511182108626198,0.0019678685056837056,67.4920634920635,0.0026959940266283824
a5,83,61,5721,4255,0.4173913043478261,0.24057971014492754,0.17681159420289855,0.5683690280065898,0.00250213465260775,69.75409836065573,0.003391482480850383
a6,67,59,4649,4075,0.3652173913043478,0.19420289855072465,0.17101449275362318,0.5537720706260032,0.0019154562674048962,69.0677966101695,0.002846195590835308
a7,73,79,5023,5435,0.4405797101449275,0.21159420289855072,0.2289855072463768,0.5591572123176661,0.002749722793172562,68.79746835443038,0.003011493331796596
a8,68,75,4617,5124,0.41449275362318844,0.19710144927536233,0.21739130434782608,0.5546623794212219,0.002431163328028321,68.32,0.0028036033208571716
a9,75,69,5122,4752,0.4173913043478261,0.21739130434782608,0.2,0.5609756097560976,0.002508322966192264,68.8695652173913,0.003074732073360858
a10,67,67,4660,4562,0.3884057971014493,0.19420289855072465,0.19420289855072465,0.5537720706260032,0.0022157442945125788,68.08955223880596,0.0028757050106618686
a11,60,73,4158,4943,0.3855072463768116,0.17391304347826086,0.21159420289855072,0.5476190476190477,0.002130667021553879,67.71232876712328,0.002579054507007981
a12,66,69,4619,4813,0.391304347826087,0.19130434782608696,0.2,0.5528846153846154,0.002238482286029432,69.7536231884058,0.0028398557699011316
a13,70,49,4789,3395,0.34492753623188405,0.2028985507246377,0.14202898550724638,0.5564516129032258,0.0016252284417432345,69.28571428571429,0.0029288189907801087
a14,83,79,5787,5274,0.46956521739130436,0.24057971014492754,0.2289855072463768,0.5683690280065898,0.0031685038228938082,66.75949367088607,0.0033971203171471705
a15,74,77,5206,5309,0.43768115942028984,0.2144927536231884,0.22318840579710145,0.560064935064935,0.0027875286407966606,68.94805194805195,0.003082185427248661
a16,82,68,5645,4658,0.43478260869565216,0.23768115942028986,0.19710144927536233,0.5674342105263158,0.002740815396315936,68.5,0.003325450749004543
a17,89,60,6059,4061,0.4318840579710145,0.2579710144927536,0.17391304347826086,0.5740432612312812,0.0025994689469642255,67.68333333333334,0.003537313421101835
a18,70,62,4700,4282,0.3826086956521739,0.2028985507246377,0.17971014492753623,0.5564516129032258,0.002038199817591334,69.06451612903226,0.002820130809067801
a19,67,71,4661,4798,0.4,0.19420289855072465,0.20579710144927538,0.5537720706260032,0.00223603206330811,67.5774647887324,0.0028262827036823032
a20,53,84,3611,5704,0.39710144927536234,0.1536231884057971,0.24347826086956523,0.5416012558869702,0.002107234242751971,67.9047619047619,0.0022541419462386164
a21,64,70,4401,4882,0.3884057971014493,0.1855072463768116,0.2028985507246377,0.5511182108626198,0.0022401905760758797,69.74285714285715,0.0027298368909459327
a22,76,59,5273,4163,0.391304347826087,0.22028985507246376,0.17101449275362318,0.5618892508143323,0.002241297250851707,70.55932203389831,0.003171386430598097
a23,81,68,5552,4476,0.4318840579710145,0.23478260869565218,0.19710144927536233,0.5665024630541872,0.002573169376865143,65.82352941176471,0.0032697624520448675
a24,77,70,5347,4825,0.4260869565217391,0.22318840579710145,0.2028985507246377,0.5628058727569332,0.0028093058667621796,68.92857142857143,0.0032375495301942277
a25,61,83,4197,5704,0.4173913043478261,0.17681159420289855,0.24057971014492754,0.548489666136725,0.0024813727363988134,68.72289156626506,0.0025892018997189965
a26,73,62,5139,4212,0.391304347826087,0.21159420289855072,0.17971014492753623,0.5591572123176661,0.00216619919045658,67.93548387096774,0.0030765857729189543
a27,65,78,4473,5429,0.41449275362318844,0.18840579710144928,0.22608695652173913,0.552,0.0024814931397788825,69.6025641025641,0.002695431026500103
a28,83,68,5675,4672,0.43768115942028984,0.24057971014492754,0.19710144927536233,0.5683690280065898,0.0028019379092394164,68.70588235294117,0.0033861717072500583
a29,72,66,5009,4575,0.4,0.20869565217391306,0.19130434782608696,0.558252427184466,0.002316390276322576,69.31818181818181,0.00301677977486906
a30,88,71,6085,4799,0.4608695652173913,0.25507246376811593,0.20579710144927538,0.5730897009966778,0.002984740529715906,67.59154929577464,0.0035355547367662546
