argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank
a0,79,121,7840,12073,0.8,0.316,0.484,0.5938242280285035,0.002309461568169474,99.77685950413223,0.00328949341148692
a1,99,103,9831,10211,0.808,0.396,0.41200000000000003,0.6234413965087282,0.002444479655406677,99.13592233009709,0.003921400719079804
a2,102,98,10044,9730,0.8,0.40800000000000003,0.392,0.628140703517588,0.0023770370090705362,99.28571428571429,0.0040051442997154005
a3,107,93,10646,9248,0.8,0.428,0.372,0.6361323155216285,0.00244841207605659,99.44086021505376,0.004246297657146569
a4,106,91,10443,8993,0.788,0.424,0.364,0.6345177664974619,0.0022437995656177435,98.82417582417582,0.00410203064789563
a5,112,97,11158,9658,0.836,0.448,0.388,0.6443298969072165,0.002651532951863751,99.56701030927834,0.0044104852511762955
a6,84,106,8391,10437,0.76,0.336,0.424,0.6009615384615384,0.002151855527941131,98.4622641509434,0.0034722504664748068
a7,100,87,9972,8592,0.748,0.4,0.34800000000000003,0.625,0.0020934415301128795,98.75862068965517,0.004014307904674701
a8,98,97,9737,9607,0.78,0.392,0.388,0.6218905472636815,0.0022927463287336068,99.04123711340206,0.0039132925049650095
a9,100,102,9869,10069,0.808,0.4,0.40800000000000003,0.625,0.0023943758711775197,98.7156862745098,0.0039442689798301536
a10,93,110,9226,10981,0.812,0.372,0.44,0.6142506142506142,0.0024812710449594135,99.82727272727273,0.003758765907857201
a11,107,97,10569,9576,0.8160000000000001,0.428,0.388,0.6361323155216285,0.002455031032642435,98.72164948453609,0.004179279787158813
a12,101,100,9878,9913,0.804,0.404,0.4,0.6265664160401002,0.0023858466466880027,99.13,0.003934100130528062
a13,84,112,8491,11276,0.784,0.336,0.448,0.6009615384615384,0.002383010655836951,100.67857142857143,0.0035400947475097626
a14,94,95,9411,9418,0.756,0.376,0.38,0.6157635467980296,0.0021675131970873692,99.13684210526316,0.0038193232857337625
a15,109,99,10820,9796,0.8320000000000001,0.436,0.396,0.639386189258312,0.0026014925403514797,98.94949494949495,0.004270709068400009
a16,100,102,9939,10107,0.808,0.4,0.40800000000000003,0.625,0.002446745089234006,99.08823529411765,0.003978408577964731
a17,111,85,10999,8527,0.784,0.444,0.34,0.6426735218508998,0.002335596784463838,100.31764705882352,0.004344105293465153
a18,105,93,10355,9179,0.792,0.42,0.372,0.6329113924050633,0.0023573560200698456,98.6989247311828,0.004132735934289694
a19,106,94,10517,9360,0.8,0.424,0.376,0.6345177664974619,0.002435563820370612,99.57446808510639,0.004189068286844806
a20,96,103,9646,10370,0.796,0.384,0.41200000000000003,0.6188118811881188,0.0024422693021166073,100.67961165048544,0.0038948412692297704
a21,81,119,8120,11833,0.8,0.324,0.47600000000000003,0.5966587112171837,0.0023788806579291876,99.43697478991596,0.003369806549588778
a22,111,91,11067,8907,0.808,0.444,0.364,0.6426735218508998,0.002356916395511629,97.87912087912088,0.004339002742193034
a23,89,98,8895,9764,0.748,0.356,0.392,0.6082725060827251,0.0021182503554332487,99.63265306122449,0.0036357859718616696
a24,94,107,9323,10639,0.804,0.376,0.428,0.6157635467980296,0.002429759073771086,99.42990654205607,0.003771331686691333
a25,107,103,10484,10190,0.84,0.428,0.41200000000000003,0.6361323155216285,0.0026052763177072257,98.93203883495146,0.0041398113354836775
a26,89,110,8834,10976,0.796,0.356,0.44,0.6082725060827251,0.0023705906835449074,99.78181818181818,0.0035977916932703794
a27,106,103,10575,10223,0.836,0.424,0.41200000000000003,0.6345177664974619,0.002703603822662481,99.25242718446601,0.004215918365496056
a28,93,107,9198,10685,0.8,0.372,0.428,0.6142506142506142,0.0024078514719552053,99.85981308411215,0.003736641846723642
a29,110,87,11011,8634,0.788,0.44,0.34800000000000003,0.6410256410256411,0.002311549616661092,99.24137931034483,0.004344174160855429
a30,98,104,9719,10370,0.808,0.392,0.41600000000000004,0.6218905472636815,0.0024911518134909773,99.71153846153847,0.003934973451116421
a31,94,101,9319,10105,0.78,0.376,0.404,0.6157635467980296,0.0022887614811981667,100.04950495049505,0.003760142227948925
a32,90,112,8961,11162,0.808,0.36,0.448,0.6097560975609756,0.0024374063265271335,99.66071428571429,0.003641111548707225
a33,107,96,10666,9563,0.812,0.428,0.384,0.6361323155216285,0.0024993290885697854,99.61458333333333,0.004246318475357199
a34,102,106,10090,10448,0.8320000000000001,0.40800000000000003,0.424,0.628140703517588,0.0025699831076950617,98.56603773584905,0.00400641015774023
a35,102,101,10210,10014,0.812,0.40800000000000003,0.404,0.628140703517588,0.0025110113528804823,99.14851485148515,0.00406844993226308
a36,101,91,10132,9055,0.768,0.404,0.364,0.6265664160401002,0.0022526804568028173,99.50549450549451,0.004060032043732609
a37,101,99,10071,9828,0.8,0.404,0.396,0.6265664160401002,0.0024189684414785808,99.27272727272727,0.004032296184501264
a38,98,102,9760,10165,0.8,0.392,0.40800000000000003,0.6218905472636815,0.0024707046451417558,99.65686274509804,0.003915792614644734
a39,101,91,10101,9057,0.768,0.404,0.364,0.6265664160401002,0.002200250659123313,99.52747252747253,0.004017690586017411
a40,107,104,10646,10241,0.844,0.428,0.41600000000000004,0.6361323155216285,0.0026975181960814196,98.47115384615384,0.004232225248063507
a41,103,88,10197,8721,0.764,0.41200000000000003,0.352,0.6297229219143576,0.002177293236731181,99.10227272727273,0.0040426365879385525
a42,76,114,7562,11373,0.76,0.304,0.456,0.589622641509434,0.0021459027841054163,99.76315789473684,0.003193254871328211
a43,89,112,8936,11110,0.804,0.356,0.448,0.6082725060827251,0.00244443366287211,99.19642857142857,0.003650078625369066
a44,112,88,11229,8709,0.8,0.448,0.352,0.6443298969072165,0.0024138185385869804,98.9659090909091,0.0044274811901666745
