argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,1,1,2,3,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.1686656671664168,0.1106719367588932,3.0,0.0125980645723306,2.1666666666666665
a1,4,3,8,8,0.3043478260869565,0.1739130434782608,0.1304347826086956,0.1658069270449521,0.1156126482213438,2.6666666666666665,0.040222477477006,2.1666666666666665
a2,0,4,0,9,0.1739130434782608,0.0,0.1739130434782608,0.0,0.0,2.25,0.0085669424885444,2.1666666666666665
a3,2,4,4,3,0.2608695652173913,0.0869565217391304,0.1739130434782608,0.1956521739130435,0.1511857707509881,0.75,0.0189699853574844,2.1666666666666665
a4,2,4,6,9,0.2608695652173913,0.0869565217391304,0.1739130434782608,0.1377832210655235,0.1057312252964426,2.25,0.029221422032049,2.1666666666666665
a5,2,3,3,6,0.217391304347826,0.0869565217391304,0.1304347826086956,0.17162471395881,0.142292490118577,2.0,0.0244636524477566,2.1666666666666665
a6,3,2,3,3,0.217391304347826,0.1304347826086956,0.0869565217391304,0.1778656126482213,0.1027667984189723,1.5,0.0217099744812877,2.1666666666666665
a7,2,1,5,0,0.1304347826086956,0.0869565217391304,0.0434782608695652,0.2271517302573203,0.0148221343873517,0.0,0.0273255276561336,2.1666666666666665
a8,3,0,5,0,0.1304347826086956,0.1304347826086956,0.0,0.2588473205257836,0.0,0.0,0.0235808189959635,2.1666666666666665
a9,1,3,2,3,0.1739130434782608,0.0434782608695652,0.1304347826086956,0.1528532608695652,0.025691699604743,1.0,0.0154983109251127,2.1666666666666665
a10,5,1,12,1,0.2608695652173913,0.217391304347826,0.0434782608695652,0.3952569169960474,0.0276679841897233,1.0,0.2817128938389123,2.1666666666666665
a11,3,1,7,1,0.1739130434782608,0.1304347826086956,0.0434782608695652,0.2782608695652174,0.0138339920948616,1.0,0.0287561724863564,2.1666666666666665
a12,3,1,7,1,0.1739130434782608,0.1304347826086956,0.0434782608695652,0.3162055335968379,0.0049407114624505,1.0,0.2542471077618066,2.1666666666666665
a13,2,3,2,5,0.217391304347826,0.0869565217391304,0.1304347826086956,0.1207729468599033,0.0721343873517786,1.6666666666666667,0.0148005534569961,2.1666666666666665
a14,4,0,6,0,0.1739130434782608,0.1739130434782608,0.0,0.3141304347826086,0.0,0.0,0.0418387300009168,2.1666666666666665
a15,2,2,5,3,0.1739130434782608,0.0869565217391304,0.0869565217391304,0.2126654064272211,0.1116600790513833,1.5,0.0240032345812817,2.1666666666666665
a16,2,2,4,7,0.1739130434782608,0.0869565217391304,0.0869565217391304,0.1377832210655235,0.0059288537549407,3.5,0.0217837872190129,2.1666666666666665
a17,4,2,6,4,0.2608695652173913,0.1739130434782608,0.0869565217391304,0.1956521739130435,0.1166007905138339,2.0,0.0338056377486774,2.1666666666666665
a18,0,4,0,9,0.1739130434782608,0.0,0.1739130434782608,0.0,0.0,2.25,0.0085669424885444,2.1666666666666665
a19,1,1,0,1,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0019762845849802,1.0,0.0103874178047882,2.1666666666666665
a20,2,2,0,6,0.1739130434782608,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0247035573122529,3.0,0.012207893121032,2.1666666666666665
a21,2,1,3,1,0.1304347826086956,0.0869565217391304,0.0434782608695652,0.1420289855072463,0.0069169960474308,1.0,0.0215897380696824,2.1666666666666665
a22,2,3,2,4,0.217391304347826,0.0869565217391304,0.1304347826086956,0.1159420289855072,0.0523715415019762,1.3333333333333333,0.0155757724997786,2.1666666666666665
a23,0,4,0,5,0.1739130434782608,0.0,0.1739130434782608,0.0,0.0,1.25,0.0085669424885444,2.1666666666666665
