argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank
a0,6,2,26,6,0.0243161094224924,0.0182370820668693,0.0060790273556231,0.2579461571862788,0.008954740024751804,3.0,0.005464136683696654
a1,3,2,12,6,0.015197568389057751,0.00911854103343465,0.0060790273556231,0.22139792783018478,0.0029563957545080226,3.0,0.00249824732587901
a2,5,4,25,13,0.02735562310030395,0.015197568389057751,0.0121580547112462,0.25431311271886636,0.015980712480418054,3.25,0.006083867180595692
a3,3,5,11,12,0.0243161094224924,0.00911854103343465,0.015197568389057751,0.22261106716076112,0.0071501809202148756,2.4,0.0027876463788142295
a4,5,2,16,4,0.02127659574468085,0.015197568389057751,0.0060790273556231,0.2287207305100009,0.003430738498194061,2.0,0.0033939206378563597
a5,1,6,3,22,0.02127659574468085,0.00303951367781155,0.0182370820668693,0.182079640366785,0.0032723351089880156,3.6666666666666665,0.0008638150035046159
a6,4,5,13,16,0.02735562310030395,0.0121580547112462,0.015197568389057751,0.22823887503842083,0.009972664412686717,3.2,0.002503502060918555
a7,3,4,9,16,0.02127659574468085,0.00911854103343465,0.0121580547112462,0.2182754587338558,0.008413731677472185,4.0,0.0033119399362268017
a8,5,6,17,26,0.03343465045592705,0.015197568389057751,0.0182370820668693,0.24074974670719354,0.022753847140245545,4.333333333333333,0.0031985411470461756
a9,4,5,14,17,0.02735562310030395,0.0121580547112462,0.015197568389057751,0.23066867143698458,0.01239593352083007,3.4,0.002836491718717019
a10,3,3,11,13,0.0182370820668693,0.00911854103343465,0.00911854103343465,0.21783656706079843,0.005121512601518102,4.333333333333333,0.002069733328856162
a11,4,6,18,20,0.030395136778115502,0.0121580547112462,0.0182370820668693,0.23758198688209886,0.019120345901749547,3.3333333333333335,0.0033445475585862586
a12,6,3,23,15,0.02735562310030395,0.0182370820668693,0.00911854103343465,0.24218491658324237,0.013083671230210965,5.0,0.004088242075039589
a13,3,5,14,20,0.0243161094224924,0.00911854103343465,0.015197568389057751,0.22337605364584967,0.00836368297067503,4.0,0.0023700341655393626
a14,4,3,19,14,0.02127659574468085,0.0121580547112462,0.00911854103343465,0.24200458529762564,0.009145247364021893,4.666666666666667,0.002768923113042472
a15,4,5,12,25,0.02735562310030395,0.0121580547112462,0.015197568389057751,0.2232226360265874,0.016157208078747105,5.0,0.002636427626783792
a16,4,4,20,12,0.0243161094224924,0.0121580547112462,0.0121580547112462,0.24327257339424496,0.012470583228950182,3.0,0.002759093259697306
a17,5,6,19,26,0.03343465045592705,0.015197568389057751,0.0182370820668693,0.24696972496558608,0.01749438513953979,4.333333333333333,0.0032199226118657526
