argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,131,135,17503,18103,0.7940298507462686,0.3910447761194029,0.4029850746268656,0.62152133580705,0.0017898455055265,134.0962962962963,0.0029187744993785,134.02380952380952
a1,131,142,17678,19155,0.8149253731343283,0.3910447761194029,0.4238805970149253,0.62152133580705,0.0019193349831455,134.8943661971831,0.0029607120243069,134.02380952380952
a2,137,132,18462,17701,0.8029850746268656,0.408955223880597,0.3940298507462687,0.6285178236397748,0.0018498889177899,134.09848484848484,0.0030725253328263,134.02380952380952
a3,138,128,18372,17100,0.7940298507462686,0.4119402985074626,0.382089552238806,0.6296992481203008,0.0017524876878098,133.59375,0.003047378747825,134.02380952380952
a4,127,143,17019,19231,0.8059701492537313,0.3791044776119403,0.426865671641791,0.6169429097605893,0.0018545215133123,134.4825174825175,0.002873383615618,134.02380952380952
a5,143,114,19163,15183,0.7671641791044777,0.426865671641791,0.3402985074626866,0.635673624288425,0.0016283056503126,133.18421052631578,0.0031511932202101,134.02380952380952
a6,149,127,19670,16809,0.8238805970149253,0.444776119402985,0.3791044776119403,0.6429942418426103,0.0018292343086328,132.35433070866142,0.0031979222962495,134.02380952380952
a7,140,122,18665,16296,0.7820895522388059,0.417910447761194,0.3641791044776119,0.6320754716981132,0.0016819720187522,133.5737704918033,0.0030802839874683,134.02380952380952
a8,142,137,19024,18323,0.8328358208955224,0.4238805970149253,0.408955223880597,0.634469696969697,0.0019484991460324,133.74452554744525,0.0031423151309071,134.02380952380952
a9,118,135,15875,18093,0.755223880597015,0.3522388059701493,0.4029850746268656,0.6068840579710145,0.0016198732056401,134.0222222222222,0.0026891683262974,134.02380952380952
a10,135,126,17916,16907,0.7791044776119403,0.4029850746268656,0.3761194029850746,0.6261682242990654,0.0016767957038069,134.18253968253967,0.0029782709717979,134.02380952380952
a11,116,138,15325,18521,0.7582089552238807,0.3462686567164179,0.4119402985074626,0.6046931407942239,0.0015768119152034,134.21014492753622,0.0026035483790838,134.02380952380952
a12,122,150,16357,20073,0.8119402985074627,0.3641791044776119,0.4477611940298507,0.6113138686131386,0.0018381824730682,133.82,0.002756823516815,134.02380952380952
a13,128,130,17157,17443,0.7701492537313432,0.382089552238806,0.3880597014925373,0.6180811808118081,0.0017016153195691,134.1769230769231,0.0028775791385238,134.02380952380952
a14,137,136,18355,18218,0.8149253731343283,0.408955223880597,0.4059701492537313,0.6285178236397748,0.0018743417506434,133.9558823529412,0.0030412095268352,134.02380952380952
a15,127,135,16834,18072,0.7820895522388059,0.3791044776119403,0.4029850746268656,0.6169429097605893,0.001690739999922,133.86666666666667,0.002811910323388,134.02380952380952
a16,131,141,17564,18891,0.8119402985074627,0.3910447761194029,0.4208955223880597,0.62152133580705,0.0018693848352543,133.9787234042553,0.0029324577052446,134.02380952380952
a17,143,126,19116,16790,0.8029850746268656,0.426865671641791,0.3761194029850746,0.635673624288425,0.0018124415642392,133.25396825396825,0.0031445157586371,134.02380952380952
a18,135,138,18101,18405,0.8149253731343283,0.4029850746268656,0.4119402985074626,0.6261682242990654,0.0018745469684918,133.3695652173913,0.0030096765103754,134.02380952380952
a19,113,148,15049,19789,0.7791044776119403,0.3373134328358209,0.4417910447761194,0.6014362657091562,0.0016721397744716,133.70945945945945,0.0025672879752532,134.02380952380952
a20,134,116,17965,15486,0.746268656716418,0.4,0.3462686567164179,0.625,0.0015675348679798,133.5,0.0029855051576274,134.02380952380952
a21,131,134,17505,17955,0.791044776119403,0.3910447761194029,0.4,0.62152133580705,0.0017458363743654,133.99253731343285,0.0029077308157476,134.02380952380952
a22,106,154,14107,20535,0.7761194029850746,0.3164179104477612,0.4597014925373134,0.5939716312056738,0.0016322763123578,133.34415584415584,0.0024459211642552,134.02380952380952
a23,125,138,16721,18539,0.7850746268656716,0.373134328358209,0.4119402985074626,0.6146788990825688,0.0017452643070758,134.34057971014494,0.002807615633514,134.02380952380952
a24,152,122,20231,16302,0.817910447761194,0.4537313432835821,0.3641791044776119,0.6467181467181468,0.0018423425511057,133.62295081967213,0.0033050647412336,134.02380952380952
a25,135,135,18039,18139,0.8059701492537313,0.4029850746268656,0.4029850746268656,0.6261682242990654,0.0018357506038677,134.36296296296297,0.003001077066379,134.02380952380952
a26,147,125,19713,16721,0.8119402985074627,0.4388059701492537,0.373134328358209,0.6405353728489483,0.0018567894853858,133.768,0.0032262657910193,134.02380952380952
a27,124,136,16558,18108,0.7761194029850746,0.3701492537313433,0.4059701492537313,0.6135531135531136,0.0016936808707415,133.14705882352942,0.0027851045152572,134.02380952380952
a28,131,145,17444,19389,0.8238805970149253,0.3910447761194029,0.4328358208955224,0.62152133580705,0.0018992046319182,133.71724137931034,0.0029142630380338,134.02380952380952
a29,129,141,17246,18896,0.8059701492537313,0.3850746268656716,0.4208955223880597,0.6192236598890942,0.0018350466546173,134.01418439716312,0.0028842232743545,134.02380952380952
a30,122,148,16252,19797,0.8059701492537313,0.3641791044776119,0.4417910447761194,0.6113138686131386,0.001800648250136,133.76351351351352,0.0027512223045674,134.02380952380952
a31,136,135,18239,18055,0.808955223880597,0.4059701492537313,0.4029850746268656,0.6273408239700374,0.001846479455495,133.74074074074073,0.0030296814027289,134.02380952380952
a32,131,144,17400,19219,0.8208955223880597,0.3910447761194029,0.4298507462686567,0.62152133580705,0.0018722579861529,133.46527777777777,0.0028996440081292,134.02380952380952
a33,131,135,17486,17975,0.7940298507462686,0.3910447761194029,0.4029850746268656,0.62152133580705,0.0017574091906207,133.14814814814815,0.0029145355101687,134.02380952380952
a34,120,145,16059,19361,0.791044776119403,0.3582089552238806,0.4328358208955224,0.6090909090909091,0.001761161672905,133.5241379310345,0.0027239633490985,134.02380952380952
a35,125,151,16545,20078,0.8238805970149253,0.373134328358209,0.4507462686567164,0.6146788990825688,0.0018693514886138,132.96688741721854,0.002786069727198,134.02380952380952
a36,140,139,18773,18603,0.8328358208955224,0.417910447761194,0.4149253731343283,0.6320754716981132,0.0019744119104055,133.83453237410072,0.0031008392254065,134.02380952380952
a37,136,143,18205,19189,0.8328358208955224,0.4059701492537313,0.426865671641791,0.6273408239700374,0.0019804214955029,134.1888111888112,0.0030361579177875,134.02380952380952
a38,128,140,17211,18596,0.8,0.382089552238806,0.417910447761194,0.6180811808118081,0.0018073730159237,132.82857142857142,0.0028893166179621,134.02380952380952
a39,154,124,20523,16562,0.8298507462686567,0.4597014925373134,0.3701492537313433,0.6492248062015504,0.0019068407786593,133.56451612903226,0.0033417741638722,134.02380952380952
a40,130,128,17516,17250,0.7701492537313432,0.3880597014925373,0.382089552238806,0.6203703703703703,0.001716043588169,134.765625,0.0029440392371239,134.02380952380952
a41,151,119,20269,16052,0.8059701492537313,0.4507462686567164,0.3552238805970149,0.6454720616570327,0.0018591712235677,134.890756302521,0.0033181544017311,134.02380952380952
