argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,5,6,5,4,0.1692307692307692,0.0769230769230769,0.0923076923076923,0.0791208791208791,0.0076923076923076,0.6666666666666666,0.0234697180291008,1.7878787878787878
a1,1,3,0,14,0.0615384615384615,0.0153846153846153,0.0461538461538461,0.0153846153846153,0.0129807692307692,4.666666666666667,0.0045704184502607,1.7878787878787878
a2,10,8,26,23,0.2769230769230769,0.1538461538461538,0.123076923076923,0.2716180371352785,0.2305288461538461,2.875,0.0721342185547114,1.7878787878787878
a3,1,1,5,6,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.0461538461538461,0.0,6.0,0.005795373409455,1.7878787878787878
a4,1,1,10,8,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.177009507346586,0.0,8.0,0.0101344517002185,1.7878787878787878
a5,0,1,0,3,0.0153846153846153,0.0,0.0153846153846153,0.0,0.0,3.0,0.0024704964538465,1.7878787878787878
a6,3,3,13,11,0.0923076923076923,0.0461538461538461,0.0461538461538461,0.189805375347544,0.0521634615384615,3.6666666666666665,0.0267684884110333,1.7878787878787878
a7,11,11,22,28,0.3384615384615385,0.1692307692307692,0.1692307692307692,0.25006105006105,0.278125,2.5454545454545454,0.0786765125094595,1.7878787878787878
a8,11,9,27,14,0.3076923076923077,0.1692307692307692,0.1384615384615384,0.3520043336944745,0.2336538461538461,1.5555555555555556,0.1005788909701248,1.7878787878787878
a9,1,1,11,9,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.2524475524475524,0.0,9.0,0.011970421528,1.7878787878787878
a10,2,2,11,9,0.0615384615384615,0.0307692307692307,0.0307692307692307,0.181078691423519,0.0180288461538461,4.5,0.0191536236475186,1.7878787878787878
a11,3,2,11,9,0.0769230769230769,0.0461538461538461,0.0307692307692307,0.1853393665158371,0.0286057692307692,4.5,0.0224411728073756,1.7878787878787878
a12,2,2,12,10,0.0615384615384615,0.0307692307692307,0.0307692307692307,0.2550235478806907,0.0177884615384615,5.0,0.0220280632070515,1.7878787878787878
a13,2,2,11,9,0.0615384615384615,0.0307692307692307,0.0307692307692307,0.181078691423519,0.0180288461538461,4.5,0.0191536236475186,1.7878787878787878
a14,1,1,11,11,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.1675941080196399,0.0,11.0,0.0085502908485633,1.7878787878787878
a15,2,2,12,12,0.0615384615384615,0.0307692307692307,0.0307692307692307,0.1712374581939799,0.0180288461538461,6.0,0.0166736517301335,1.7878787878787878
a16,1,1,5,6,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.0461538461538461,0.0,6.0,0.005795373409455,1.7878787878787878
a17,5,5,19,17,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.2776923076923077,0.1375,3.4,0.044475215028802,1.7878787878787878
a18,1,1,5,5,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.2117992177314211,0.0,5.0,0.0100303071166811,1.7878787878787878
a19,1,1,3,2,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.1358090185676392,0.0,2.0,0.0120083767613493,1.7878787878787878
a20,1,0,1,0,0.0153846153846153,0.0153846153846153,0.0,0.0205128205128205,0.0,0.0,0.0037654483518999,1.7878787878787878
a21,0,1,0,11,0.0153846153846153,0.0,0.0153846153846153,0.0,0.0,11.0,0.0024704964538465,1.7878787878787878
a22,2,3,4,13,0.0769230769230769,0.0307692307692307,0.0461538461538461,0.041025641025641,0.0211538461538461,4.333333333333333,0.0137287785157718,1.7878787878787878
a23,3,2,12,12,0.0769230769230769,0.0461538461538461,0.0307692307692307,0.175042735042735,0.0286057692307692,6.0,0.0199612008899905,1.7878787878787878
a24,1,1,2,2,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.1335071707953063,0.0,2.0,0.0106111683694618,1.7878787878787878
a25,1,1,3,3,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.138191632928475,0.0,3.0,0.0100552963108457,1.7878787878787878
a26,1,1,11,11,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.1675941080196399,0.0,11.0,0.0085502908485633,1.7878787878787878
a27,2,2,6,6,0.0615384615384615,0.0307692307692307,0.0307692307692307,0.2136094674556213,0.0177884615384615,3.0,0.0189902100237555,1.7878787878787878
a28,1,1,11,9,0.0307692307692307,0.0153846153846153,0.0153846153846153,0.2524475524475524,0.0,9.0,0.011970421528,1.7878787878787878
