argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a77,44,40,975,949,0.84,0.44,0.4,0.5104166666666666,0.0127888589606703,23.725,0.0141380006682266,24.702970297029704
a76,45,42,1088,940,0.87,0.45,0.42,0.5157894736842105,0.0139705422518446,22.38095238095238,0.0145934720541876,24.702970297029704
a79,47,52,1035,1075,0.99,0.47,0.52,0.5268817204301075,0.017466011300731,20.673076923076923,0.0147343462778936,24.702970297029704
a78,44,47,918,1185,0.91,0.44,0.47,0.5104166666666666,0.0136980903685245,25.21276595744681,0.0140036884721991,24.702970297029704
a80,44,44,930,986,0.88,0.44,0.44,0.5104166666666666,0.0137113502170062,22.40909090909091,0.0139511991809873,24.702970297029704
a82,40,37,1043,959,0.77,0.4,0.37,0.4899999999999999,0.0082756496918653,25.91891891891892,0.0136024448651995,24.702970297029704
a81,43,54,873,1220,0.97,0.43,0.54,0.5051546391752577,0.0158376265287868,22.59259259259259,0.0137209817926377,24.702970297029704
a84,46,37,1077,739,0.8300000000000001,0.46,0.37,0.5212765957446808,0.0119464535734216,19.97297297297297,0.0145638101843537,24.702970297029704
a83,42,46,877,1090,0.88,0.42,0.46,0.5,0.0121077396459685,23.695652173913043,0.0133720679456879,24.702970297029704
a86,43,46,1081,1081,0.89,0.43,0.46,0.5,0.0117178183294195,23.5,0.0140151752669323,24.702970297029704
a85,50,43,1118,1173,0.93,0.5,0.43,0.5444444444444444,0.0164395266784854,27.27906976744186,0.0156985160552798,24.702970297029704
a88,43,44,910,1052,0.87,0.43,0.44,0.5051546391752577,0.0141402926697176,23.90909090909091,0.0139820599340863,24.702970297029704
a87,52,49,1360,1115,1.01,0.52,0.49,0.550561797752809,0.0188679817017237,22.755102040816325,0.0161881783800838,24.702970297029704
a89,54,51,1300,1206,1.05,0.54,0.51,0.5697674418604651,0.0202922256192222,23.647058823529413,0.0165872466662753,24.702970297029704
a91,45,38,969,977,0.8300000000000001,0.45,0.38,0.5157894736842105,0.0120641639321935,25.710526315789476,0.0144837168535907,24.702970297029704
a90,44,50,915,1062,0.94,0.44,0.5,0.5051546391752577,0.0141633346579404,21.24,0.0138630200808106,24.702970297029704
a93,42,39,968,849,0.81,0.42,0.39,0.5,0.0121339844776626,21.76923076923077,0.0135545981700566,24.702970297029704
a92,45,40,1041,783,0.85,0.45,0.4,0.5157894736842105,0.0129561520035455,19.575,0.0141212934867222,24.702970297029704
a95,43,44,916,945,0.87,0.43,0.44,0.5051546391752577,0.0144421847459346,21.477272727272727,0.0137957055656451,24.702970297029704
a94,44,43,978,938,0.87,0.44,0.43,0.5104166666666666,0.0121239507190818,21.813953488372093,0.0138676245451849,24.702970297029704
a97,45,33,1031,805,0.78,0.45,0.33,0.5157894736842105,0.0085512622302681,24.393939393939394,0.0143773802879438,24.702970297029704
a96,42,41,845,863,0.8300000000000001,0.42,0.41,0.5,0.0138048278632665,21.04878048780488,0.0133674829290028,24.702970297029704
a11,11,24,506,1068,0.35,0.11,0.24,0.3769230769230768,0.0009861670813013,44.5,0.0065820366020301,24.702970297029704
a99,43,46,970,1054,0.89,0.43,0.46,0.5051546391752577,0.0140810153968829,22.91304347826087,0.0139109889518095,24.702970297029704
a10,9,24,408,1035,0.33,0.09,0.24,0.3656716417910447,0.0008269480888367,43.125,0.0059871962709062,24.702970297029704
a98,42,41,998,1004,0.8300000000000001,0.42,0.41,0.5,0.011893081142959,24.48780487804878,0.0136260724094589,24.702970297029704
a13,10,29,457,1267,0.39,0.1,0.29,0.3769230769230768,0.001013510779826,43.689655172413794,0.00617299744819,24.702970297029704
a12,10,25,447,1092,0.35,0.1,0.25,0.3740458015267175,0.0009479231037733,43.68,0.0062770840147124,24.702970297029704
a15,10,29,470,1271,0.39,0.1,0.29,0.3740458015267175,0.0010312055833741,43.82758620689656,0.0063066786267126,24.702970297029704
a14,14,28,648,1210,0.42,0.14,0.28,0.3888888888888889,0.0013475276856066,43.21428571428572,0.0074540398333826,24.702970297029704
a17,10,28,456,1231,0.38,0.1,0.28,0.3740458015267175,0.0009847559264899,43.96428571428572,0.0062428145130406,24.702970297029704
a16,9,24,417,1055,0.33,0.09,0.24,0.3712121212121211,0.0006539165932296,43.958333333333336,0.0058378031156177,24.702970297029704
a19,7,26,318,1154,0.33,0.07,0.26,0.3629629629629629,0.0005503338800367,44.38461538461539,0.0052957598677216,24.702970297029704
a18,13,24,602,1057,0.37,0.13,0.24,0.3828125,0.0011972936516129,44.04166666666666,0.0073197943209444,24.702970297029704
a20,6,25,270,1108,0.31,0.06,0.25,0.3602941176470587,0.000556915408793,44.32,0.005131795961048,24.702970297029704
a22,9,29,401,1262,0.38,0.09,0.29,0.3684210526315789,0.0008268565392493,43.51724137931034,0.0057698211526353,24.702970297029704
a21,13,29,582,1265,0.42,0.13,0.29,0.37984496124031,0.0012606650173076,43.62068965517241,0.0069932726171358,24.702970297029704
a24,8,23,355,1015,0.31,0.08,0.23,0.3602941176470587,0.0006154260388755,44.130434782608695,0.0056502771297312,24.702970297029704
a23,8,26,356,1122,0.34,0.08,0.26,0.3712121212121211,0.0008101428369061,43.15384615384615,0.0057598116241835,24.702970297029704
c,9,13,360,503,0.22,0.09,0.13,0.3684210526315789,0.0003835774442337,38.69230769230769,0.0060303166066198,24.702970297029704
a26,11,26,487,1143,0.37,0.11,0.26,0.37984496124031,0.000887820774008,43.96153846153846,0.006420331829947,24.702970297029704
a25,7,24,311,1037,0.31,0.07,0.24,0.3525179856115107,0.0006658487784058,43.208333333333336,0.0054092933637209,24.702970297029704
a28,9,22,410,958,0.31,0.09,0.22,0.3740458015267175,0.0008084667525068,43.54545454545455,0.006063683304717,24.702970297029704
a27,6,27,261,1188,0.33,0.06,0.27,0.3602941176470587,0.0005940398530316,44.0,0.0050999788968038,24.702970297029704
a29,13,26,578,1136,0.39,0.13,0.26,0.3828125,0.0012541368388187,43.69230769230769,0.0070964361884046,24.702970297029704
a31,14,0,618,0,0.14,0.14,0.0,0.393828125,0.0,0.0,0.0074493320068606,24.702970297029704
a30,15,0,673,0,0.15,0.15,0.0,0.3969291338582677,0.0,0.0,0.0074837066985583,24.702970297029704
a33,17,0,766,0,0.17,0.17,0.0,0.4032799999999999,0.0,0.0,0.0081637358546735,24.702970297029704
a32,12,0,540,0,0.12,0.12,0.0,0.3877692307692307,0.0,0.0,0.0067072494995069,24.702970297029704
a35,17,0,763,0,0.17,0.17,0.0,0.4032799999999999,0.0,0.0,0.008123241609767,24.702970297029704
a34,13,0,577,0,0.13,0.13,0.0,0.3907751937984496,0.0,0.0,0.0069938014176537,24.702970297029704
a37,14,0,636,0,0.14,0.14,0.0,0.3907751937984496,0.0,0.0,0.0074630507983828,24.702970297029704
a36,16,0,723,0,0.16,0.16,0.0,0.400079365079365,0.0,0.0,0.007930430833348,24.702970297029704
a39,14,0,633,0,0.14,0.14,0.0,0.393828125,0.0,0.0,0.0073349350063822,24.702970297029704
a38,15,0,690,0,0.15,0.15,0.0,0.3969291338582677,0.0,0.0,0.0077232112460903,24.702970297029704
a40,16,0,722,0,0.16,0.16,0.0,0.400079365079365,0.0,0.0,0.0080306324456649,24.702970297029704
a42,12,0,530,0,0.12,0.12,0.0,0.3877692307692307,0.0,0.0,0.0068265504745234,24.702970297029704
a41,16,0,706,0,0.16,0.16,0.0,0.400079365079365,0.0,0.0,0.0077405326438924,24.702970297029704
a44,15,0,685,0,0.15,0.15,0.0,0.3969291338582677,0.0,0.0,0.0076605632230877,24.702970297029704
a43,20,0,890,0,0.2,0.2,0.0,0.4131967213114754,0.0,0.0,0.0089709707825757,24.702970297029704
a46,16,0,715,0,0.16,0.16,0.0,0.400079365079365,0.0,0.0,0.0080334595663433,24.702970297029704
a45,13,0,585,0,0.13,0.13,0.0,0.3907751937984496,0.0,0.0,0.0069800719465845,24.702970297029704
a48,15,0,680,0,0.15,0.15,0.0,0.393828125,0.0,0.0,0.0075707824122592,24.702970297029704
a47,15,0,661,0,0.15,0.15,0.0,0.3969291338582677,0.0,0.0,0.0076794891168921,24.702970297029704
a49,18,0,827,0,0.18,0.18,0.0,0.4065322580645161,0.0,0.0,0.0084534839298405,24.702970297029704
a51,14,0,625,0,0.14,0.14,0.0,0.393828125,0.0,0.0,0.0073188893511728,24.702970297029704
a50,16,0,721,0,0.16,0.16,0.0,0.400079365079365,0.0,0.0,0.007904763855618,24.702970297029704
a53,14,0,626,0,0.14,0.14,0.0,0.393828125,0.0,0.0,0.0072869298566037,24.702970297029704
a52,18,0,810,0,0.18,0.18,0.0,0.4065322580645161,0.0,0.0,0.0084234162738178,24.702970297029704
a55,19,0,860,0,0.19,0.19,0.0,0.4098373983739837,0.0,0.0,0.0087101009309663,24.702970297029704
a54,13,0,602,0,0.13,0.13,0.0,0.3907751937984496,0.0,0.0,0.0070933718570333,24.702970297029704
a57,13,0,586,0,0.13,0.13,0.0,0.3877692307692307,0.0,0.0,0.0072496883675757,24.702970297029704
a56,17,0,766,0,0.17,0.17,0.0,0.4032799999999999,0.0,0.0,0.0081858446103693,24.702970297029704
a59,16,0,733,0,0.16,0.16,0.0,0.400079365079365,0.0,0.0,0.0078877447265359,24.702970297029704
a58,18,0,801,0,0.18,0.18,0.0,0.4065322580645161,0.0,0.0,0.0084246316979053,24.702970297029704
a60,33,39,1424,1659,0.72,0.33,0.39,0.4579439252336448,0.0025943736065862,42.53846153846154,0.0129947288019979,24.702970297029704
a62,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a61,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a64,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a63,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a66,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a65,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a68,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a67,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a69,39,39,1696,1659,0.78,0.39,0.39,0.4851485148514851,0.0033694562195813,42.53846153846154,0.014819754728639,24.702970297029704
a0,13,27,588,1186,0.4,0.13,0.27,0.3828125,0.0012387538449975,43.92592592592592,0.0071016646750619,24.702970297029704
a1,8,27,353,1173,0.35,0.08,0.27,0.3656716417910447,0.0007066495402036,43.44444444444444,0.0055556176226293,24.702970297029704
a2,9,25,420,1082,0.34,0.09,0.25,0.3740458015267175,0.0008174494846516,43.28,0.0061156706307723,24.702970297029704
a3,10,24,453,1064,0.34,0.1,0.24,0.3769230769230768,0.000831056147071,44.333333333333336,0.0061945247265596,24.702970297029704
a4,7,26,317,1139,0.33,0.07,0.26,0.3656716417910447,0.0006272392214103,43.80769230769231,0.0053738385136768,24.702970297029704
a5,6,28,269,1223,0.34,0.06,0.28,0.3550724637681159,0.0006043547700401,43.67857142857143,0.0050988630084371,24.702970297029704
a6,13,25,572,1100,0.38,0.13,0.25,0.37984496124031,0.0013463987812414,44.0,0.0072811700614088,24.702970297029704
a7,14,26,648,1137,0.4,0.14,0.26,0.3858267716535433,0.0013623912989652,43.73076923076923,0.0074383120739383,24.702970297029704
a8,8,29,371,1261,0.37,0.08,0.29,0.3684210526315789,0.0008719904738239,43.48275862068966,0.0056674155083608,24.702970297029704
a9,9,29,426,1259,0.38,0.09,0.29,0.3740458015267175,0.0009688245399519,43.41379310344828,0.006024284178141,24.702970297029704
a71,48,41,1186,789,0.89,0.48,0.41,0.532608695652174,0.0140400493549952,19.24390243902439,0.0153016062876855,24.702970297029704
a70,41,52,963,1352,0.93,0.41,0.52,0.4899999999999999,0.0119909415854156,26.0,0.0132510294850229,24.702970297029704
a73,48,43,1106,1079,0.91,0.48,0.43,0.5268817204301075,0.0136917324362617,25.093023255813957,0.0151558506251934,24.702970297029704
