argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,1,1,10,8,0.04,0.02,0.02,0.1408695652173913,0.0,8.0,0.0144002228443579,1.588235294117647
a1,10,8,11,20,0.36,0.2,0.16,0.2234482758620689,0.2379591836734694,2.5,0.0953451075139033,1.588235294117647
a2,13,12,23,16,0.5,0.26,0.24,0.3550684931506849,0.3302040816326531,1.3333333333333333,0.1244264599475874,1.588235294117647
a3,2,3,11,9,0.1,0.04,0.06,0.1472727272727272,0.026938775510204,3.0,0.0237491875908607,1.588235294117647
a4,1,0,10,0,0.02,0.02,0.0,0.1504166666666666,0.0,0.0,0.0144002228443579,1.588235294117647
a5,2,2,3,11,0.08,0.04,0.04,0.0533333333333333,0.056734693877551,5.5,0.0145018714067272,1.588235294117647
a6,1,1,13,12,0.04,0.02,0.02,0.24,0.0,12.0,0.0130833953404655,1.588235294117647
a7,1,2,2,14,0.06,0.02,0.04,0.03,0.0293877551020408,7.0,0.0132518159637984,1.588235294117647
a8,2,3,14,13,0.1,0.04,0.06,0.2445283018867924,0.0375510204081632,4.333333333333333,0.0220146509598611,1.588235294117647
a9,3,2,17,6,0.1,0.06,0.04,0.2898275862068965,0.1114285714285714,3.0,0.0335887065994183,1.588235294117647
a10,3,3,3,3,0.12,0.06,0.06,0.064,0.0314285714285714,1.0,0.0233040732812199,1.588235294117647
a11,2,2,4,3,0.08,0.04,0.04,0.2183116883116883,0.0187755102040816,1.5,0.0347162171114165,1.588235294117647
a12,1,0,3,0,0.02,0.02,0.0,0.05,0.0,0.0,0.0108725861301512,1.588235294117647
a13,2,4,4,4,0.12,0.04,0.08,0.2183116883116883,0.0677551020408163,1.0,0.0270629222139858,1.588235294117647
a14,2,2,14,13,0.08,0.04,0.04,0.2445283018867924,0.0232653061224489,6.5,0.0261650124440015,1.588235294117647
a15,1,1,13,12,0.04,0.02,0.02,0.24,0.0,12.0,0.0130833953404655,1.588235294117647
a16,2,2,3,4,0.08,0.04,0.04,0.045,0.0212244897959183,2.0,0.0211339804489878,1.588235294117647
a17,1,1,1,8,0.04,0.02,0.02,0.0266666666666666,0.0277551020408163,8.0,0.009525492129145,1.588235294117647
a18,2,2,3,3,0.08,0.04,0.04,0.045,0.0114285714285714,1.5,0.026428663547054,1.588235294117647
a19,1,0,2,0,0.02,0.02,0.0,0.18,0.0,0.0,0.0100206298594978,1.588235294117647
