argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,103,130,12177,15308,0.7898305084745763,0.3491525423728813,0.4406779661016949,0.6057494866529775,0.001971540380765,117.75384615384615,0.0030133168294151,118.1554054054054
a1,118,111,13931,13040,0.7762711864406779,0.3999999999999999,0.376271186440678,0.625,0.0018916710113896,117.47747747747748,0.0033794448303259,118.1554054054054
a2,122,123,14366,14490,0.8305084745762712,0.4135593220338983,0.4169491525423728,0.6303418803418803,0.0021937406406466,117.8048780487805,0.0034599354064751,118.1554054054054
a3,124,108,14501,12755,0.7864406779661016,0.4203389830508474,0.3661016949152542,0.6330472103004292,0.0019476541653311,118.10185185185183,0.0034978468653542,118.1554054054054
a4,114,117,13525,13769,0.7830508474576271,0.3864406779661017,0.3966101694915254,0.6197478991596639,0.0019671706343079,117.68376068376068,0.003308222439959,118.1554054054054
a5,117,123,13775,14376,0.8135593220338982,0.3966101694915254,0.4169491525423728,0.6236786469344608,0.0020899997859618,116.8780487804878,0.0033443914105,118.1554054054054
a6,122,110,14464,13062,0.7864406779661016,0.4135593220338983,0.3728813559322034,0.6303418803418803,0.0020132171445484,118.74545454545456,0.0035130285416239,118.1554054054054
a7,117,122,13942,14316,0.8101694915254237,0.3966101694915254,0.4135593220338983,0.6236786469344608,0.002123285511212,117.34426229508196,0.0033898235737664,118.1554054054054
a8,117,118,13821,13944,0.7966101694915254,0.3966101694915254,0.3999999999999999,0.6236786469344608,0.0020467427567086,118.16949152542372,0.0033636665794442,118.1554054054054
a9,128,119,15116,14061,0.8372881355932204,0.4338983050847457,0.4033898305084745,0.6385281385281385,0.002255640303356,118.15966386554622,0.0036411074862356,118.1554054054054
a10,122,121,14363,14274,0.823728813559322,0.4135593220338983,0.4101694915254237,0.6303418803418803,0.0021792464546007,117.96694214876032,0.0034887285710517,118.1554054054054
a11,125,108,14755,12744,0.7898305084745763,0.423728813559322,0.3661016949152542,0.6344086021505376,0.0019793812284007,118.0,0.003553190351884,118.1554054054054
a12,114,120,13326,14028,0.7932203389830508,0.3864406779661017,0.4067796610169491,0.6197478991596639,0.0019745653043216,116.9,0.0032544793084254,118.1554054054054
a13,116,118,13661,13861,0.7932203389830508,0.3932203389830508,0.3999999999999999,0.6223628691983122,0.0020224101131095,117.46610169491524,0.0033363829492848,118.1554054054054
a14,122,105,14365,12264,0.7694915254237288,0.4135593220338983,0.3559322033898305,0.6303418803418803,0.0018310843427157,116.8,0.0034475766288036,118.1554054054054
a15,125,109,14655,12893,0.7932203389830508,0.423728813559322,0.3694915254237288,0.6344086021505376,0.0020108314494595,118.28440366972475,0.0035411713166326,118.1554054054054
