argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank
a0,4,3,16,13,0.020348837209302327,0.011627906976744186,0.00872093023255814,0.23290453622207177,0.014314780052276531,4.333333333333333,0.0032932990617178044
a1,3,6,16,20,0.026162790697674417,0.00872093023255814,0.01744186046511628,0.2226537216828479,0.01818406580384297,3.3333333333333335,0.005352902448043039
a2,3,5,14,22,0.023255813953488372,0.00872093023255814,0.014534883720930232,0.2226537216828479,0.018281516180299648,4.4,0.0025863367645516688
a3,3,4,14,11,0.020348837209302327,0.00872093023255814,0.011627906976744186,0.22527832351015062,0.007995929930790601,2.75,0.0023772278393944177
a4,3,4,8,16,0.020348837209302327,0.00872093023255814,0.011627906976744186,0.20772946859903382,0.008885090857589926,4.0,0.0019278687312316283
a5,6,1,24,6,0.020348837209302327,0.01744186046511628,0.0029069767441860465,0.2304085733422639,0.005379474272735478,6.0,0.003604922667595832
a6,4,4,19,16,0.023255813953488372,0.011627906976744186,0.011627906976744186,0.23149394347240915,0.016442558294916906,4.0,0.00296491373392697
a7,5,3,17,7,0.023255813953488372,0.014534883720930232,0.00872093023255814,0.23385452073419444,0.007794332976790451,2.3333333333333335,0.0039196811423786735
a8,6,5,18,20,0.03197674418604651,0.01744186046511628,0.014534883720930232,0.23417290673927843,0.024201300823184575,4.0,0.003598045956737538
a9,4,5,10,16,0.026162790697674417,0.011627906976744186,0.014534883720930232,0.21287128712871287,0.009298223814041733,3.2,0.0019842666428660535
a10,5,4,14,14,0.026162790697674417,0.014534883720930232,0.011627906976744186,0.22366710013003901,0.013099189341905241,3.5,0.0016653027964862268
a11,1,10,6,33,0.03197674418604651,0.0029069767441860465,0.029069767441860465,0.19016030956329463,0.009559893774065976,3.3,0.0010465173508264474
a12,2,4,8,17,0.01744186046511628,0.005813953488372093,0.011627906976744186,0.19770114942528735,0.005414860501857925,4.25,0.0014746983741860602
a13,4,3,16,14,0.020348837209302327,0.011627906976744186,0.00872093023255814,0.2124768375540457,0.009184327581611737,4.666666666666667,0.002519385068162626
a14,3,4,12,15,0.020348837209302327,0.00872093023255814,0.011627906976744186,0.19747416762342135,0.008586605581022885,3.75,0.0017600025293311437
a15,7,2,20,6,0.026162790697674417,0.020348837209302327,0.005813953488372093,0.22691292875989447,0.008200964835344087,3.0,0.0035604942858829982
a16,4,5,10,16,0.026162790697674417,0.011627906976744186,0.014534883720930232,0.2043969102792632,0.010186452030765167,3.2,0.0019485029372285257
a17,4,5,12,17,0.026162790697674417,0.011627906976744186,0.014534883720930232,0.20623501199040767,0.010240427285120993,3.4,0.0016495995191691277
a18,2,6,7,23,0.023255813953488372,0.005813953488372093,0.01744186046511628,0.1894273127753304,0.0075439078991088844,3.8333333333333335,0.001153828023049136
a19,1,5,2,17,0.01744186046511628,0.0029069767441860465,0.014534883720930232,0.1621876473361622,0.002147128089152259,3.4,0.0006683219983946106
a20,7,3,22,16,0.029069767441860465,0.020348837209302327,0.00872093023255814,0.23545516769336072,0.014340021278670586,5.333333333333333,0.0025900797299189945
a21,4,5,16,20,0.026162790697674417,0.011627906976744186,0.014534883720930232,0.22164948453608246,0.013907533805705856,4.0,0.0028050763013202757
a22,5,1,17,5,0.01744186046511628,0.014534883720930232,0.0029069767441860465,0.22736285525446134,0.0039232937812663906,5.0,0.0026654197484544243
a23,3,7,12,19,0.029069767441860465,0.00872093023255814,0.020348837209302327,0.2106552357624005,0.008853055724260593,2.7142857142857144,0.0019306062329068562
a24,5,5,19,17,0.029069767441860465,0.014534883720930232,0.014534883720930232,0.23306233062330622,0.020526601882641955,3.4,0.004382686201544938
a25,5,4,18,12,0.026162790697674417,0.014534883720930232,0.011627906976744186,0.22601839684625494,0.012025724865221897,3.0,0.002738188419934848
a26,3,4,15,14,0.020348837209302327,0.00872093023255814,0.011627906976744186,0.21952776005105296,0.013029122429498016,3.5,0.0024329525350709857
a27,4,2,17,11,0.01744186046511628,0.011627906976744186,0.005813953488372093,0.22826808228268083,0.014583313609519763,5.5,0.00272496778280547
a28,2,4,8,18,0.01744186046511628,0.005813953488372093,0.011627906976744186,0.18984547461368653,0.007539733786640356,4.5,0.0010480763891921557
a29,3,5,11,14,0.023255813953488372,0.00872093023255814,0.014534883720930232,0.21104294478527608,0.011502555154031525,2.8,0.001793348917794898
a30,4,3,9,14,0.020348837209302327,0.011627906976744186,0.00872093023255814,0.19918934568616098,0.006596776463059775,4.666666666666667,0.0014963858619267078
a31,2,6,5,25,0.023255813953488372,0.005813953488372093,0.01744186046511628,0.1855447680690399,0.005994047388395281,4.166666666666667,0.0010330150654916884
a32,2,5,5,18,0.020348837209302327,0.005813953488372093,0.014534883720930232,0.1855447680690399,0.004279815470950435,3.6,0.0010330150654916884
a33,3,5,12,24,0.023255813953488372,0.00872093023255814,0.014534883720930232,0.20451843043995244,0.016785111121194365,4.8,0.00220936100096745
a34,4,5,10,15,0.026162790697674417,0.011627906976744186,0.014534883720930232,0.19770114942528735,0.008449803384234593,3.0,0.0014754861592162832
a35,4,3,9,8,0.020348837209302327,0.011627906976744186,0.00872093023255814,0.19217877094972066,0.004713074511868196,2.6666666666666665,0.0020013440731962324
a36,6,3,22,8,0.026162790697674417,0.01744186046511628,0.00872093023255814,0.22366710013003901,0.013603223806700955,2.6666666666666665,0.0038978645070070197
a37,5,2,16,8,0.020348837209302327,0.014534883720930232,0.005813953488372093,0.22661396574440051,0.01186019153092556,4.0,0.0028052820682168615
a38,4,5,14,14,0.026162790697674417,0.011627906976744186,0.014534883720930232,0.220795892169448,0.009723258939229429,2.8,0.002464696074295987
a39,4,3,22,14,0.020348837209302327,0.011627906976744186,0.00872093023255814,0.22381262199089136,0.009753728147488759,4.666666666666667,0.0034664967405935534
a40,3,6,11,17,0.026162790697674417,0.00872093023255814,0.01744186046511628,0.21169230769230768,0.00854363765462536,2.8333333333333335,0.0023628968132964633
