argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a77,14,0,1017,0,0.0933333333333333,0.0933333333333333,0.0,0.3783164983164983,0.0,0.0,0.0041672142167309,35.86754966887417
a76,16,0,1181,0,0.1066666666666666,0.1066666666666666,0.0,0.3821768707482993,0.0,0.0,0.0045058060138462,35.86754966887417
a79,16,0,1169,0,0.1066666666666666,0.1066666666666666,0.0,0.3821768707482993,0.0,0.0,0.0044892163807651,35.86754966887417
a120,76,58,2685,2247,0.8933333333333334,0.5066666666666667,0.3866666666666667,0.5485074626865671,0.0116618753539646,38.741379310344826,0.0104377393488112,35.86754966887417
a78,9,0,667,0,0.06,0.06,0.0,0.3671895424836601,0.0,0.0,0.0035042127981465,35.86754966887417
a121,74,59,2522,2304,0.8866666666666667,0.4933333333333333,0.3933333333333333,0.5404411764705882,0.010457777179207,39.05084745762712,0.0102164802971802,35.86754966887417
a80,11,0,810,0,0.0733333333333333,0.0733333333333333,0.0,0.3689983579638752,0.0,0.0,0.0037132539502924,35.86754966887417
a126,77,58,2760,2453,0.9,0.5133333333333334,0.3866666666666667,0.5526315789473684,0.0111630219617371,42.293103448275865,0.0106827467238768,35.86754966887417
a127,71,58,2314,2233,0.8600000000000001,0.4733333333333334,0.3866666666666667,0.5287769784172661,0.0105509642038256,38.5,0.0097793136329033,35.86754966887417
a82,13,0,945,0,0.0866666666666666,0.0866666666666666,0.0,0.3764154103852596,0.0,0.0,0.0040449533349041,35.86754966887417
a128,69,52,2167,2153,0.8066666666666668,0.46,0.3466666666666667,0.5212765957446808,0.0080253177266175,41.40384615384615,0.0094181944273745,35.86754966887417
a81,14,0,1010,0,0.0933333333333333,0.0933333333333333,0.0,0.3783164983164983,0.0,0.0,0.0041643842627152,35.86754966887417
a129,74,55,2533,2138,0.8600000000000001,0.4933333333333333,0.3666666666666667,0.5404411764705882,0.0102255324751178,38.87272727272728,0.0102562650512248,35.86754966887417
a84,12,0,874,0,0.08,0.08,0.0,0.3726699834162521,0.0,0.0,0.0038892802978506,35.86754966887417
a122,72,60,2390,2295,0.88,0.48,0.4,0.532608695652174,0.0099318399248947,38.25,0.0098652153663228,35.86754966887417
a83,20,0,1446,0,0.1333333333333333,0.1333333333333333,0.0,0.3901388888888889,0.0,0.0,0.005115143710855,35.86754966887417
a123,75,62,2603,2339,0.9133333333333334,0.5,0.4133333333333334,0.5444444444444444,0.0105293347694988,37.7258064516129,0.0103204877091194,35.86754966887417
a86,10,0,738,0,0.0666666666666666,0.0666666666666666,0.0,0.3689983579638752,0.0,0.0,0.0035419277283265,35.86754966887417
a124,72,54,2382,2201,0.8400000000000001,0.48,0.36,0.532608695652174,0.0085882731347904,40.75925925925926,0.0102149563666825,35.86754966887417
a85,6,0,446,0,0.04,0.04,0.0,0.3533333333333333,0.0,0.0,0.0030200754880705,35.86754966887417
a125,78,57,2820,2208,0.9,0.52,0.38,0.5568181818181818,0.010772391463632,38.73684210526316,0.0107883296522267,35.86754966887417
a88,17,0,1246,0,0.1133333333333333,0.1133333333333333,0.0,0.3841367521367521,0.0,0.0,0.0047142300474218,35.86754966887417
a87,14,0,1027,0,0.0933333333333333,0.0933333333333333,0.0,0.3783164983164983,0.0,0.0,0.0042344169803784,35.86754966887417
a89,18,0,1316,0,0.12,0.12,0.0,0.3861168384879724,0.0,0.0,0.004817330955268,35.86754966887417
a110,72,69,2390,2658,0.94,0.48,0.46,0.532608695652174,0.0112429826621106,38.52173913043478,0.00985028704395,35.86754966887417
a119,69,57,2157,2506,0.8400000000000001,0.46,0.38,0.5212765957446808,0.0072398415414341,43.96491228070175,0.0093829621603162,35.86754966887417
a91,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a115,77,58,2734,2408,0.9,0.5133333333333334,0.3866666666666667,0.5526315789473684,0.0098984927603377,41.51724137931034,0.0106112464014305,35.86754966887417
a90,44,59,3003,3328,0.6866666666666668,0.2933333333333333,0.3933333333333333,0.4427710843373493,0.0012890725837679,56.40677966101695,0.0088386742488671,35.86754966887417
a116,70,53,2245,2182,0.8200000000000001,0.4666666666666667,0.3533333333333333,0.5249999999999999,0.0078736979960948,41.16981132075472,0.0096374084923689,35.86754966887417
a93,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a117,74,55,2543,2226,0.8600000000000001,0.4933333333333333,0.3666666666666667,0.5404411764705882,0.008778050805726,40.47272727272728,0.0101833268498498,35.86754966887417
a92,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a118,71,58,2320,2218,0.8600000000000001,0.4733333333333334,0.3866666666666667,0.5287769784172661,0.0092770341066338,38.241379310344826,0.0096733595325884,35.86754966887417
a95,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a111,70,54,2302,2239,0.8266666666666668,0.4666666666666667,0.36,0.5249999999999999,0.0065613671423325,41.46296296296296,0.0096073753213101,35.86754966887417
a94,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a112,71,60,2305,2614,0.8733333333333334,0.4733333333333334,0.4,0.5287769784172661,0.0086009691357322,43.56666666666667,0.009737624580602,35.86754966887417
a97,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a113,69,46,2155,1772,0.7666666666666667,0.46,0.3066666666666667,0.5176056338028169,0.0067296836314239,38.52173913043478,0.0093910675999698,35.86754966887417
a96,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a114,72,59,2400,2433,0.8733333333333334,0.48,0.3933333333333333,0.532608695652174,0.0099529911236977,41.23728813559322,0.0099093013068584,35.86754966887417
a11,16,45,1170,2502,0.4066666666666667,0.1066666666666666,0.3,0.3788659793814432,0.0006918970415903,55.6,0.0045105080094234,35.86754966887417
a99,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a140,74,54,2520,1993,0.8533333333333334,0.4933333333333333,0.36,0.5404411764705882,0.0099826655612191,36.907407407407405,0.0101964211135019,35.86754966887417
a10,21,45,1538,2502,0.44,0.14,0.3,0.3888888888888889,0.0009816437085212,55.6,0.0053899691569603,35.86754966887417
a98,59,59,4092,3328,0.7866666666666667,0.3933333333333333,0.3933333333333333,0.4867549668874172,0.0020576193855398,56.40677966101695,0.0112597263193937,35.86754966887417
a141,71,57,2248,2228,0.8533333333333334,0.4733333333333334,0.38,0.5287769784172661,0.0093010271035279,39.08771929824562,0.0099367876143506,35.86754966887417
a13,10,45,725,2502,0.3666666666666667,0.0666666666666666,0.3,0.3638613861386138,0.0004756773071037,55.6,0.0036198189550453,35.86754966887417
a142,75,60,2616,2256,0.9,0.5,0.4,0.5444444444444444,0.0119707238507266,37.6,0.0103486982845192,35.86754966887417
a12,22,45,1609,2502,0.4466666666666667,0.1466666666666666,0.3,0.3909574468085106,0.0010169775146497,55.6,0.0054980082317139,35.86754966887417
a143,75,52,2595,1938,0.8466666666666667,0.5,0.3466666666666667,0.5444444444444444,0.0097302407143062,37.26923076923077,0.0103043275616428,35.86754966887417
a15,11,45,808,2502,0.3733333333333333,0.0733333333333333,0.3,0.3693467336683416,0.0004948299224585,55.6,0.0037834078426272,35.86754966887417
a14,12,45,890,2502,0.38,0.08,0.3,0.3712121212121211,0.0005069398295305,55.6,0.003866074760551,35.86754966887417
a17,17,45,1252,2502,0.4133333333333334,0.1133333333333333,0.3,0.3788659793814432,0.0007434471459152,55.6,0.0046328271867584,35.86754966887417
a16,19,45,1391,2502,0.4266666666666667,0.1266666666666666,0.3,0.3848167539267015,0.0008020341934598,55.6,0.0048988829891191,35.86754966887417
a19,13,45,951,2502,0.3866666666666667,0.0866666666666666,0.3,0.3730964467005076,0.000582684462019,55.6,0.0040547909373747,35.86754966887417
a18,6,45,427,2502,0.34,0.04,0.3,0.3466981132075472,0.0002641199334161,55.6,0.0029381586426342,35.86754966887417
a148,72,56,2391,2489,0.8533333333333334,0.48,0.3733333333333333,0.532608695652174,0.008314544439045,44.44642857142857,0.0099064021390969,35.86754966887417
a149,73,57,2525,2286,0.8666666666666667,0.4866666666666667,0.38,0.5364963503649635,0.0096304474354477,40.10526315789474,0.010147931627399,35.86754966887417
a144,68,54,2098,2120,0.8133333333333334,0.4533333333333333,0.36,0.5176056338028169,0.0084297786457918,39.25925925925926,0.0093126996859396,35.86754966887417
a145,78,54,2812,2154,0.88,0.52,0.36,0.5526315789473684,0.0100646953721467,39.888888888888886,0.0107831313881876,35.86754966887417
a20,14,45,1020,2502,0.3933333333333333,0.0933333333333333,0.3,0.3749999999999999,0.0006055886358195,55.6,0.0041558848720547,35.86754966887417
a146,77,50,2699,1884,0.8466666666666667,0.5133333333333334,0.3333333333333333,0.5485074626865671,0.010079015794908,37.68,0.0109443721958947,35.86754966887417
a147,75,56,2553,2408,0.8733333333333334,0.5,0.3733333333333333,0.5444444444444444,0.0099050545380218,43.0,0.0105525813647518,35.86754966887417
a22,15,44,1108,2446,0.3933333333333333,0.1,0.2933333333333333,0.3769230769230768,0.0006717612021073,55.59090909090909,0.0044197057534109,35.86754966887417
a21,18,45,1306,2502,0.42,0.12,0.3,0.3828125,0.000779463750866,55.6,0.0047805300190814,35.86754966887417
a130,74,41,2537,1819,0.7666666666666667,0.4933333333333333,0.2733333333333334,0.5404411764705882,0.0072084204455174,44.36585365853659,0.0102481133968618,35.86754966887417
a24,16,45,1176,2502,0.4066666666666667,0.1066666666666666,0.3,0.3788659793814432,0.0006750568874474,55.6,0.0044156755643413,35.86754966887417
a131,77,56,2750,2279,0.8866666666666667,0.5133333333333334,0.3733333333333333,0.5485074626865671,0.0095655926364117,40.69642857142857,0.0107220271174381,35.86754966887417
a23,11,45,823,2502,0.3733333333333333,0.0733333333333333,0.3,0.3693467336683416,0.0005483620293252,55.6,0.003857313394641,35.86754966887417
a132,73,54,2472,1940,0.8466666666666667,0.4866666666666667,0.36,0.5364963503649635,0.0095770721380853,35.925925925925924,0.0099899212491069,35.86754966887417
c,16,10,1101,512,0.1733333333333333,0.1066666666666666,0.0666666666666666,0.3749999999999999,0.0001383324399153,51.2,0.0047480837448978,35.86754966887417
a26,12,45,877,2502,0.38,0.08,0.3,0.3693467336683416,0.0005172313368907,55.6,0.0038582379061088,35.86754966887417
a25,14,45,1021,2502,0.3933333333333333,0.0933333333333333,0.3,0.3749999999999999,0.0005833635580629,55.6,0.0041575996854914,35.86754966887417
a28,10,45,724,2502,0.3666666666666667,0.0666666666666666,0.3,0.3656716417910447,0.0004140554184552,55.6,0.0035429426452207,35.86754966887417
