argument,predecessors,successors,predecessors_neighbors,successors_neighbors,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,average_neighbor_degree,pagerank,edge_node_ratio
a0,4,3,8,5,0.0608695652173913,0.0347826086956521,0.0260869565217391,0.0898550724637681,0.0472921434019832,1.6666666666666667,0.0121597061778218,1.396551724137931
a1,7,4,22,12,0.0956521739130434,0.0608695652173913,0.0347826086956521,0.2092753623188405,0.0548436308161708,3.0,0.0489637396739595,1.396551724137931
a2,14,9,29,14,0.2,0.1217391304347826,0.0782608695652174,0.2084069998195922,0.077345537757437,1.5555555555555556,0.0815717667499172,1.396551724137931
a3,3,4,6,12,0.0608695652173913,0.0260869565217391,0.0347826086956521,0.0530020703933747,0.0389016018306636,3.0,0.0114045896620235,1.396551724137931
a4,5,3,21,11,0.0695652173913043,0.0434782608695652,0.0260869565217391,0.1696827262044653,0.0221205186880244,3.6666666666666665,0.034801880495215,1.396551724137931
a5,4,6,9,12,0.0869565217391304,0.0347826086956521,0.0521739130434782,0.0565217391304347,0.0388253241800152,2.0,0.0132377549960558,1.396551724137931
a6,2,3,2,4,0.0434782608695652,0.017391304347826,0.0260869565217391,0.0195652173913043,0.0041952707856598,1.3333333333333333,0.0090318720947741,1.396551724137931
a7,1,0,14,0,0.008695652173913,0.008695652173913,0.0,0.1621274268526114,0.0,0.0,0.0097070078750706,1.396551724137931
a8,5,7,7,3,0.1043478260869565,0.0434782608695652,0.0608695652173913,0.0686567164179104,0.0138825324180015,0.4285714285714285,0.0165515574360847,1.396551724137931
a9,1,1,3,4,0.017391304347826,0.008695652173913,0.008695652173913,0.0390541571319603,0.0,4.0,0.0044269222668021,1.396551724137931
a10,5,4,5,5,0.0782608695652174,0.0434782608695652,0.0347826086956521,0.0526086956521739,0.0199847444698703,1.25,0.0203619267250388,1.396551724137931
a11,2,4,5,8,0.0521739130434782,0.017391304347826,0.0347826086956521,0.0271739130434782,0.0108314263920671,2.0,0.0129105753699269,1.396551724137931
a12,1,1,4,0,0.017391304347826,0.008695652173913,0.008695652173913,0.0712347826086956,0.0024408848207475,0.0,0.0054486816709162,1.396551724137931
a13,1,1,5,7,0.017391304347826,0.008695652173913,0.008695652173913,0.0516853932584269,0.0,7.0,0.0040132527620218,1.396551724137931
a14,1,1,7,4,0.017391304347826,0.008695652173913,0.008695652173913,0.159447895100069,0.0,4.0,0.0124097501035324,1.396551724137931
a15,2,2,15,10,0.0347826086956521,0.017391304347826,0.017391304347826,0.1599556909443367,0.0068649885583524,5.0,0.0178634620994373,1.396551724137931
a16,1,3,2,13,0.0347826086956521,0.008695652173913,0.0260869565217391,0.0115942028985507,0.0032036613272311,4.333333333333333,0.0055078957805453,1.396551724137931
a17,1,3,2,10,0.0347826086956521,0.008695652173913,0.0260869565217391,0.0115942028985507,0.0027459954233409,3.333333333333333,0.0067887567927204,1.396551724137931
a18,0,1,0,3,0.008695652173913,0.0,0.008695652173913,0.0,0.0,3.0,0.0020033952085543,1.396551724137931
a19,1,1,7,4,0.017391304347826,0.008695652173913,0.008695652173913,0.159447895100069,0.0,4.0,0.0124097501035324,1.396551724137931
a20,6,5,8,8,0.0956521739130434,0.0521739130434782,0.0434782608695652,0.066798418972332,0.0276125095347063,1.6,0.0198344505011967,1.396551724137931
a21,2,1,2,3,0.0260869565217391,0.017391304347826,0.008695652173913,0.0195652173913043,0.0014492753623188,3.0,0.0062653387523488,1.396551724137931
a22,0,1,0,3,0.008695652173913,0.0,0.008695652173913,0.0,0.0,3.0,0.0020033952085543,1.396551724137931
a23,2,2,2,4,0.0347826086956521,0.017391304347826,0.017391304347826,0.017391304347826,0.0017543859649122,2.0,0.0082457338861666,1.396551724137931
a24,2,2,1,8,0.0347826086956521,0.017391304347826,0.017391304347826,0.017391304347826,0.0014492753623188,4.0,0.0084684802627169,1.396551724137931
a25,0,1,0,4,0.008695652173913,0.0,0.008695652173913,0.0,0.0,4.0,0.0020033952085543,1.396551724137931
a26,1,2,1,5,0.0260869565217391,0.008695652173913,0.017391304347826,0.008695652173913,0.0012967200610221,2.5,0.0058024763547682,1.396551724137931
a27,0,1,0,9,0.008695652173913,0.0,0.008695652173913,0.0,0.0,9.0,0.0020033952085543,1.396551724137931
a28,2,3,1,11,0.0434782608695652,0.017391304347826,0.0260869565217391,0.017391304347826,0.002974828375286,3.6666666666666665,0.0071251873831898,1.396551724137931
a29,3,1,14,9,0.0347826086956521,0.0260869565217391,0.008695652173913,0.1609810479375696,0.0024408848207475,9.0,0.0131127829102139,1.396551724137931
a30,1,0,5,0,0.008695652173913,0.008695652173913,0.0,0.0550406115623506,0.0,0.0,0.0040132527620218,1.396551724137931
a31,0,1,0,3,0.008695652173913,0.0,0.008695652173913,0.0,0.0,3.0,0.0020033952085543,1.396551724137931
a32,3,4,2,5,0.0608695652173913,0.0260869565217391,0.0347826086956521,0.0260869565217391,0.0044241037376048,1.25,0.0111344841706657,1.396551724137931
a33,2,1,1,3,0.0260869565217391,0.017391304347826,0.008695652173913,0.017391304347826,0.0014492753623188,3.0,0.0056297771818207,1.396551724137931
a34,1,0,4,0,0.008695652173913,0.008695652173913,0.0,0.0426086956521739,0.0,0.0,0.0038787672920936,1.396551724137931
a35,3,0,5,0,0.0260869565217391,0.0260869565217391,0.0,0.0632071061243571,0.0,0.0,0.0074190277971651,1.396551724137931
a36,0,1,0,0,0.008695652173913,0.0,0.008695652173913,0.0,0.0,0.0,0.0020033952085543,1.396551724137931
a37,0,1,0,3,0.008695652173913,0.0,0.008695652173913,0.0,0.0,3.0,0.0020033952085543,1.396551724137931
a38,2,3,2,11,0.0434782608695652,0.017391304347826,0.0260869565217391,0.017391304347826,0.0027459954233409,3.6666666666666665,0.0104360043706636,1.396551724137931
a39,2,1,0,9,0.0260869565217391,0.017391304347826,0.008695652173913,0.017391304347826,0.0025934401220442,9.0,0.0054091702436977,1.396551724137931
a40,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a41,3,2,3,5,0.0434782608695652,0.0260869565217391,0.017391304347826,0.0271739130434782,0.0047292143401983,2.5,0.0127637644326111,1.396551724137931
a42,1,1,2,0,0.017391304347826,0.008695652173913,0.008695652173913,0.0156521739130434,0.000228832951945,0.0,0.0040222234502951,1.396551724137931
a43,1,2,2,7,0.0260869565217391,0.008695652173913,0.017391304347826,0.0115942028985507,0.0067124332570556,3.5,0.0062319203459154,1.396551724137931
a44,0,2,0,6,0.017391304347826,0.0,0.017391304347826,0.0,0.0,3.0,0.0020033952085543,1.396551724137931
a45,1,1,7,4,0.017391304347826,0.008695652173913,0.008695652173913,0.159447895100069,0.0,4.0,0.0124097501035324,1.396551724137931
a46,1,1,1,2,0.017391304347826,0.008695652173913,0.008695652173913,0.008695652173913,0.0,2.0,0.0044694744007938,1.396551724137931
a47,0,1,0,7,0.008695652173913,0.0,0.008695652173913,0.0,0.0,7.0,0.0020033952085543,1.396551724137931
a48,1,0,1,0,0.008695652173913,0.008695652173913,0.0,0.0599339570720968,0.0,0.0,0.0066348413671986,1.396551724137931
a49,1,1,5,3,0.017391304347826,0.008695652173913,0.008695652173913,0.1353802882925114,0.0,3.0,0.0118651488623902,1.396551724137931
a50,1,1,0,4,0.017391304347826,0.008695652173913,0.008695652173913,0.008695652173913,0.001906941266209,4.0,0.003706282726126,1.396551724137931
a51,1,1,2,3,0.017391304347826,0.008695652173913,0.008695652173913,0.0115942028985507,0.0,3.0,0.0040222234502951,1.396551724137931
a52,3,2,2,2,0.0434782608695652,0.0260869565217391,0.017391304347826,0.0271739130434782,0.001067887109077,1.0,0.0109117377941153,1.396551724137931
a53,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a54,1,1,4,6,0.017391304347826,0.008695652173913,0.008695652173913,0.0386727688787185,0.0,6.0,0.0038787672920936,1.396551724137931
a55,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a56,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a57,0,1,0,0,0.008695652173913,0.0,0.008695652173913,0.0,0.0,0.0,0.0020033952085543,1.396551724137931
a58,1,0,6,0,0.008695652173913,0.008695652173913,0.0,0.0473429951690821,0.0,0.0,0.0053753375130472,1.396551724137931
a59,2,1,6,1,0.0260869565217391,0.017391304347826,0.008695652173913,0.0590737240075614,0.0018306636155606,1.0,0.0205868680189356,1.396551724137931
a60,1,1,5,4,0.017391304347826,0.008695652173913,0.008695652173913,0.0350724637681159,0.0,4.0,0.0063304040844306,1.396551724137931
a61,1,1,2,2,0.017391304347826,0.008695652173913,0.008695652173913,0.0115942028985507,0.0,2.0,0.0056025516390589,1.396551724137931
a62,2,2,5,7,0.0347826086956521,0.017391304347826,0.017391304347826,0.0408212560386473,0.0041189931350114,3.5,0.0087385857540747,1.396551724137931
a63,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a64,1,0,1,0,0.008695652173913,0.008695652173913,0.0,0.0154589371980676,0.0,0.0,0.0054222998656182,1.396551724137931
a65,2,1,3,1,0.0260869565217391,0.017391304347826,0.008695652173913,0.0284057971014492,0.0004576659038901,1.0,0.0232158336020089,1.396551724137931
a66,1,1,3,2,0.017391304347826,0.008695652173913,0.008695652173913,0.0181159420289855,0.0,2.0,0.0074281420933996,1.396551724137931
a67,2,1,2,4,0.0260869565217391,0.017391304347826,0.008695652173913,0.0217391304347826,0.0022883295194508,4.0,0.0064498016180787,1.396551724137931
a68,1,1,6,5,0.017391304347826,0.008695652173913,0.008695652173913,0.0432225063938618,0.0,5.0,0.0053753375130472,1.396551724137931
a69,1,0,5,0,0.008695652173913,0.008695652173913,0.0,0.0550406115623506,0.0,0.0,0.0040132527620218,1.396551724137931
a70,1,0,4,0,0.008695652173913,0.008695652173913,0.0,0.0426086956521739,0.0,0.0,0.0038787672920936,1.396551724137931
a71,3,1,4,1,0.0347826086956521,0.0260869565217391,0.008695652173913,0.0347826086956521,0.0005339435545385,1.0,0.0361847594096064,1.396551724137931
a72,1,0,3,0,0.008695652173913,0.008695652173913,0.0,0.0198757763975155,0.0,0.0,0.0043695120429391,1.396551724137931
a73,1,1,3,4,0.017391304347826,0.008695652173913,0.008695652173913,0.0390541571319603,0.0,4.0,0.0044269222668021,1.396551724137931
a74,1,1,3,1,0.017391304347826,0.008695652173913,0.008695652173913,0.0241965973534971,0.0,1.0,0.0327474742335206,1.396551724137931
a75,0,1,0,4,0.008695652173913,0.0,0.008695652173913,0.0,0.0,4.0,0.0020033952085543,1.396551724137931
a76,1,0,4,0,0.008695652173913,0.008695652173913,0.0,0.0712347826086956,0.0,0.0,0.0054486816709162,1.396551724137931
a77,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a78,2,2,2,3,0.0347826086956521,0.017391304347826,0.017391304347826,0.017391304347826,0.0035087719298245,1.5,0.0099491385026234,1.396551724137931
a79,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a80,1,0,5,0,0.008695652173913,0.008695652173913,0.0,0.0550406115623506,0.0,0.0,0.0040132527620218,1.396551724137931
a81,1,1,2,3,0.017391304347826,0.008695652173913,0.008695652173913,0.0115942028985507,0.0,3.0,0.004960328159421,1.396551724137931
a82,1,2,1,6,0.0260869565217391,0.008695652173913,0.017391304347826,0.008695652173913,0.0033562166285278,3.0,0.0058024763547682,1.396551724137931
a83,1,1,2,3,0.017391304347826,0.008695652173913,0.008695652173913,0.0115942028985507,0.0,3.0,0.004960328159421,1.396551724137931
a84,1,1,14,9,0.017391304347826,0.008695652173913,0.008695652173913,0.1589433131535498,0.0,9.0,0.0097070078750706,1.396551724137931
a85,1,0,5,0,0.008695652173913,0.008695652173913,0.0,0.0391304347826086,0.0,0.0,0.0063304040844306,1.396551724137931
a86,1,0,1,0,0.008695652173913,0.008695652173913,0.0,0.0130434782608695,0.0,0.0,0.003926889664249,1.396551724137931
a87,2,2,15,10,0.0347826086956521,0.017391304347826,0.017391304347826,0.1599556909443367,0.0068649885583524,5.0,0.0178634620994373,1.396551724137931
a88,1,1,14,9,0.017391304347826,0.008695652173913,0.008695652173913,0.1589433131535498,0.0,9.0,0.0097070078750706,1.396551724137931
a89,1,0,6,0,0.008695652173913,0.008695652173913,0.0,0.0473429951690821,0.0,0.0,0.0053753375130472,1.396551724137931
a90,1,1,2,2,0.017391304347826,0.008695652173913,0.008695652173913,0.0115942028985507,0.0,2.0,0.0055078957805453,1.396551724137931
a91,1,1,3,4,0.017391304347826,0.008695652173913,0.008695652173913,0.0156521739130434,0.0,4.0,0.0043695120429391,1.396551724137931
a92,0,1,0,2,0.008695652173913,0.0,0.008695652173913,0.0,0.0,2.0,0.0020033952085543,1.396551724137931
a93,0,1,0,1,0.008695652173913,0.0,0.008695652173913,0.0,0.0,1.0,0.0020033952085543,1.396551724137931
a94,1,0,2,0,0.008695652173913,0.008695652173913,0.0,0.017391304347826,0.0,0.0,0.0045624512347771,1.396551724137931
a95,1,1,1,2,0.017391304347826,0.008695652173913,0.008695652173913,0.008695652173913,0.0,2.0,0.0044694744007938,1.396551724137931
a96,1,1,6,5,0.017391304347826,0.008695652173913,0.008695652173913,0.0432225063938618,0.0,5.0,0.0053753375130472,1.396551724137931
a97,1,0,0,0,0.008695652173913,0.008695652173913,0.0,0.008695652173913,0.0,0.0,0.0028548389673401,1.396551724137931
