Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a1,0,0
a2,1,0
a3,0,0
a6,1,1
a7,1,0
a10,0,0
a11,1,1
a15,0,0
a16,0,0
a17,1,1
a18,1,0
a19,0,0
a20,0,0
a21,1,0
a22,1,0
a25,1,1
a27,1,1
a29,1,1
a30,1,0
a31,0,0
a34,1,0
a35,1,1
a36,1,0
a38,0,0
a39,0,1
a42,0,0
a44,1,0
a45,1,0
a46,1,0
a48,1,0
a50,1,0
a51,0,1
a53,1,0
a54,0,0
a55,1,0
a56,0,0
a57,0,1
a58,1,0
a61,1,1
a62,1,0
a63,1,0
a4,1,0
a12,0,1
a13,1,0
a24,1,1
a26,1,0
a32,0,0
a37,0,1
a43,1,0
a49,1,0
a52,0,1
a59,1,0
a60,1,0
a14,1,1
a23,0,0
a28,1,0
a40,0,0
a47,0,0
a33,1,0
a41,0,1
a64,1,0
a5,1,0
a8,1,0
a9,0,1
