Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a1,1,0
a2,0,1
a4,0,1
a5,0,0
a6,1,0
a8,0,0
a11,1,0
a14,0,0
a17,1,0
a19,0,0
a20,1,1
a23,1,0
a24,0,1
a25,1,0
a27,0,0
a28,0,0
a29,1,0
a30,1,0
a31,1,0
a33,1,0
a34,1,0
a36,1,1
a41,0,0
a42,1,0
a43,0,0
a46,1,1
a48,1,0
a52,0,0
a54,1,0
a56,1,0
a57,0,0
a59,0,0
a61,1,0
a62,1,0
a63,0,1
a64,1,0
a65,1,0
a66,0,0
a68,1,0
a72,1,1
a75,0,0
a77,0,1
a82,1,0
a83,1,0
a84,0,0
a85,1,0
a88,1,0
a89,1,1
a96,1,0
a97,1,0
a98,1,0
a99,1,0
a100,1,0
a101,0,0
a103,1,0
a104,1,1
a106,1,0
a107,1,0
a108,1,0
a109,1,1
a3,1,1
a7,1,0
a10,1,1
a15,1,1
a16,1,0
a26,1,1
a32,1,0
a35,1,0
a37,0,1
a39,1,0
a40,0,1
a44,1,0
a45,1,0
a49,1,0
a51,0,1
a55,0,0
a58,1,0
a67,1,0
a69,0,0
a70,0,0
a71,1,0
a73,1,0
a74,0,1
a78,1,0
a79,0,0
a80,1,0
a87,1,1
a90,1,0
a91,1,0
a92,1,0
a95,1,0
a102,1,0
a9,1,0
a13,1,1
a18,0,1
a22,1,0
a38,1,0
a50,1,0
a53,1,1
a60,1,1
a76,0,0
a81,1,0
a93,1,0
a105,1,0
a12,0,0
a21,0,1
a47,1,0
a86,1,1
a94,0,1
