Argument,In_Stability_Impact,Out_Stability_Impact
a3,1,0
a4,1,1
a6,1,0
a7,1,0
a8,1,0
a9,1,0
a11,1,0
a14,1,1
a16,1,0
a18,0,0
a19,0,0
a20,1,0
a22,0,0
a25,1,0
a26,1,0
a28,1,0
a29,1,0
a30,1,1
a31,0,0
a34,1,0
a35,1,0
a37,1,0
a39,1,1
a40,1,0
a41,1,0
a42,1,0
a44,1,0
a45,1,1
a47,1,0
a49,1,0
a51,1,1
a53,1,0
a55,1,0
a58,0,1
a59,0,0
a60,1,1
a61,1,0
a64,1,1
a66,1,0
a69,0,0
a70,1,0
a73,1,0
a74,0,0
a75,1,0
a76,0,1
a77,1,0
a78,1,0
a79,1,0
a80,1,0
a81,1,0
a87,1,0
a89,1,0
a91,1,0
a93,0,0
a94,0,0
a99,1,0
a101,0,0
a102,1,0
a103,0,0
a104,1,1
a106,0,0
a108,0,1
a109,1,0
a110,1,0
a111,1,0
a112,1,0
a114,1,0
a115,1,0
a117,1,0
a119,1,0
a1,0,1
a10,1,0
a13,0,0
a15,0,0
a17,1,0
a21,1,1
a24,1,0
a32,1,0
a33,1,0
a36,1,0
a38,0,0
a46,1,0
a48,1,0
a50,1,0
a52,0,0
a56,1,1
a63,1,0
a65,1,0
a67,1,0
a68,0,1
a72,1,1
a82,1,0
a88,1,1
a90,0,1
a95,1,1
a96,0,1
a97,1,0
a98,1,0
a100,0,0
a105,1,0
a113,1,0
a116,1,0
a0,1,0
a5,1,0
a12,1,1
a23,1,0
a43,0,1
a57,1,0
a84,0,0
a86,1,0
a92,1,1
a118,1,0
a107,1,0
a71,0,0
a83,1,1
a85,0,0
a2,1,1
a27,1,0
a62,1,1
a54,1,0
