Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a3,1,1
a4,1,1
a5,1,0
a8,1,1
a10,0,0
a11,0,0
a13,1,0
a14,1,0
a17,1,0
a24,0,0
a25,1,1
a26,0,0
a34,1,0
a39,1,0
a40,0,1
a43,0,1
a46,0,0
a47,0,0
a48,1,1
a51,0,1
a52,1,0
a57,0,1
a59,0,1
a61,0,0
a62,0,1
a64,0,0
a68,0,0
a20,1,0
a22,1,1
a28,0,0
a29,1,0
a30,0,1
a38,0,1
a41,1,0
a50,1,0
a53,1,1
a55,1,0
a56,0,1
a60,0,0
a65,0,1
a2,1,0
a12,1,0
a16,0,0
a18,0,1
a19,1,1
a21,0,1
a33,0,1
a35,1,0
a49,1,1
a54,0,0
a58,0,0
a63,0,1
a70,1,0
a7,1,0
a15,0,0
a23,0,0
a27,1,0
a31,1,1
a32,1,0
a44,0,0
a45,0,1
a66,0,1
a67,1,0
a0,1,1
a6,1,1
a9,0,1
a36,0,0
a37,1,0
a69,1,0
a42,0,1
