Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a1,0,1
a2,1,0
a3,1,0
a4,0,0
a6,1,1
a7,0,0
a8,1,0
a9,1,0
a11,1,0
a12,1,0
a14,1,1
a16,0,1
a17,1,1
a18,1,1
a20,0,0
a21,1,0
a24,1,0
a25,1,0
a26,0,1
a28,1,0
a31,1,1
a32,0,0
a34,1,0
a36,1,1
a37,0,0
a39,0,1
a41,1,0
a43,1,1
a44,1,1
a45,0,0
a47,1,0
a49,1,1
a50,1,0
a51,1,1
a54,1,0
a55,1,0
a57,1,1
a59,0,1
a61,0,0
a62,0,0
a63,0,1
a64,0,1
a66,0,1
a67,0,1
a68,0,1
a69,1,0
a72,0,0
a73,1,0
a75,0,1
a76,0,0
a77,1,0
a79,0,1
a80,0,0
a81,0,0
a82,1,0
a84,1,1
a86,1,0
a87,0,1
a88,1,1
a89,0,1
a91,0,1
a92,0,0
a94,0,1
a95,1,0
a99,0,1
a100,0,0
a101,1,1
a102,0,1
a103,0,0
a105,0,1
a106,0,1
a107,1,0
a108,1,0
a110,0,1
a114,1,1
a116,0,0
a118,0,0
a120,1,0
a121,0,0
a122,0,0
a124,1,1
a125,0,0
a130,1,1
a131,1,0
a132,0,1
a134,1,0
a137,0,0
a141,0,0
a143,1,1
a145,0,1
a147,0,0
a149,0,1
a150,0,0
a153,1,1
a154,1,0
a158,1,0
a159,0,0
a160,0,0
a162,1,0
a163,0,0
a165,1,0
a167,0,1
a170,0,0
a171,1,1
a172,0,0
a173,1,0
a176,0,0
a177,0,0
a182,1,1
a186,1,1
a188,0,0
a189,0,1
a197,1,0
a199,0,1
a200,0,0
a202,1,1
a203,0,1
a207,1,0
a209,0,1
a211,0,1
a212,1,0
a213,1,1
a214,1,0
a215,0,0
a216,1,0
a217,1,0
a218,1,0
a220,1,1
a222,0,1
a223,1,0
a232,1,1
a235,0,1
a237,0,0
a238,1,0
a239,0,1
a241,1,1
a243,0,0
a245,0,1
a246,0,1
a247,1,0
a249,1,0
a250,1,1
a252,0,0
a253,0,0
a254,0,1
a255,0,1
a258,0,0
a260,1,0
a5,1,0
a10,1,0
a13,1,1
a15,0,1
a19,1,0
a22,1,0
a27,1,0
a33,1,1
a35,0,1
a38,1,1
a40,1,0
a46,0,0
a48,1,0
a52,1,1
a53,0,0
a56,0,1
a58,1,1
a65,1,1
a71,0,1
a74,1,1
a78,0,1
a83,1,1
a85,1,1
a90,1,0
a96,0,1
a104,0,0
a109,0,0
a111,0,1
a112,1,1
a117,1,0
a126,1,0
a127,0,0
a128,0,0
a133,1,1
a135,1,0
a142,1,1
a144,0,0
a151,0,0
a152,0,0
a155,1,1
a156,0,1
a164,1,0
a169,0,0
a174,1,1
a175,0,1
a178,1,1
a183,1,0
a185,0,1
a187,0,0
a191,1,0
a192,1,1
a193,0,1
a196,0,0
a201,1,0
a206,1,0
a208,0,1
a210,0,0
a219,0,0
a225,0,0
a226,0,0
a229,1,1
a233,0,1
a240,0,1
a242,0,0
a244,0,1
a248,1,0
a256,0,1
a257,1,1
a259,0,0
a29,1,1
a30,1,1
a42,1,0
a93,1,1
a98,0,0
a113,1,1
a136,1,0
a139,0,1
a140,1,1
a157,0,0
a161,1,0
a166,0,0
a184,0,1
a190,1,1
a194,1,0
a224,0,0
a228,0,0
a236,1,1
a23,1,0
a60,0,1
a70,1,0
a115,1,0
a123,0,0
a129,0,1
a138,0,0
a148,0,0
a168,1,0
a195,0,0
a198,1,0
a204,1,0
a221,0,0
a227,0,0
a230,1,0
a234,0,0
a97,0,0
a179,1,1
a181,1,0
a231,0,0
a251,0,1
a146,0,1
a119,0,1
a180,1,0
a205,1,1
