Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a1,1,0
a2,0,0
a3,1,0
a4,0,0
a9,1,0
a10,1,0
a11,1,0
a12,0,0
a13,1,0
a14,1,0
a16,1,1
a17,1,0
a18,0,1
a22,1,0
a23,0,0
a24,1,1
a26,1,0
a27,0,0
a30,1,1
a32,0,1
a33,1,1
a34,1,1
a36,0,1
a40,0,0
a41,1,0
a42,1,0
a43,0,0
a44,1,0
a45,1,0
a48,1,0
a51,1,0
a53,1,1
a56,1,0
a57,1,0
a58,1,0
a59,0,0
a60,1,0
a61,1,0
a62,1,0
a63,1,0
a64,1,0
a66,1,0
a68,1,0
a70,1,0
a72,0,0
a73,1,0
a77,0,0
a81,1,0
a82,1,0
a84,0,0
a5,1,0
a6,1,0
a8,1,1
a15,1,1
a19,1,0
a21,1,0
a25,1,0
a28,0,1
a31,1,0
a35,0,0
a39,1,0
a46,1,0
a49,1,0
a52,0,1
a67,0,0
a75,0,1
a78,0,0
a79,1,0
a7,1,0
a29,1,0
a37,1,1
a47,1,1
a50,0,1
a65,1,0
a69,1,0
a71,1,1
a74,1,0
a80,0,0
a20,1,0
a54,0,0
a76,1,1
a83,1,0
a55,1,0
a38,1,0
