Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a1,1,0
a2,0,1
a3,1,0
a4,1,0
a5,0,1
a8,1,0
a9,1,0
a11,1,1
a12,1,1
a14,1,0
a15,1,0
a16,1,0
a17,1,0
a21,1,0
a22,0,1
a23,1,0
a26,0,0
a28,1,1
a29,1,0
a30,1,0
a31,1,0
a32,0,1
a34,1,0
a35,1,0
a36,0,0
a37,0,0
a39,0,0
a40,1,0
a43,1,0
a45,1,0
a48,1,0
a49,0,0
a50,1,0
a51,1,0
a53,0,0
a54,1,0
a55,1,1
a56,1,0
a58,1,0
a59,1,0
a60,1,0
a61,1,0
a64,0,0
a65,1,0
a66,1,0
a67,1,0
a70,0,0
a71,0,0
a72,1,0
a77,1,0
a78,1,0
a80,1,0
a83,0,0
a86,0,0
a87,0,1
a88,1,0
a89,1,0
a6,1,0
a10,1,0
a13,1,0
a18,1,0
a25,1,1
a27,1,0
a33,1,0
a38,1,1
a41,0,0
a42,1,1
a44,1,0
a46,0,0
a47,0,0
a57,1,0
a62,1,0
a63,1,1
a68,1,0
a69,1,0
a73,1,0
a75,1,0
a79,1,1
a81,0,0
a84,1,1
a19,1,1
a20,1,0
a24,1,0
a74,1,0
a76,1,1
a85,1,1
a52,1,0
a82,0,0
a7,1,0
