Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a2,1,0
a3,0,1
a4,1,0
a5,1,1
a6,1,1
a7,0,0
a8,0,1
a9,0,1
a10,0,0
a15,0,1
a17,1,0
a19,1,0
a20,1,1
a21,1,0
a23,1,1
a24,0,0
a25,0,1
a26,1,0
a27,1,0
a28,0,1
a29,0,1
a32,1,0
a34,1,0
a35,0,1
a36,1,1
a38,1,0
a39,1,1
a44,1,1
a48,0,0
a50,0,1
a51,0,0
a52,1,0
a55,1,1
a57,1,0
a58,0,1
a60,0,1
a61,1,0
a62,0,0
a64,0,0
a65,0,1
a66,1,0
a69,1,1
a70,0,0
a74,0,1
a75,1,0
a77,0,1
a78,1,0
a79,1,1
a80,1,1
a82,1,0
a83,0,1
a84,0,1
a85,1,0
a87,0,0
a88,1,0
a91,0,1
a92,0,1
a93,1,1
a96,1,1
a97,0,1
a98,1,0
a99,0,1
a101,0,0
a102,0,1
a103,0,1
a105,1,1
a106,1,0
a107,1,1
a108,0,0
a109,1,0
a110,0,0
a111,1,0
a112,0,0
a114,0,1
a115,0,1
a117,1,1
a119,0,0
a120,0,1
a125,1,0
a126,0,0
a127,1,0
a128,1,1
a129,0,0
a130,0,1
a131,0,0
a132,0,1
a135,1,1
a136,1,0
a139,0,0
a142,1,0
a143,1,0
a144,1,0
a145,0,0
a150,0,0
a151,1,1
a154,1,0
a155,1,0
a156,1,0
a157,1,1
a158,1,0
a159,0,0
a160,0,0
a161,0,1
a163,0,1
a164,1,1
a165,0,1
a166,0,1
a167,1,0
a168,0,0
a172,1,1
a174,1,1
a177,0,1
a178,0,1
a181,0,1
a183,0,1
a185,0,1
a186,1,1
a187,1,0
a193,1,1
a194,0,0
a195,1,0
a197,0,0
a199,1,1
a200,0,1
a202,1,1
a203,1,1
a205,0,1
a206,0,1
a208,0,0
a209,0,0
a210,0,1
a211,0,1
a212,0,1
a214,1,0
a215,1,1
a216,0,1
a217,0,1
a218,1,0
a219,0,0
a220,1,1
a221,0,0
a222,0,1
a223,0,1
a225,0,1
a227,0,1
a229,0,1
a230,0,1
a231,1,1
a232,0,1
a234,1,1
a235,1,1
a236,1,1
a238,1,1
a239,0,1
a242,0,0
a243,0,1
a244,0,1
a245,0,0
a246,1,0
a248,1,1
a250,0,1
a252,1,1
a254,0,1
a255,0,1
a256,0,0
a258,0,1
a259,1,0
a260,1,1
a261,0,0
a265,0,1
a267,0,1
a270,0,0
a271,0,1
a272,0,0
a273,0,0
a274,0,1
a276,0,1
a277,1,1
a278,0,1
a11,0,0
a14,1,0
a16,1,1
a18,1,0
a22,0,1
a30,0,1
a33,1,1
a42,1,0
a43,1,1
a49,1,0
a54,1,1
a59,1,0
a63,1,1
a68,0,1
a81,1,1
a86,1,0
a89,1,1
a90,0,0
a94,1,1
a104,0,1
a118,0,0
a121,1,1
a124,0,1
a133,0,0
a137,0,1
a138,1,0
a141,0,0
a146,1,1
a147,1,0
a149,1,0
a152,0,1
a153,0,1
a169,1,0
a170,1,0
a171,0,1
a173,1,0
a175,1,1
a179,0,1
a180,0,1
a182,0,0
a184,0,1
a190,1,0
a196,1,0
a198,1,1
a204,0,1
a207,0,0
a213,0,1
a224,1,1
a228,0,1
a237,0,1
a240,1,0
a251,0,1
a253,1,0
a257,1,1
a262,1,1
a263,0,1
a264,1,1
a268,0,1
a275,1,1
a279,0,1
a12,1,0
a37,1,1
a41,1,0
a47,0,1
a53,0,0
a56,1,1
a67,1,1
a71,0,0
a73,1,1
a76,0,0
a113,1,1
a122,0,1
a123,1,0
a140,0,1
a148,0,1
a162,1,1
a188,0,1
a191,1,1
a233,0,1
a247,0,1
a249,0,1
a280,1,1
a1,1,1
a31,0,0
a45,1,1
a46,0,1
a72,1,0
a95,1,1
a100,1,1
a176,1,0
a189,0,1
a201,0,1
a40,1,1
a241,0,1
a266,0,1
a13,1,0
a116,0,1
a192,1,1
a226,1,1
a269,0,1
a134,0,1
