Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,0
a2,0,1
a3,1,1
a5,1,1
a12,1,0
a13,0,0
a15,0,0
a17,1,0
a18,0,1
a19,1,0
a20,1,0
a21,0,0
a22,0,0
a23,1,0
a24,0,0
a27,0,0
a28,0,1
a32,0,1
a35,1,0
a36,0,0
a37,0,1
a40,0,1
a42,1,1
a45,0,0
a49,0,1
a51,1,0
a52,0,0
a54,1,0
a57,0,0
a58,1,1
a59,1,0
a65,1,1
a66,1,0
a72,0,0
a77,0,0
a78,0,0
a79,1,0
a81,0,0
a83,1,1
a84,0,1
a87,0,1
a90,0,0
a94,1,0
a95,1,0
a97,1,0
a98,0,0
a99,0,0
a102,0,0
a103,0,1
a104,1,1
a106,0,1
a108,0,0
a109,0,1
a111,0,0
a113,0,0
a114,1,0
a115,1,1
a116,0,0
a118,0,0
a119,0,1
a120,0,0
a125,0,0
a0,1,1
a4,0,1
a7,1,1
a9,1,1
a11,0,0
a30,1,0
a31,1,1
a33,0,1
a34,1,1
a47,0,0
a53,0,1
a62,1,0
a63,1,1
a67,0,1
a70,1,0
a73,1,0
a74,1,1
a82,0,0
a85,1,0
a86,0,0
a91,0,0
a100,0,0
a110,1,0
a112,0,0
a117,0,1
a124,1,1
a8,1,1
a14,1,1
a44,0,0
a46,0,0
a48,1,1
a55,1,1
a56,1,0
a64,0,1
a69,1,0
a71,0,0
a75,0,0
a76,1,1
a80,1,0
a105,0,0
a107,1,0
a16,0,0
a26,1,0
a38,1,0
a39,1,0
a43,0,1
a61,0,1
a68,0,0
a88,0,0
a89,0,0
a92,1,0
a93,1,0
a101,0,0
a123,1,1
a6,1,1
a10,1,1
a29,0,1
a41,1,0
a50,0,1
a96,0,1
a121,1,1
a25,0,0
a122,0,0
a60,0,0
