Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,0
a2,1,1
a3,1,0
a4,0,0
a6,1,0
a7,1,1
a8,1,0
a13,1,0
a14,1,1
a15,1,0
a16,1,0
a17,0,1
a18,1,0
a19,1,0
a20,1,0
a21,1,1
a22,1,0
a24,0,0
a25,1,1
a26,0,0
a27,1,1
a29,1,1
a30,0,1
a31,1,1
a34,1,0
a35,1,0
a37,1,0
a41,1,0
a42,0,0
a43,1,0
a44,1,1
a45,1,0
a48,0,1
a51,0,0
a52,1,0
a57,1,0
a58,1,0
a60,1,1
a61,0,0
a63,1,0
a64,0,1
a65,1,0
a66,1,1
a67,1,0
a69,1,0
a70,1,0
a73,0,1
a75,1,1
a77,0,1
a78,1,0
a80,1,0
a81,0,0
a82,1,0
a84,1,1
a85,0,0
a86,1,0
a87,1,0
a88,1,1
a90,0,0
a91,1,0
a92,1,0
a94,0,0
a95,1,0
a97,1,0
a98,1,1
a99,0,1
a102,0,0
a108,1,0
a110,0,0
a111,1,0
a113,1,0
a114,1,0
a117,1,0
a118,0,0
a119,1,0
a120,0,1
a123,1,0
a124,1,0
a0,1,0
a10,1,0
a11,0,0
a33,1,0
a36,1,0
a40,0,0
a47,1,0
a49,1,0
a50,1,0
a56,0,0
a59,0,1
a62,1,0
a68,0,0
a71,1,0
a72,1,0
a76,0,0
a83,1,0
a89,1,0
a93,1,0
a96,1,0
a100,0,0
a103,1,0
a106,1,0
a107,1,0
a109,1,0
a112,1,1
a115,1,0
a116,1,0
a121,0,0
a5,1,0
a9,1,0
a28,1,0
a39,1,0
a54,1,0
a101,1,0
a104,1,1
a46,1,1
a53,1,0
a55,1,0
a105,1,0
a12,0,1
a32,1,0
a122,0,1
a38,1,1
a74,1,0
a23,1,0
a79,1,0
