Argument,In_Stability_Impact,Out_Stability_Impact
a3,0,0
a4,1,1
a5,0,1
a7,0,1
a9,1,1
a11,0,0
a13,0,0
a14,1,0
a15,0,1
a17,1,1
a18,0,1
a19,0,0
a20,1,1
a22,1,1
a23,0,1
a25,1,0
a26,1,0
a28,1,0
a37,1,1
a38,1,0
a40,1,1
a42,1,1
a43,1,1
a44,1,0
a45,1,0
a47,0,1
a48,1,0
a52,0,0
a54,1,0
a55,0,0
a56,0,1
a58,1,1
a61,1,0
a64,0,0
a65,0,0
a67,0,1
a68,1,0
a70,1,0
a71,0,0
a74,1,1
a75,0,0
a76,1,0
a77,0,0
a78,0,0
a79,0,0
a82,1,1
a84,1,0
a86,1,0
a87,0,1
a90,0,1
a94,1,1
a98,1,1
a99,1,1
a102,0,0
a103,1,0
a109,0,1
a110,1,0
a111,1,0
a113,1,0
a115,0,1
a116,1,1
a118,0,1
a120,0,0
a121,0,1
a125,0,0
a126,0,1
a128,0,1
a129,0,1
a130,1,0
a0,1,1
a1,1,1
a6,1,0
a8,0,1
a10,1,0
a21,1,0
a29,1,0
a30,1,1
a31,1,1
a34,1,0
a35,0,0
a36,1,0
a39,1,0
a46,0,1
a49,1,0
a50,1,1
a51,0,0
a59,0,0
a63,0,0
a66,0,0
a69,0,0
a72,1,0
a73,1,1
a80,0,1
a81,1,1
a83,0,1
a85,0,1
a89,1,1
a91,1,0
a92,0,0
a95,1,0
a96,1,0
a97,0,0
a100,1,0
a101,1,0
a104,0,0
a106,0,1
a107,0,1
a108,0,1
a112,0,1
a114,1,1
a117,0,0
a119,0,1
a122,0,1
a2,1,0
a24,0,1
a27,1,0
a32,1,0
a41,1,1
a53,0,1
a62,1,0
a88,0,1
a123,0,0
a124,0,0
a127,1,1
a12,0,0
a16,1,1
a33,0,0
a57,1,0
a60,1,0
a105,0,0
a93,1,1
