Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,0
a2,1,1
a4,0,0
a5,1,0
a7,0,0
a10,1,0
a12,1,1
a14,1,0
a16,1,0
a17,0,0
a18,1,0
a20,1,0
a21,1,0
a22,1,0
a25,1,0
a26,1,0
a29,1,0
a30,1,0
a33,1,0
a35,1,0
a36,1,0
a38,1,1
a39,0,0
a41,1,0
a42,1,1
a43,1,1
a44,1,0
a45,1,0
a47,0,0
a49,0,0
a51,1,0
a52,0,0
a54,0,0
a55,1,0
a56,1,0
a57,1,1
a58,0,0
a61,1,0
a63,0,0
a64,1,0
a67,1,1
a69,0,0
a73,1,0
a74,0,0
a78,1,0
a80,0,0
a83,0,0
a85,0,1
a86,0,1
a88,0,0
a89,0,0
a91,1,0
a92,1,0
a93,0,0
a95,1,1
a96,1,0
a97,1,0
a98,1,0
a99,1,0
a101,1,0
a102,1,0
a3,1,0
a6,1,1
a8,0,0
a9,0,1
a11,1,0
a15,1,1
a19,0,1
a24,1,0
a28,0,0
a40,1,0
a46,1,0
a53,1,0
a59,0,0
a66,1,0
a68,1,0
a70,0,0
a72,0,1
a75,1,0
a76,0,1
a77,0,1
a79,1,0
a81,1,0
a82,1,0
a90,0,1
a100,1,0
a103,1,0
a0,1,0
a13,1,0
a32,1,0
a48,1,1
a50,1,0
a62,1,1
a84,0,0
a87,1,0
a104,0,0
a23,1,0
a27,1,0
a31,1,1
a34,1,0
a37,1,0
a60,0,0
a71,1,1
a94,1,0
a65,1,0
