Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a5,1,0
a6,1,0
a9,1,0
a10,0,0
a13,0,1
a15,1,0
a18,1,0
a19,0,0
a22,1,0
a23,1,1
a25,0,1
a27,1,0
a28,1,1
a29,0,0
a31,1,0
a33,0,1
a37,1,1
a38,1,0
a39,0,0
a40,1,1
a41,1,0
a43,0,0
a46,0,0
a48,0,0
a49,1,0
a50,1,1
a51,1,0
a53,0,0
a54,1,0
a55,1,0
a56,0,0
a59,0,0
a60,1,1
a61,1,0
a63,1,0
a66,0,1
a67,0,0
a68,1,0
a69,1,0
a70,1,0
a71,1,0
a74,0,0
a75,1,0
a76,1,0
a78,1,0
a80,1,1
a81,1,0
a82,1,0
a83,1,1
a84,0,1
a86,0,0
a87,1,0
a88,1,0
a89,1,0
a93,0,0
a96,0,1
a97,1,0
a101,0,0
a102,1,0
a111,1,0
a112,0,0
a116,1,0
a117,1,0
a118,1,1
a3,1,1
a7,1,1
a14,0,0
a17,0,1
a20,1,0
a21,1,1
a24,1,1
a26,1,0
a32,1,0
a34,1,0
a36,0,0
a42,0,1
a45,1,1
a52,1,0
a57,1,1
a58,1,0
a64,0,1
a65,1,1
a72,0,0
a77,1,0
a85,1,0
a90,1,0
a91,1,0
a92,1,0
a95,0,0
a98,1,0
a99,0,0
a100,1,0
a103,1,0
a104,1,0
a107,1,0
a108,1,1
a109,1,0
a110,1,1
a114,1,0
a115,0,0
a119,1,0
a2,1,0
a8,0,0
a11,1,1
a16,1,1
a30,1,0
a44,0,0
a47,1,0
a62,1,0
a79,1,0
a105,1,1
a94,1,0
a106,0,0
a113,1,0
a1,0,1
a12,0,1
a35,1,0
a4,1,0
a73,1,1
