Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a2,0,1
a3,0,0
a6,0,1
a7,0,1
a10,0,0
a11,1,1
a13,1,0
a14,0,1
a17,1,1
a18,1,0
a20,1,0
a22,1,0
a24,1,0
a25,1,0
a26,1,1
a27,1,1
a28,1,1
a29,0,1
a30,0,1
a33,1,1
a35,0,0
a40,1,0
a41,0,1
a42,1,0
a43,1,0
a44,0,0
a47,0,0
a49,1,1
a50,0,0
a51,1,0
a56,0,0
a57,1,1
a58,1,1
a63,1,0
a65,1,0
a66,0,0
a67,1,0
a68,1,1
a69,1,1
a71,0,1
a72,0,1
a73,1,0
a76,1,1
a77,0,0
a80,1,0
a82,1,1
a83,0,0
a84,1,0
a85,0,1
a86,0,1
a87,1,1
a88,1,0
a91,1,1
a93,1,1
a94,0,1
a96,1,1
a97,0,0
a100,1,0
a101,1,0
a102,1,1
a104,0,1
a106,1,0
a109,1,0
a110,1,1
a111,1,0
a112,0,0
a113,1,0
a115,0,0
a117,0,1
a119,0,1
a121,1,0
a122,1,0
a123,0,1
a124,0,0
a125,1,1
a127,1,1
a133,1,0
a134,1,1
a136,1,0
a139,1,0
a140,0,0
a142,1,1
a143,1,0
a144,1,0
a150,0,0
a151,1,1
a152,0,0
a154,0,0
a155,1,0
a156,1,1
a157,1,1
a158,0,0
a160,1,0
a161,1,0
a163,0,0
a164,0,1
a165,1,0
a167,0,0
a168,1,0
a169,1,1
a170,0,1
a172,0,0
a173,0,1
a175,0,1
a177,0,0
a179,0,1
a181,0,1
a182,0,0
a183,1,1
a185,1,1
a186,0,0
a187,1,0
a188,1,0
a189,0,1
a190,1,1
a192,0,1
a195,0,1
a196,0,1
a197,0,0
a198,0,1
a199,1,1
a200,0,0
a202,1,0
a205,0,1
a207,1,1
a214,1,1
a215,1,1
a218,1,0
a219,0,1
a220,0,1
a221,0,0
a231,0,1
a232,0,1
a233,0,1
a235,0,1
a236,1,1
a238,0,0
a239,1,1
a240,0,0
a242,1,0
a243,1,1
a244,1,0
a247,1,0
a248,0,0
a249,0,0
a252,1,1
a253,0,0
a257,0,0
a260,1,0
a265,1,0
a266,1,0
a267,1,1
a268,0,0
a270,1,1
a273,1,1
a274,1,0
a275,0,0
a276,0,1
a277,1,0
a279,0,0
a283,0,1
a284,1,1
a285,0,1
a9,0,0
a12,1,0
a16,1,1
a19,1,1
a23,1,1
a31,1,0
a32,0,1
a34,1,1
a37,1,1
a39,1,1
a46,1,0
a48,0,0
a52,0,1
a53,1,0
a54,0,1
a60,0,0
a62,0,1
a70,0,0
a92,0,1
a95,1,0
a99,0,1
a108,1,0
a114,0,0
a118,1,1
a120,0,0
a126,1,1
a130,0,1
a131,1,1
a138,0,1
a141,1,1
a148,0,1
a149,0,0
a153,0,0
a159,1,0
a162,0,0
a166,0,0
a174,1,0
a180,1,1
a194,0,0
a201,0,1
a206,0,0
a208,1,1
a212,1,0
a213,0,1
a216,1,1
a217,0,0
a222,0,1
a224,0,0
a226,1,0
a227,0,1
a228,0,1
a230,0,1
a234,0,1
a241,1,0
a245,0,0
a250,0,0
a251,0,0
a255,1,0
a258,0,0
a262,0,1
a263,0,1
a271,1,1
a278,0,1
a281,1,1
a282,0,1
a5,1,0
a8,0,0
a45,0,0
a55,0,1
a64,1,1
a74,0,0
a79,1,0
a90,1,0
a116,1,0
a128,1,0
a137,0,0
a145,1,0
a146,1,0
a203,0,1
a209,0,0
a210,0,0
a211,1,0
a225,0,1
a229,0,1
a254,0,0
a261,0,0
a264,1,0
a269,1,0
a280,0,0
a4,0,1
a15,0,1
a38,0,0
a81,1,0
a89,0,1
a103,1,0
a105,1,0
a107,0,0
a129,1,0
a135,0,0
a178,0,1
a223,0,0
a259,0,1
a1,1,1
a36,0,1
a59,1,1
a61,1,0
a78,1,1
a147,1,0
a171,0,0
a191,0,1
a193,0,0
a204,0,0
a237,1,0
a75,1,0
a132,0,0
a256,0,0
a98,1,0
a176,0,1
a184,0,1
a246,0,1
a21,1,1
a272,0,0
