Argument,In_Stability_Impact,Out_Stability_Impact
a6,1,0
a8,1,0
a11,0,0
a14,0,0
a18,1,1
a20,1,0
a21,1,0
a22,1,1
a29,1,0
a30,1,1
a33,1,0
a35,1,1
a36,1,0
a37,1,0
a38,1,0
a39,0,1
a41,0,0
a44,1,0
a45,1,0
a46,1,0
a48,0,1
a50,0,1
a51,0,1
a52,0,1
a54,0,0
a55,1,0
a57,1,1
a58,1,0
a60,0,1
a65,1,0
a67,1,0
a69,1,0
a73,0,1
a74,0,1
a75,0,1
a76,1,0
a77,0,1
a78,0,0
a79,0,1
a81,1,1
a82,0,1
a83,0,0
a87,1,0
a88,1,0
a92,1,1
a93,0,1
a94,0,0
a95,1,0
a98,1,1
a100,0,0
a108,0,0
a110,1,1
a115,1,0
a116,0,0
a119,1,0
a120,0,1
a121,0,0
a123,1,0
a125,0,0
a126,0,0
a127,0,1
a129,1,1
a132,1,0
a0,1,1
a1,0,1
a2,0,1
a5,0,0
a7,0,1
a9,1,1
a10,0,1
a13,1,0
a17,0,1
a23,0,0
a24,1,0
a26,0,1
a32,0,0
a40,0,0
a43,1,1
a47,1,1
a53,1,1
a56,0,1
a63,0,0
a64,1,1
a66,0,1
a68,0,1
a71,1,1
a72,0,1
a80,1,1
a84,0,0
a89,1,1
a90,1,0
a91,1,1
a96,0,1
a101,1,0
a102,1,0
a103,0,1
a104,0,1
a105,0,1
a106,1,0
a107,1,1
a112,1,0
a114,1,1
a117,0,0
a118,0,1
a130,0,1
a131,0,1
a133,0,0
a3,1,0
a4,1,1
a15,1,1
a16,1,1
a19,0,0
a25,0,1
a28,0,1
a31,0,0
a42,1,0
a49,1,0
a59,1,1
a61,0,1
a70,1,0
a86,0,0
a109,0,0
a113,0,1
a122,0,1
a124,0,0
a128,1,0
a135,0,0
a27,1,0
a34,1,1
a62,0,0
a111,1,1
a134,1,1
a85,0,1
a99,0,0
a12,0,1
a97,1,1
