Argument,In_Stability_Impact,Out_Stability_Impact
a2,1,1
a3,1,0
a4,1,1
a5,1,0
a8,1,0
a9,1,1
a10,1,1
a11,1,1
a13,1,0
a14,1,1
a16,1,1
a22,1,1
a23,1,0
a24,1,1
a30,1,1
a34,1,1
a35,1,0
a36,1,0
a40,1,0
a41,1,1
a42,1,1
a44,1,1
a45,1,1
a47,0,0
a48,1,1
a52,1,0
a54,1,1
a55,1,1
a57,1,0
a58,1,0
a63,1,1
a65,1,0
a0,1,0
a15,0,1
a17,1,0
a19,1,0
a21,1,1
a26,1,1
a29,1,0
a31,1,1
a32,1,0
a37,1,0
a38,1,0
a39,1,1
a46,1,0
a49,1,1
a50,1,1
a56,1,1
a59,1,1
a60,1,1
a62,1,0
a1,1,1
a7,1,0
a18,1,0
a20,1,1
a51,1,1
a53,1,0
a61,1,1
a64,1,1
a12,1,1
a28,1,1
a33,1,1
a27,1,1
a25,1,0
a6,1,1
a43,1,0
