Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,1
a1,1,1
a2,0,1
a3,0,1
a4,0,1
a6,1,1
a14,1,0
a16,1,1
a17,1,0
a19,1,1
a20,1,1
a21,1,0
a22,0,0
a23,0,1
a24,0,0
a27,1,1
a29,1,1
a35,1,0
a38,0,0
a39,1,0
a40,1,1
a41,0,0
a42,1,0
a44,1,0
a46,0,0
a47,0,0
a49,0,0
a51,0,0
a52,0,0
a55,1,1
a56,0,1
a57,1,0
a58,1,0
a59,0,1
a60,1,1
a61,0,0
a62,1,0
a64,1,1
a65,1,0
a67,1,1
a69,0,1
a71,0,1
a73,1,0
a74,1,1
a76,1,1
a77,1,0
a78,1,1
a80,0,0
a81,0,1
a83,1,0
a84,0,1
a85,0,0
a86,0,1
a91,1,0
a92,1,0
a93,0,0
a95,1,1
a96,1,0
a98,1,0
a102,0,1
a105,1,0
a106,1,1
a107,1,0
a109,0,1
a110,0,0
a111,0,0
a113,0,0
a115,1,0
a117,1,1
a118,0,1
a119,1,0
a120,1,1
a122,1,1
a123,0,0
a124,1,1
a125,1,0
a126,1,1
a127,0,0
a128,0,0
a129,1,0
a130,1,0
a132,1,1
a133,1,0
a134,0,1
a136,1,0
a137,0,1
a138,1,1
a139,0,1
a140,0,0
a141,0,1
a142,1,0
a143,1,0
a144,1,0
a145,1,0
a146,1,0
a147,1,0
a148,1,1
a150,1,1
a151,0,0
a152,0,1
a153,1,1
a156,0,1
a157,1,0
a158,1,0
a159,0,0
a165,1,0
a166,0,1
a167,1,1
a168,0,1
a169,1,0
a170,1,0
a172,0,1
a173,0,1
a175,1,0
a176,0,1
a179,0,1
a182,0,0
a183,1,0
a184,0,0
a185,1,1
a186,1,1
a188,0,0
a189,0,1
a192,0,0
a193,0,1
a194,0,1
a195,0,1
a196,0,0
a197,1,0
a199,0,1
a200,0,1
a201,1,0
a202,0,1
a203,0,1
a205,1,1
a206,1,1
a208,1,0
a209,0,1
a211,0,1
a214,1,0
a215,0,0
a217,1,1
a218,1,1
a219,0,0
a220,0,1
a221,0,1
a223,1,0
a224,1,1
a226,0,1
a227,0,1
a232,1,0
a234,0,1
a236,0,1
a238,0,1
a239,1,1
a240,1,1
a244,0,1
a248,1,1
a250,0,1
a251,1,0
a253,1,1
a255,1,1
a256,0,0
a257,0,0
a258,0,1
a262,1,1
a264,0,1
a265,0,1
a266,1,0
a268,0,0
a269,0,1
a272,0,1
a273,0,1
a275,0,1
a276,0,1
a277,0,1
a280,0,1
a281,1,0
a283,1,1
a286,0,1
a287,0,0
a290,0,1
a296,1,0
a298,1,1
a300,1,0
a301,1,1
a303,0,0
a304,0,0
a305,0,0
a306,1,1
a308,1,0
a309,1,1
a310,1,0
a5,0,1
a7,1,1
a8,1,0
a9,1,0
a10,0,1
a12,1,1
a25,0,0
a26,1,0
a32,1,1
a33,1,1
a37,1,1
a43,1,1
a48,0,0
a54,1,1
a68,0,0
a75,0,0
a90,0,1
a94,1,1
a99,1,1
a101,1,1
a103,1,1
a104,1,1
a112,1,0
a116,1,1
a131,0,1
a135,1,1
a149,0,0
a154,0,1
a155,1,0
a160,1,0
a161,0,1
a174,0,0
a181,0,0
a210,1,0
a222,1,1
a228,1,0
a230,1,1
a235,1,1
a237,0,1
a245,0,1
a246,0,0
a247,1,1
a259,1,1
a260,1,1
a261,1,0
a263,0,0
a270,1,0
a285,1,0
a288,0,0
a291,0,1
a292,1,1
a295,0,1
a297,0,1
a302,1,0
a15,1,1
a18,0,0
a31,1,0
a34,1,0
a36,1,0
a45,0,0
a50,0,0
a53,1,0
a63,0,1
a70,1,1
a79,0,0
a82,0,1
a88,0,1
a89,1,1
a97,1,0
a100,1,0
a108,1,0
a114,1,1
a163,0,0
a164,0,0
a178,1,1
a187,0,0
a204,1,0
a207,1,1
a212,1,1
a225,0,0
a231,1,0
a241,0,0
a252,0,0
a254,0,1
a274,0,0
a278,0,0
a279,0,1
a284,0,1
a289,1,0
a293,0,0
a307,0,1
a11,1,0
a13,1,1
a28,1,1
a30,1,1
a66,0,0
a87,1,1
a177,0,1
a180,1,0
a191,1,1
a198,0,0
a213,1,0
a249,1,0
a267,1,0
a271,0,1
a282,1,1
a299,0,1
a72,1,1
a121,1,0
a190,0,0
a242,0,1
a243,0,1
a294,1,1
a233,1,0
a162,0,1
a171,1,1
a216,0,0
a229,0,0
