Argument,In_Stability_Impact,Out_Stability_Impact
a2,1,1
a10,1,1
a12,0,0
a13,1,0
a14,0,1
a18,1,0
a20,0,1
a21,1,1
a23,1,0
a25,1,1
a26,1,1
a29,1,1
a30,1,1
a35,0,1
a36,0,1
a39,1,0
a40,1,0
a41,1,1
a42,0,0
a43,1,1
a44,0,0
a45,0,0
a46,1,0
a48,1,1
a49,0,1
a50,1,0
a51,0,1
a52,0,0
a53,1,1
a55,1,0
a56,1,0
a58,0,0
a59,0,0
a61,0,0
a62,1,0
a63,1,0
a65,0,1
a67,1,0
a68,1,0
a69,0,1
a70,0,1
a73,0,0
a74,1,0
a81,1,0
a82,1,0
a83,0,1
a85,0,1
a86,0,0
a87,1,1
a89,1,0
a90,0,0
a92,1,1
a95,0,1
a96,1,0
a97,1,0
a98,1,0
a99,0,1
a101,1,1
a103,0,1
a105,1,0
a106,1,1
a108,1,0
a109,1,0
a110,0,1
a115,1,0
a116,1,0
a117,0,1
a119,1,1
a120,0,0
a122,0,1
a123,1,0
a124,0,1
a125,0,0
a129,1,1
a130,0,0
a134,0,0
a135,1,0
a138,1,0
a139,0,0
a140,1,1
a143,0,1
a147,1,0
a148,0,1
a155,1,1
a156,1,1
a157,0,0
a158,0,0
a159,0,0
a160,0,1
a161,1,0
a162,1,1
a163,1,0
a164,0,0
a165,1,1
a169,1,0
a170,1,0
a171,1,0
a174,0,0
a177,0,0
a178,0,1
a179,1,1
a180,1,0
a183,0,1
a185,0,0
a188,0,0
a189,1,0
a190,1,0
a191,0,0
a193,0,1
a194,1,1
a197,1,0
a198,1,0
a199,0,0
a200,1,0
a202,0,1
a203,1,1
a204,0,1
a206,0,0
a208,0,0
a209,0,0
a215,1,1
a218,0,0
a221,1,1
a222,1,1
a223,0,1
a226,0,0
a228,0,0
a229,0,1
a231,0,0
a234,0,0
a236,1,1
a238,1,1
a239,0,0
a242,0,1
a243,1,0
a244,1,1
a245,1,0
a246,1,1
a248,1,0
a249,0,1
a250,0,0
a0,1,1
a1,0,1
a3,1,0
a5,0,0
a6,0,1
a7,0,1
a15,1,1
a24,1,0
a28,1,1
a31,0,0
a32,1,1
a33,1,0
a34,1,1
a37,1,0
a38,1,0
a47,1,0
a57,1,1
a71,1,0
a72,1,0
a75,1,0
a88,0,0
a91,0,0
a100,0,1
a104,0,1
a112,0,0
a114,1,1
a126,0,0
a127,0,1
a131,0,0
a133,1,1
a137,0,0
a142,1,0
a145,0,1
a146,1,0
a149,1,1
a150,0,0
a153,0,1
a173,0,0
a176,1,0
a181,0,0
a186,0,0
a192,1,0
a205,0,1
a211,0,0
a217,1,0
a230,0,1
a232,0,1
a233,0,0
a235,0,1
a240,0,1
a241,0,1
a247,1,0
a8,1,1
a11,1,1
a16,0,0
a17,0,1
a27,0,1
a54,0,1
a60,1,1
a64,0,1
a66,1,0
a76,0,1
a78,1,0
a79,0,0
a84,1,0
a93,1,1
a102,1,1
a107,0,0
a121,1,1
a128,0,1
a151,1,0
a168,1,1
a175,0,0
a182,0,1
a184,1,0
a196,1,1
a201,1,0
a213,0,0
a214,0,1
a216,1,1
a219,1,1
a220,1,0
a227,1,1
a237,0,0
a77,1,1
a80,1,0
a94,1,1
a113,1,0
a132,0,0
a144,0,0
a152,1,0
a166,1,0
a187,0,0
a207,0,0
a224,0,0
a9,1,0
a19,1,1
a22,0,1
a136,0,0
a141,1,0
a167,1,0
a195,1,0
a4,0,0
a118,0,1
a154,0,1
a172,1,1
a212,1,0
a111,1,0
a225,0,0
a210,0,0
