Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a3,1,1
a5,1,1
a10,1,0
a15,1,0
a19,1,0
a20,1,1
a21,1,1
a25,1,0
a26,1,1
a29,1,0
a33,1,1
a34,1,1
a36,1,0
a37,1,1
a38,1,0
a41,1,0
a42,1,1
a45,1,1
a46,1,1
a48,1,1
a49,1,1
a56,1,1
a58,1,1
a61,1,1
a64,1,0
a65,1,1
a66,1,1
a67,1,0
a69,1,1
a70,1,1
a71,1,0
a72,1,0
a73,1,0
a76,1,1
a80,1,1
a1,0,1
a2,1,1
a6,1,1
a11,1,1
a13,1,1
a17,1,1
a18,1,0
a22,1,1
a24,1,1
a28,1,1
a30,1,0
a35,1,0
a39,1,1
a44,1,1
a47,1,1
a50,1,1
a53,1,0
a57,1,1
a59,1,1
a63,1,0
a75,1,0
a77,1,1
a78,1,1
a7,1,0
a8,1,1
a9,1,1
a12,1,0
a14,1,0
a23,1,1
a31,1,1
a32,1,1
a43,1,1
a54,1,1
a60,1,0
a68,1,1
a4,1,1
a40,1,1
a51,1,1
a52,1,1
a55,1,1
a62,1,0
a74,1,1
a79,1,1
a16,1,1
a27,1,1
