Argument,In_Stability_Impact,Out_Stability_Impact
a2,1,0
a4,1,0
a5,1,1
a6,0,0
a7,0,0
a11,1,0
a12,1,0
a13,0,0
a14,0,0
a16,1,1
a17,0,0
a18,1,0
a19,0,1
a21,0,0
a22,1,0
a27,0,1
a28,1,0
a29,1,0
a30,0,0
a32,0,0
a34,0,0
a36,1,0
a38,1,0
a41,0,0
a51,1,0
a55,1,1
a57,0,0
a58,1,0
a59,1,0
a1,1,1
a8,1,0
a9,1,0
a15,1,1
a23,0,0
a24,0,0
a25,1,0
a31,0,1
a33,0,0
a35,0,1
a40,1,0
a43,0,1
a46,1,0
a50,0,0
a53,0,0
a56,1,0
a10,1,0
a20,1,0
a26,1,0
a37,1,0
a44,1,0
a45,0,0
a47,0,1
a48,1,0
a49,1,0
a0,0,1
a3,0,0
a42,0,0
a52,1,1
a54,1,1
a39,1,0
