Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a2,0,0
a3,1,0
a4,1,0
a5,1,0
a6,1,1
a7,1,0
a9,0,0
a10,0,0
a11,1,0
a13,0,1
a16,1,0
a18,1,0
a19,1,0
a21,1,0
a25,1,0
a28,1,0
a30,1,0
a32,1,0
a34,0,1
a35,0,0
a36,0,1
a38,1,0
a40,1,0
a42,0,1
a43,1,0
a45,1,0
a47,1,0
a48,0,1
a49,0,0
a50,0,0
a51,1,0
a56,0,0
a57,0,0
a58,0,1
a59,1,0
a1,1,0
a8,1,1
a12,0,0
a14,0,0
a15,0,1
a17,1,0
a20,1,0
a24,0,0
a27,0,0
a29,1,0
a33,1,0
a39,0,0
a41,1,0
a44,1,0
a52,1,0
a54,0,1
a55,1,1
a22,0,0
a23,1,0
a53,0,1
a26,1,0
a37,1,0
a46,1,0
a31,1,0
