Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,1
a5,1,0
a8,0,0
a9,0,0
a10,1,0
a12,1,0
a14,1,0
a17,0,0
a20,1,1
a23,1,1
a24,0,1
a25,0,0
a26,0,1
a27,0,0
a29,1,1
a30,0,0
a31,1,0
a33,0,1
a34,1,1
a39,0,0
a41,1,1
a42,0,0
a43,0,1
a44,1,1
a47,1,1
a48,0,0
a49,1,0
a50,1,1
a51,1,1
a52,0,0
a54,1,1
a55,1,0
a57,1,0
a58,0,0
a64,0,0
a65,0,1
a66,1,1
a72,1,1
a73,0,1
a74,0,1
a75,0,0
a76,1,0
a78,1,1
a79,1,0
a80,0,0
a81,0,1
a82,0,1
a83,0,1
a2,0,0
a3,0,1
a6,1,0
a11,1,0
a13,0,0
a15,0,0
a16,1,1
a18,1,1
a22,0,1
a32,1,1
a35,0,0
a37,1,1
a38,0,0
a40,1,0
a46,1,1
a53,0,1
a56,0,1
a59,0,1
a60,0,1
a63,1,1
a67,1,1
a70,0,1
a71,0,0
a85,0,0
a4,1,1
a19,0,0
a21,0,1
a28,1,0
a36,1,0
a45,1,1
a68,0,1
a84,1,1
a0,1,0
a7,0,1
a61,1,0
a62,1,1
a69,1,1
a77,0,1
