Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a3,0,1
a5,0,1
a6,1,0
a7,1,0
a12,0,0
a13,1,1
a14,1,1
a16,1,1
a17,0,1
a18,1,0
a20,1,1
a21,1,0
a22,1,0
a24,1,0
a25,1,1
a26,1,1
a27,1,1
a28,1,1
a31,0,1
a32,1,1
a33,0,0
a34,0,0
a37,1,1
a40,0,1
a41,1,0
a42,0,1
a43,1,0
a44,0,1
a45,1,0
a46,0,0
a47,1,0
a49,1,1
a53,1,1
a54,0,1
a55,1,1
a56,0,1
a57,1,0
a60,1,0
a61,0,1
a63,1,1
a64,1,1
a65,1,1
a66,0,0
a67,1,1
a70,0,1
a71,1,0
a72,1,0
a74,1,0
a75,1,0
a77,0,1
a79,1,0
a82,0,1
a83,0,1
a85,0,0
a86,1,1
a92,0,1
a95,1,0
a96,0,1
a97,0,0
a98,0,0
a99,1,1
a100,1,0
a102,1,1
a103,1,1
a105,1,1
a108,1,1
a110,0,0
a113,1,0
a118,0,0
a120,1,1
a121,1,0
a122,0,1
a124,0,0
a125,0,0
a126,1,0
a128,1,0
a131,1,0
a132,0,0
a133,1,0
a134,1,0
a138,0,1
a139,1,1
a142,0,1
a143,0,1
a144,1,1
a146,1,1
a149,1,1
a150,0,1
a151,1,1
a152,0,0
a154,0,0
a155,0,0
a157,0,1
a158,0,1
a160,1,1
a161,0,1
a162,1,0
a163,0,0
a165,1,0
a167,1,1
a168,1,0
a169,0,1
a170,0,0
a171,0,1
a173,0,0
a175,0,0
a176,1,0
a179,0,1
a180,0,1
a182,0,0
a183,1,0
a184,1,1
a188,0,1
a189,0,1
a190,1,0
a191,1,1
a192,0,0
a193,0,1
a194,0,1
a196,1,1
a198,0,1
a199,0,1
a200,0,1
a202,0,0
a205,1,0
a206,1,1
a208,0,1
a212,0,0
a213,1,1
a216,1,0
a217,0,1
a223,1,1
a224,0,1
a225,0,1
a226,0,1
a227,0,1
a228,1,0
a230,1,1
a231,1,0
a232,1,1
a234,0,1
a236,0,0
a238,1,1
a239,0,1
a240,1,1
a241,1,1
a242,1,1
a244,1,0
a245,1,1
a246,0,1
a247,1,1
a248,0,0
a249,1,0
a250,0,0
a252,1,1
a255,0,1
a256,0,1
a260,1,1
a261,0,0
a263,1,1
a267,0,1
a268,1,0
a270,0,0
a272,0,1
a273,0,0
a275,0,1
a276,0,0
a277,0,1
a278,1,1
a279,1,1
a280,0,1
a283,0,1
a287,1,0
a289,0,1
a290,1,1
a293,0,0
a294,0,1
a296,0,1
a299,0,0
a300,1,1
a301,1,0
a302,0,0
a304,0,1
a310,0,1
a311,0,0
a312,0,1
a314,0,1
a316,0,1
a318,0,1
a319,0,1
a320,0,1
a321,1,0
a322,0,0
a323,1,1
a329,0,0
a330,0,0
a331,1,1
a332,1,1
a333,0,1
a334,1,0
a336,1,1
a337,1,1
a339,1,0
a341,1,1
a345,0,1
a346,0,0
a347,1,1
a348,0,1
a349,1,0
a350,0,1
a2,1,1
a8,1,0
a10,1,0
a15,1,1
a19,0,0
a29,0,0
a35,0,1
a36,1,0
a38,1,0
a39,1,1
a48,1,1
a52,1,0
a59,1,0
a80,1,0
a81,0,0
a84,0,1
a87,1,1
a88,1,1
a89,0,1
a90,1,1
a93,1,1
a101,1,1
a106,0,1
a109,1,0
a114,1,0
a115,0,1
a117,1,0
a119,1,1
a127,1,0
a129,0,1
a130,0,1
a135,1,0
a136,0,1
a137,1,1
a141,0,1
a147,0,1
a148,1,1
a159,0,1
a164,0,1
a166,0,1
a172,1,1
a177,0,0
a178,1,0
a181,0,1
a186,1,1
a187,1,0
a209,0,1
a210,0,0
a214,0,1
a218,0,1
a222,1,1
a229,0,0
a233,0,1
a235,0,1
a237,0,1
a243,0,1
a254,1,0
a258,1,1
a262,1,1
a282,0,1
a284,1,1
a285,0,1
a286,0,1
a292,1,1
a295,0,0
a303,0,1
a306,0,0
a307,1,1
a324,1,0
a325,0,1
a327,0,1
a335,0,0
a342,0,1
a344,1,1
a0,0,1
a11,0,1
a62,0,1
a68,1,0
a91,1,0
a104,0,0
a107,0,1
a111,1,0
a112,0,1
a116,0,1
a123,1,1
a156,1,0
a185,1,1
a201,1,0
a204,1,1
a207,0,1
a211,1,0
a220,1,1
a259,0,1
a264,1,1
a265,1,1
a266,1,0
a271,0,0
a291,0,0
a297,0,0
a298,1,0
a305,0,1
a308,1,1
a313,0,1
a315,0,0
a317,0,1
a328,1,0
a4,0,1
a30,0,1
a50,0,1
a58,1,1
a69,1,0
a76,1,1
a94,0,1
a140,1,1
a145,1,1
a174,0,1
a195,0,1
a219,0,0
a221,0,0
a253,0,1
a269,0,1
a274,0,0
a288,0,1
a309,0,0
a338,0,1
a78,1,1
a203,0,1
a281,0,1
a340,1,1
a51,1,0
a153,1,1
a215,0,1
a343,0,1
a23,1,0
a326,0,1
a9,0,1
a73,0,1
a197,1,1
a251,0,1
a257,1,1
