Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a2,1,0
a3,1,1
a9,0,1
a11,1,0
a12,1,0
a14,1,0
a15,0,1
a16,0,1
a18,0,0
a21,1,1
a22,1,1
a23,1,1
a25,0,0
a26,0,1
a27,0,1
a29,0,1
a30,1,1
a31,0,0
a33,1,0
a34,1,0
a37,0,0
a38,0,1
a39,1,1
a40,0,1
a41,0,0
a42,0,0
a43,1,1
a46,1,1
a47,1,1
a49,0,0
a51,1,0
a54,0,0
a55,1,1
a56,1,0
a58,1,1
a59,0,1
a60,0,1
a61,0,0
a62,1,1
a64,1,1
a66,1,1
a68,0,0
a70,1,0
a74,1,1
a76,1,1
a80,0,0
a82,1,1
a83,0,0
a84,1,1
a89,0,1
a90,0,0
a96,0,1
a98,0,1
a101,0,0
a105,0,0
a107,0,1
a111,1,1
a112,0,0
a113,0,0
a114,0,1
a115,0,0
a117,0,0
a120,0,0
a121,0,0
a123,0,0
a124,1,0
a126,1,0
a129,0,1
a130,0,1
a131,0,0
a134,0,1
a135,0,1
a137,0,0
a140,0,1
a142,0,1
a143,0,1
a144,0,1
a145,1,1
a147,1,1
a148,0,1
a150,0,0
a151,1,1
a152,0,0
a153,0,0
a156,1,0
a157,0,1
a158,0,1
a160,0,1
a161,1,1
a162,1,0
a163,0,1
a164,0,1
a165,1,1
a166,0,1
a170,1,1
a5,1,1
a7,0,1
a8,0,1
a19,1,1
a24,1,0
a28,0,1
a35,0,1
a36,0,1
a44,0,1
a48,0,0
a50,0,0
a65,1,1
a67,0,0
a69,0,0
a72,0,0
a75,0,1
a78,0,0
a81,0,0
a86,0,0
a87,1,0
a91,0,0
a95,1,0
a100,1,0
a102,0,0
a103,1,0
a104,1,1
a106,0,0
a108,1,1
a109,1,0
a116,0,0
a125,0,1
a127,0,1
a128,0,1
a133,0,0
a136,1,1
a141,0,0
a154,0,1
a155,1,0
a159,1,0
a13,1,1
a45,1,1
a53,1,0
a71,1,1
a73,0,0
a79,1,0
a85,1,0
a88,0,0
a93,0,1
a94,0,0
a97,0,1
a99,0,0
a110,1,0
a118,0,1
a119,0,0
a122,1,0
a138,1,0
a146,0,1
a149,0,1
a167,1,0
a168,0,1
a169,0,0
a1,0,1
a6,1,1
a10,0,1
a20,0,1
a52,0,1
a77,0,1
a92,1,0
a132,0,0
a4,1,1
a57,0,1
a32,1,1
a63,0,1
a139,0,1
a17,1,0
