Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,1
a1,0,1
a2,1,0
a3,0,0
a5,1,0
a6,0,1
a8,1,0
a10,0,0
a11,1,1
a12,1,1
a13,1,1
a16,0,0
a19,0,1
a20,0,1
a22,0,0
a24,0,0
a29,1,0
a31,1,0
a32,1,0
a34,0,1
a35,1,1
a38,1,0
a39,0,0
a40,0,0
a42,0,0
a43,0,1
a45,1,1
a48,1,1
a49,0,0
a51,1,1
a53,0,1
a54,1,0
a56,1,1
a58,0,1
a59,1,0
a60,0,0
a62,1,0
a63,1,1
a64,1,1
a65,1,0
a68,0,0
a69,1,0
a70,0,0
a71,1,0
a74,1,0
a75,0,1
a76,0,0
a77,0,1
a80,1,1
a84,1,0
a86,0,0
a87,0,0
a93,1,0
a94,0,0
a95,0,0
a96,1,1
a100,1,1
a101,0,1
a102,0,0
a104,0,1
a106,0,1
a109,0,1
a114,1,1
a118,0,0
a120,0,0
a7,0,0
a14,1,0
a17,1,0
a21,1,0
a23,1,0
a27,0,0
a28,0,1
a30,0,1
a33,1,0
a36,0,0
a41,1,0
a44,1,0
a46,1,0
a55,1,0
a61,0,1
a79,1,1
a89,0,0
a91,0,0
a92,1,0
a97,1,1
a98,1,0
a99,0,0
a103,0,0
a107,1,0
a111,0,0
a112,0,0
a113,1,1
a119,0,1
a4,1,0
a15,1,0
a25,1,0
a37,1,0
a50,1,0
a52,1,0
a57,1,0
a66,0,0
a72,0,0
a82,1,0
a88,0,1
a90,0,1
a110,0,0
a115,0,0
a116,0,1
a9,1,1
a18,0,1
a67,1,0
a73,1,0
a78,0,1
a81,0,0
a83,0,0
a85,0,0
a105,1,0
a117,0,0
a47,0,0
a108,0,0
a26,1,0
