Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,0,0
a3,0,0
a4,0,1
a6,1,1
a10,0,1
a11,1,1
a13,1,1
a14,0,0
a15,1,0
a18,0,1
a20,1,0
a22,1,1
a25,0,0
a26,1,1
a27,0,1
a29,1,0
a32,1,0
a33,1,0
a35,1,1
a36,1,0
a38,1,1
a40,1,1
a42,1,1
a43,0,1
a44,0,0
a48,1,1
a49,1,0
a50,1,1
a51,1,1
a52,1,0
a54,1,0
a56,1,0
a57,1,1
a58,1,0
a61,1,1
a62,0,0
a64,0,0
a68,0,1
a69,1,1
a70,0,1
a72,0,1
a74,1,0
a79,0,1
a80,1,1
a81,0,0
a82,1,0
a84,0,1
a85,0,1
a86,1,1
a87,0,1
a88,1,1
a89,1,0
a90,1,1
a91,1,0
a92,0,0
a93,0,0
a97,0,0
a98,0,1
a99,0,0
a101,0,1
a103,1,1
a105,0,1
a107,1,0
a108,0,1
a110,1,0
a112,0,1
a113,0,1
a114,0,0
a115,0,0
a116,1,0
a125,0,0
a127,1,0
a130,1,1
a131,1,1
a133,0,0
a134,1,0
a137,0,0
a138,1,0
a140,0,1
a142,0,1
a143,1,0
a145,1,0
a146,1,1
a147,1,1
a148,0,0
a151,1,1
a152,1,1
a154,0,1
a156,0,1
a157,0,1
a159,0,0
a162,1,0
a163,0,1
a164,1,0
a165,0,1
a166,0,1
a168,1,0
a171,0,1
a172,1,1
a175,0,1
a176,1,1
a177,0,1
a178,0,1
a179,0,1
a180,1,1
a181,1,0
a184,0,1
a185,0,0
a187,1,1
a188,0,0
a189,0,1
a191,0,0
a192,0,0
a194,0,1
a195,1,1
a199,1,1
a202,1,1
a203,0,1
a204,0,1
a205,1,1
a206,0,1
a207,1,1
a210,0,1
a212,1,1
a214,1,0
a215,1,1
a219,0,1
a220,0,0
a223,1,0
a225,0,1
a226,1,1
a228,0,1
a229,0,1
a231,1,0
a232,0,1
a234,0,0
a235,1,0
a238,1,1
a239,1,0
a240,0,1
a241,1,0
a245,0,0
a246,0,0
a249,0,1
a251,0,1
a252,1,1
a253,0,1
a254,0,1
a256,0,0
a257,1,1
a258,0,1
a259,1,1
a262,0,0
a263,1,0
a264,1,1
a265,0,1
a266,0,0
a267,1,1
a268,1,0
a269,1,0
a272,0,1
a273,0,1
a274,0,1
a275,0,1
a276,1,1
a278,0,1
a279,1,0
a280,0,1
a283,0,0
a284,1,1
a285,0,1
a287,0,1
a288,0,0
a289,1,1
a290,1,1
a292,1,1
a293,1,1
a294,1,1
a296,1,1
a297,0,1
a298,1,1
a299,0,0
a301,0,0
a303,0,1
a305,0,1
a306,1,1
a307,0,1
a308,1,1
a309,1,1
a310,1,0
a313,1,0
a314,0,1
a316,0,1
a317,0,0
a320,1,0
a321,0,1
a325,0,1
a328,0,1
a329,0,1
a330,1,1
a338,0,1
a339,0,1
a0,0,1
a7,1,0
a8,0,0
a12,0,1
a16,0,1
a17,0,1
a19,1,0
a28,0,0
a30,1,1
a31,0,0
a34,1,0
a37,1,1
a39,1,0
a41,1,1
a45,0,1
a46,1,0
a47,1,1
a53,0,1
a59,1,0
a60,0,1
a63,1,0
a65,1,0
a66,1,1
a67,1,0
a71,1,0
a83,0,0
a94,1,0
a95,0,1
a96,1,0
a100,0,1
a102,1,1
a106,1,1
a111,1,1
a118,1,1
a121,1,1
a122,0,1
a123,0,1
a124,1,1
a129,1,1
a132,1,0
a139,1,1
a144,0,1
a149,0,0
a150,1,1
a155,1,0
a160,0,1
a161,1,1
a167,0,0
a169,0,1
a170,0,1
a182,0,1
a197,1,1
a201,1,1
a209,0,1
a213,1,1
a216,0,1
a218,0,1
a221,0,0
a224,0,0
a233,0,1
a236,0,1
a237,1,0
a242,0,1
a244,1,1
a247,0,0
a250,0,1
a255,0,1
a260,1,1
a261,1,1
a271,1,0
a277,0,0
a286,1,1
a300,1,1
a304,1,1
a311,1,0
a312,1,1
a315,1,0
a319,0,1
a322,1,1
a323,0,1
a324,0,0
a327,0,1
a331,0,1
a332,0,1
a333,0,1
a334,1,1
a335,0,1
a336,1,1
a337,0,1
a5,1,0
a21,0,1
a23,0,0
a55,0,0
a73,1,0
a75,0,1
a76,0,1
a77,0,0
a78,0,1
a104,0,0
a119,0,1
a120,0,1
a128,1,1
a135,0,1
a173,0,0
a174,0,1
a190,0,1
a193,1,1
a196,1,0
a198,1,1
a200,0,1
a208,0,0
a211,1,0
a230,1,0
a270,0,0
a282,0,1
a295,0,1
a302,0,0
a326,0,0
a340,1,1
a9,0,0
a126,0,0
a136,1,1
a186,0,1
a217,0,1
a222,0,1
a227,1,1
a281,1,0
a291,0,0
a318,1,1
a24,1,1
a109,1,0
a117,1,1
a153,1,1
a243,0,1
a248,0,0
a158,1,0
a141,0,1
a183,1,1
