Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a1,1,0
a3,0,0
a5,0,0
a6,1,0
a8,1,0
a9,1,1
a10,1,0
a14,1,0
a15,1,1
a17,1,0
a19,0,0
a20,1,0
a24,0,1
a25,0,0
a27,0,0
a28,1,0
a29,1,0
a30,0,1
a31,0,0
a32,1,0
a33,1,1
a35,1,1
a36,0,0
a37,1,1
a41,1,0
a43,0,1
a44,0,0
a46,1,0
a47,0,1
a48,1,0
a51,1,0
a52,0,0
a53,0,0
a54,0,0
a55,1,1
a57,1,0
a58,0,0
a59,0,0
a60,0,0
a61,1,0
a62,0,0
a64,1,0
a66,1,0
a68,1,0
a72,1,1
a76,1,0
a77,1,0
a78,0,1
a79,1,0
a81,0,0
a82,1,0
a85,1,0
a89,1,0
a90,1,0
a92,1,0
a93,1,0
a94,1,0
a95,1,0
a96,0,0
a98,1,0
a99,0,0
a100,1,0
a103,0,1
a104,1,0
a106,0,1
a107,1,1
a108,1,0
a110,1,0
a111,1,1
a113,1,0
a114,1,0
a115,1,0
a117,0,0
a120,1,0
a121,1,0
a2,0,1
a7,0,0
a12,1,0
a21,1,0
a34,0,0
a39,1,0
a40,0,0
a45,1,0
a50,1,0
a56,1,0
a65,1,0
a67,1,0
a69,1,0
a71,1,0
a74,0,1
a75,1,0
a83,1,1
a84,1,0
a86,1,1
a87,1,0
a102,1,0
a105,1,1
a109,1,0
a112,1,0
a116,1,0
a122,1,0
a4,0,1
a11,0,0
a13,0,0
a16,1,0
a23,1,0
a26,0,0
a70,1,0
a73,0,0
a88,1,0
a91,1,0
a118,0,1
a119,1,0
a124,1,0
a18,0,0
a38,1,0
a42,1,0
a49,1,0
a63,1,0
a97,1,1
a123,1,0
a80,1,0
a101,1,0
a22,1,1
