Argument,In_Stability_Impact,Out_Stability_Impact
a2,0,1
a7,1,0
a8,1,1
a9,1,1
a10,0,0
a15,0,0
a17,1,1
a18,1,1
a20,0,1
a23,0,1
a25,0,1
a28,0,0
a29,1,1
a33,0,0
a34,1,1
a36,1,0
a37,1,0
a38,1,1
a39,1,1
a40,0,1
a42,0,1
a45,1,1
a47,1,1
a49,1,1
a50,0,0
a52,1,1
a55,0,1
a56,0,0
a57,1,1
a59,1,1
a60,1,1
a61,1,0
a62,1,1
a63,1,1
a64,1,0
a65,0,1
a66,0,1
a67,1,0
a69,1,1
a73,0,0
a74,1,1
a75,1,0
a78,1,1
a79,1,0
a81,1,0
a82,1,1
a84,0,1
a85,0,1
a86,0,0
a87,0,0
a88,1,1
a89,0,1
a92,1,1
a94,0,0
a95,0,1
a99,0,1
a104,1,1
a105,0,0
a106,0,1
a107,0,1
a109,1,1
a110,1,0
a113,1,1
a115,1,1
a117,1,1
a120,0,0
a122,1,1
a126,0,1
a130,0,1
a132,0,1
a134,0,1
a136,0,1
a139,0,1
a141,1,1
a143,0,1
a144,1,1
a145,1,1
a146,0,1
a148,0,0
a149,1,1
a152,0,0
a153,0,0
a154,0,0
a155,1,1
a0,0,0
a1,0,1
a3,1,1
a4,1,1
a6,0,1
a12,0,0
a14,1,1
a19,1,1
a21,1,1
a41,0,1
a43,1,1
a44,1,0
a46,0,0
a54,1,1
a68,0,0
a70,1,1
a71,1,1
a72,1,1
a76,0,0
a77,1,1
a80,0,1
a90,0,0
a96,1,1
a97,0,1
a101,0,1
a102,0,1
a103,1,1
a111,1,1
a119,0,1
a123,0,1
a125,0,1
a128,0,0
a131,0,1
a133,0,0
a135,1,1
a137,1,1
a142,0,1
a147,1,1
a150,0,1
a5,1,1
a13,0,0
a16,1,0
a24,0,0
a27,0,1
a30,1,1
a32,0,1
a35,0,0
a53,0,1
a58,1,0
a83,1,0
a93,0,0
a98,0,1
a100,0,0
a108,0,1
a112,0,1
a121,1,0
a129,1,1
a11,0,0
a22,1,1
a48,0,1
a51,1,0
a116,0,1
a124,0,1
a127,0,1
a138,0,0
a26,0,0
a31,1,1
a91,0,0
a114,0,0
a118,1,1
a140,0,1
a151,0,1
