Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a1,0,1
a2,1,0
a3,1,1
a4,1,0
a6,1,1
a8,1,0
a9,1,1
a14,1,0
a18,1,0
a22,0,0
a23,1,0
a25,1,0
a26,1,1
a31,1,0
a32,0,1
a35,0,1
a36,1,1
a40,0,1
a41,1,1
a42,1,1
a44,0,1
a51,1,1
a52,0,0
a53,1,1
a54,0,0
a55,1,0
a58,0,1
a59,1,1
a60,1,0
a61,1,0
a62,1,0
a63,1,0
a64,1,1
a69,1,0
a70,1,0
a71,0,0
a72,0,1
a73,0,1
a75,1,1
a76,1,0
a78,1,1
a80,0,1
a82,0,1
a84,0,1
a90,0,0
a92,1,1
a93,1,0
a94,0,0
a95,0,1
a96,1,0
a97,0,0
a98,0,1
a99,0,0
a102,0,1
a105,0,0
a106,0,1
a107,1,1
a110,1,1
a112,0,1
a113,0,1
a115,1,0
a116,0,1
a5,1,1
a10,1,0
a11,0,1
a13,0,1
a17,1,0
a19,0,1
a20,0,1
a21,0,1
a28,1,0
a29,1,0
a33,0,1
a34,0,0
a37,0,0
a38,1,1
a39,0,1
a45,1,0
a46,0,0
a48,1,0
a49,1,1
a56,1,0
a57,0,1
a65,0,1
a68,1,1
a81,1,0
a83,1,0
a85,1,1
a86,1,1
a87,1,0
a88,1,0
a89,1,0
a91,0,1
a100,1,1
a103,1,0
a104,1,0
a108,0,1
a109,1,1
a111,0,1
a114,1,0
a117,0,0
a7,1,1
a12,1,0
a15,1,1
a24,1,1
a30,1,0
a43,0,1
a50,0,0
a66,1,1
a79,0,1
a118,0,1
a119,1,1
a120,0,0
a74,1,0
a101,0,1
a16,0,1
a27,1,1
a47,1,1
a77,0,1
a67,1,1
