Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a4,1,0
a6,1,0
a7,1,0
a10,1,0
a12,1,0
a14,1,0
a16,0,0
a18,1,1
a20,1,0
a21,1,0
a23,1,0
a24,1,0
a28,1,0
a34,0,0
a35,1,0
a37,1,0
a39,1,0
a40,0,0
a42,0,0
a43,0,1
a44,1,1
a45,1,0
a46,1,0
a49,1,0
a50,0,0
a51,1,0
a52,1,1
a53,0,0
a56,0,1
a57,0,0
a59,1,0
a1,1,0
a3,1,1
a5,1,0
a8,1,0
a11,0,0
a15,1,0
a17,1,0
a27,1,0
a32,1,0
a33,0,0
a36,0,0
a38,1,0
a41,0,0
a48,1,0
a58,1,1
a13,1,0
a19,1,1
a22,1,0
a25,1,0
a47,1,0
a54,0,1
a55,0,0
a2,1,1
a9,1,0
a29,0,0
a31,0,0
a30,1,0
a26,1,0
