Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,1
a2,1,1
a5,1,1
a6,1,0
a7,1,1
a8,0,1
a9,1,0
a12,1,0
a13,1,0
a14,0,0
a17,1,0
a18,1,1
a19,1,1
a20,1,0
a21,1,1
a22,0,1
a23,1,1
a25,1,1
a26,0,1
a27,0,1
a28,0,1
a29,1,1
a33,1,0
a35,0,0
a36,0,1
a37,1,0
a38,0,0
a45,0,1
a46,1,1
a47,0,0
a49,0,1
a51,1,1
a52,1,0
a54,0,1
a55,0,0
a56,0,1
a58,1,1
a62,0,0
a63,1,1
a66,0,0
a67,1,0
a73,1,1
a74,0,0
a75,0,1
a78,1,0
a79,0,1
a80,1,1
a0,1,1
a3,0,1
a11,0,1
a32,0,1
a34,1,1
a41,1,1
a42,0,1
a43,1,1
a44,1,0
a48,0,1
a50,1,0
a53,0,0
a57,0,1
a60,0,0
a61,0,0
a64,0,1
a65,1,1
a69,1,1
a70,1,1
a77,1,1
a4,0,0
a16,1,0
a39,0,0
a40,1,1
a72,0,1
a76,0,0
a15,1,0
a30,1,0
a71,1,1
a10,0,1
a24,1,1
a59,1,1
a68,0,1
a31,1,0
