Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,1
a1,0,1
a2,1,0
a6,0,0
a8,1,0
a9,0,0
a10,1,0
a12,1,0
a14,0,0
a18,1,1
a23,1,0
a24,1,0
a33,0,0
a34,1,0
a35,1,1
a37,1,0
a40,1,1
a43,1,0
a44,1,0
a45,0,0
a46,0,1
a49,0,0
a51,0,1
a52,0,1
a54,0,0
a58,0,1
a63,1,0
a65,1,0
a67,1,0
a68,0,1
a70,1,1
a79,0,0
a81,1,0
a82,0,0
a86,1,0
a89,1,0
a92,1,1
a95,1,0
a100,1,0
a101,0,0
a105,1,0
a3,1,1
a4,0,1
a5,1,0
a13,1,0
a16,1,0
a17,1,0
a22,0,1
a25,1,0
a26,1,1
a29,0,1
a30,0,0
a32,1,1
a38,1,0
a39,0,0
a41,0,0
a42,1,0
a48,1,0
a50,0,0
a56,0,1
a57,1,0
a59,1,0
a60,0,1
a62,1,0
a64,1,1
a72,0,0
a73,1,0
a74,0,1
a75,1,0
a78,1,0
a80,0,0
a83,0,0
a84,0,0
a91,0,0
a94,0,0
a97,1,0
a98,0,1
a103,0,0
a11,0,1
a19,1,0
a21,1,0
a27,0,0
a28,1,0
a31,0,1
a47,0,1
a53,1,0
a55,1,0
a61,0,0
a71,1,1
a76,1,0
a77,0,0
a85,0,0
a93,1,1
a102,0,1
a7,0,1
a36,1,0
a88,0,0
a96,1,0
a99,1,0
a104,1,0
a20,1,0
a69,1,0
a90,1,0
a87,0,1
a66,1,0
a15,1,0
