Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,1
a2,1,1
a3,1,1
a4,1,0
a5,0,1
a7,0,1
a8,1,1
a12,1,0
a13,1,1
a15,1,1
a17,1,1
a18,1,1
a19,1,0
a22,1,0
a23,1,1
a24,1,0
a26,0,1
a29,0,1
a30,1,0
a33,1,1
a34,1,0
a35,1,0
a40,1,0
a41,1,0
a42,1,0
a47,0,1
a49,0,1
a52,0,0
a56,0,1
a57,0,0
a59,1,1
a62,1,1
a63,0,1
a64,1,1
a66,1,0
a67,1,0
a70,1,1
a73,0,0
a76,0,1
a77,1,0
a78,1,1
a79,0,1
a80,0,0
a81,1,0
a83,1,1
a84,0,0
a85,0,1
a88,0,1
a91,1,1
a92,1,0
a93,1,1
a94,1,1
a95,0,0
a97,0,1
a98,0,1
a100,1,1
a102,1,0
a103,0,0
a105,0,1
a106,1,1
a107,1,0
a109,1,0
a110,0,1
a111,0,0
a112,1,1
a113,0,0
a114,0,1
a115,0,1
a116,1,0
a118,1,1
a119,1,1
a121,1,1
a122,0,1
a124,1,0
a127,0,1
a128,0,0
a129,0,0
a130,0,0
a131,0,1
a134,1,1
a135,1,1
a136,1,0
a137,0,1
a138,0,1
a139,0,0
a142,1,1
a143,1,0
a144,0,0
a146,1,1
a150,0,1
a151,0,1
a152,0,1
a154,1,1
a156,1,1
a157,1,1
a158,0,0
a159,1,0
a160,1,0
a161,1,0
a162,0,1
a163,0,1
a166,1,1
a167,0,0
a174,0,1
a175,0,0
a177,0,0
a178,1,0
a180,0,1
a182,1,1
a184,0,1
a186,0,0
a187,0,1
a188,0,1
a190,1,1
a191,0,1
a194,0,0
a195,0,0
a197,0,0
a199,0,1
a200,1,0
a201,0,0
a204,0,1
a205,0,0
a206,1,1
a209,0,0
a210,0,0
a212,0,1
a213,1,1
a214,0,1
a218,1,0
a219,0,1
a221,0,1
a222,0,0
a223,1,0
a224,0,0
a227,1,0
a228,1,0
a229,0,0
a233,0,1
a234,0,0
a237,0,0
a238,1,1
a239,0,1
a240,0,1
a243,0,1
a244,0,0
a246,1,0
a248,0,0
a250,0,1
a9,0,0
a11,0,1
a14,1,0
a16,0,0
a27,0,1
a31,0,0
a36,0,0
a37,1,1
a39,1,1
a48,1,0
a50,0,1
a51,1,0
a55,0,0
a60,1,0
a61,0,0
a65,1,0
a69,1,1
a71,1,1
a74,1,0
a86,0,1
a87,0,1
a96,1,0
a104,1,1
a117,1,1
a120,1,0
a123,1,0
a125,0,1
a132,0,1
a133,0,1
a145,1,0
a147,0,0
a148,1,0
a155,0,0
a164,0,1
a168,1,0
a173,0,1
a183,0,1
a185,1,0
a189,0,0
a192,1,1
a193,1,0
a207,0,0
a208,0,1
a211,0,0
a216,0,1
a217,1,1
a220,0,1
a230,1,0
a236,1,0
a242,0,1
a245,0,1
a247,0,0
a249,0,1
a1,0,1
a6,0,1
a20,0,0
a28,1,0
a32,1,0
a43,0,1
a44,0,1
a54,1,0
a58,1,1
a89,0,1
a108,1,1
a126,0,1
a141,0,1
a149,1,0
a165,0,1
a176,0,1
a179,1,0
a196,1,0
a202,1,0
a203,0,1
a226,0,0
a231,0,1
a232,0,0
a10,0,1
a21,1,1
a38,0,0
a45,1,0
a72,1,0
a82,1,1
a90,1,1
a99,1,0
a153,0,0
a171,1,0
a181,0,1
a215,1,0
a235,0,1
a241,0,1
a25,0,1
a68,1,0
a75,1,0
a140,1,0
a169,1,1
a170,1,0
a198,1,0
a225,1,0
a46,1,1
a53,1,0
a101,0,1
a172,0,1
