Argument,In_Stability_Impact,Out_Stability_Impact
a2,0,1
a5,1,0
a7,1,0
a9,1,1
a10,0,1
a11,1,0
a12,0,1
a13,0,1
a14,0,0
a16,1,1
a22,0,0
a23,0,0
a24,1,0
a29,1,0
a30,0,0
a31,0,0
a32,0,1
a33,1,0
a36,0,1
a38,0,1
a39,1,0
a40,1,0
a41,1,0
a44,0,0
a46,0,1
a48,1,1
a51,0,1
a54,1,0
a55,0,0
a56,1,0
a57,0,0
a59,0,1
a60,0,0
a0,0,0
a6,1,0
a8,1,0
a15,0,0
a25,0,1
a34,1,0
a37,0,1
a45,1,1
a47,1,1
a52,0,0
a58,1,0
a20,0,0
a26,0,0
a28,0,0
a35,1,0
a42,0,1
a53,0,1
a27,1,0
a43,1,0
a49,0,0
a1,1,0
a3,1,0
a4,1,0
a17,0,0
a21,1,1
a50,0,1
a19,0,0
a18,1,0
