Argument,In_Stability_Impact,Out_Stability_Impact
a2,0,1
a3,1,1
a4,1,1
a7,1,1
a10,1,0
a12,1,1
a16,1,0
a19,0,0
a20,1,1
a21,1,0
a27,1,0
a29,1,0
a33,1,0
a36,1,1
a38,0,0
a39,0,0
a41,1,0
a43,1,1
a44,1,0
a46,0,0
a49,0,1
a50,0,0
a53,0,0
a54,0,1
a55,1,1
a56,1,0
a57,1,0
a60,0,1
a62,1,1
a65,1,0
a68,1,0
a69,0,1
a71,0,1
a72,1,0
a73,0,1
a75,1,1
a83,1,0
a84,0,0
a85,1,0
a87,0,0
a89,0,0
a90,0,0
a91,0,0
a92,0,1
a93,1,0
a95,0,0
a96,0,0
a100,0,1
a101,0,1
a106,1,0
a108,1,0
a112,1,0
a113,0,1
a115,0,0
a116,0,0
a119,0,0
a120,1,0
a126,1,0
a127,1,0
a128,0,0
a129,0,0
a130,0,1
a131,0,0
a132,0,0
a135,1,0
a143,0,0
a144,1,0
a145,1,0
a147,1,0
a148,1,0
a149,0,0
a150,1,1
a151,1,0
a152,1,1
a154,0,0
a163,0,1
a164,1,0
a165,1,0
a166,1,1
a168,0,0
a169,0,0
a170,0,0
a174,1,0
a175,0,0
a179,0,1
a180,1,0
a181,1,0
a182,0,0
a183,1,1
a184,0,0
a185,0,0
a186,0,0
a188,1,1
a189,0,0
a191,0,0
a192,1,0
a195,0,0
a198,1,0
a203,0,0
a205,0,1
a208,0,1
a210,0,0
a211,0,0
a213,0,0
a214,0,1
a217,0,1
a218,1,0
a222,0,1
a223,1,1
a224,0,0
a225,0,1
a226,0,1
a228,1,0
a229,1,0
a230,1,1
a232,0,0
a233,0,0
a235,0,0
a236,1,0
a239,0,0
a247,0,1
a248,0,0
a249,1,0
a251,1,0
a252,0,0
a254,0,1
a255,1,0
a256,1,0
a258,1,1
a259,0,0
a260,1,0
a261,1,0
a262,1,1
a263,0,1
a264,0,1
a265,0,0
a267,0,1
a269,1,1
a271,1,0
a272,1,0
a274,0,1
a276,0,0
a278,0,0
a279,1,0
a280,0,0
a284,1,1
a288,1,1
a291,1,0
a294,0,1
a296,1,1
a299,0,0
a302,0,1
a304,1,0
a306,1,1
a310,0,0
a313,0,0
a315,1,0
a0,0,1
a5,0,1
a8,0,1
a9,0,0
a14,0,0
a17,0,0
a22,1,1
a23,1,0
a28,1,0
a32,0,0
a34,1,0
a35,1,0
a40,0,1
a47,0,0
a51,0,0
a58,1,0
a61,1,1
a66,1,0
a70,1,0
a74,1,0
a78,0,0
a80,0,0
a81,1,0
a82,1,0
a88,0,0
a94,0,0
a99,0,0
a102,1,0
a104,1,1
a105,1,0
a109,1,0
a111,1,1
a114,1,0
a117,0,1
a122,0,0
a123,1,0
a124,1,0
a125,0,1
a133,0,0
a138,0,0
a140,1,0
a141,0,0
a142,0,0
a146,0,0
a158,1,0
a159,0,0
a171,1,0
a172,1,0
a173,0,0
a176,1,0
a178,0,0
a187,0,0
a190,1,0
a197,0,0
a202,1,0
a204,1,0
a207,1,0
a209,1,0
a216,1,1
a219,0,0
a227,1,0
a240,0,0
a242,0,0
a243,0,1
a253,0,0
a257,1,1
a266,0,0
a268,0,0
a273,1,0
a275,1,0
a281,0,0
a283,0,0
a285,0,0
a286,0,0
a290,0,1
a293,1,1
a295,0,0
a298,1,0
a301,0,0
a303,0,0
a307,0,0
a308,0,1
a311,1,0
a312,1,1
a15,1,0
a24,1,1
a26,1,0
a31,1,0
a37,1,1
a42,1,1
a52,0,0
a59,1,1
a63,0,0
a64,0,0
a67,1,0
a97,0,1
a98,1,1
a107,0,0
a110,0,1
a118,1,0
a121,0,1
a134,1,0
a136,0,0
a162,0,0
a167,1,0
a193,1,0
a212,1,0
a221,0,0
a238,1,0
a241,0,1
a244,1,1
a277,0,0
a287,1,0
a289,0,0
a292,0,0
a300,0,0
a305,0,0
a309,0,0
a314,1,0
a11,0,1
a18,0,1
a25,0,1
a48,1,0
a76,1,1
a79,0,1
a86,1,0
a137,1,1
a139,0,0
a153,1,0
a161,1,0
a177,0,1
a194,0,0
a206,0,0
a231,1,0
a234,0,1
a237,1,0
a270,1,0
a282,0,1
a6,1,0
a13,1,0
a30,0,0
a77,0,1
a103,1,1
a155,1,0
a200,1,0
a201,0,0
a215,0,1
a250,1,0
a1,0,0
a156,0,0
a157,1,0
a160,1,0
a199,0,1
a245,1,0
a297,1,1
a196,0,0
a220,1,0
a246,0,0
a45,0,0
