Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a2,1,1
a3,1,1
a4,0,0
a5,1,1
a6,0,0
a8,0,1
a9,1,0
a10,1,1
a13,1,0
a15,1,0
a17,0,0
a18,0,0
a19,1,0
a20,1,0
a24,0,1
a25,1,1
a26,0,1
a28,0,0
a31,1,0
a33,0,0
a34,1,0
a35,1,0
a40,1,1
a41,0,0
a43,1,0
a44,1,0
a48,1,0
a51,1,1
a53,0,0
a54,0,1
a56,1,0
a59,0,1
a60,0,0
a61,1,0
a63,0,0
a66,1,0
a69,0,0
a70,0,0
a72,0,0
a73,0,1
a75,1,1
a76,1,0
a78,0,0
a80,0,0
a84,0,0
a85,0,1
a86,1,0
a89,1,0
a91,1,0
a94,0,0
a95,1,0
a98,1,0
a102,0,0
a105,0,0
a106,1,0
a107,0,0
a108,1,1
a109,0,0
a111,1,0
a113,1,1
a114,1,0
a115,0,0
a117,1,1
a119,1,0
a125,1,0
a128,0,0
a129,1,1
a131,0,1
a134,1,1
a136,1,1
a138,0,0
a139,1,1
a140,0,0
a141,0,0
a142,1,0
a143,0,0
a144,0,1
a149,1,0
a150,0,0
a151,0,0
a152,0,0
a154,0,1
a155,1,0
a157,1,0
a160,1,0
a161,0,1
a162,0,0
a163,1,1
a164,0,0
a165,1,0
a167,0,0
a168,1,0
a169,0,0
a174,1,1
a175,0,0
a181,0,0
a185,0,0
a186,0,0
a190,1,0
a191,0,1
a192,1,1
a194,0,0
a195,0,0
a196,1,0
a197,0,0
a199,0,0
a200,1,0
a202,0,0
a204,0,0
a205,0,0
a206,1,0
a207,0,0
a209,0,0
a210,0,0
a211,0,0
a212,1,0
a213,1,1
a214,1,0
a215,0,0
a216,0,0
a217,0,0
a218,1,1
a219,1,0
a220,0,0
a221,0,1
a222,0,0
a223,0,0
a224,0,0
a230,1,0
a232,0,1
a234,1,0
a235,0,0
a238,0,0
a242,1,1
a244,1,1
a245,0,0
a246,1,1
a250,0,1
a251,0,0
a253,0,0
a255,0,1
a256,0,0
a257,0,0
a259,0,0
a260,0,0
a262,1,1
a265,0,1
a266,0,0
a267,0,0
a268,0,0
a270,0,1
a273,0,1
a274,0,1
a280,1,0
a282,1,1
a283,0,1
a284,1,0
a286,0,1
a287,0,0
a289,1,0
a290,0,0
a291,0,1
a294,1,0
a295,0,1
a299,0,0
a300,0,0
a301,0,0
a302,1,1
a303,0,0
a304,0,0
a306,1,0
a308,0,1
a311,1,0
a312,1,0
a314,0,0
a315,0,0
a316,0,0
a317,0,1
a318,0,1
a320,0,1
a321,0,0
a323,1,1
a324,0,1
a325,0,0
a327,1,1
a329,1,1
a331,0,0
a334,0,0
a335,1,1
a336,1,0
a337,0,0
a338,0,0
a339,1,1
a341,1,0
a344,1,1
a1,0,1
a7,1,0
a12,1,0
a16,0,0
a22,1,1
a23,1,0
a27,0,0
a32,1,1
a37,1,0
a38,0,0
a45,1,0
a47,0,0
a49,0,0
a50,1,1
a58,0,0
a67,1,0
a68,0,0
a71,0,0
a74,1,0
a77,0,0
a87,1,0
a88,1,0
a96,1,1
a100,1,0
a103,0,0
a116,0,0
a121,0,0
a123,1,0
a126,1,0
a127,0,0
a130,0,1
a133,0,0
a145,0,1
a146,1,0
a147,1,0
a148,1,0
a156,1,1
a158,1,0
a159,0,0
a170,0,0
a173,1,1
a176,1,1
a177,1,0
a178,1,0
a179,0,0
a182,1,0
a183,0,0
a184,0,0
a187,1,0
a188,1,0
a193,0,0
a198,0,0
a225,1,0
a227,1,1
a229,0,1
a231,0,1
a239,0,0
a240,0,0
a243,1,1
a248,0,0
a252,1,1
a263,1,0
a269,0,0
a275,1,0
a276,1,0
a277,1,0
a281,0,0
a288,0,0
a293,0,1
a298,0,1
a305,0,0
a310,1,1
a313,1,0
a322,0,0
a328,0,0
a340,0,1
a342,1,0
a345,0,1
a14,1,1
a30,1,0
a36,1,0
a55,1,1
a57,1,0
a62,0,0
a65,1,0
a81,1,0
a82,1,0
a83,1,1
a90,1,0
a97,0,1
a101,1,0
a110,1,0
a112,0,0
a118,1,0
a122,0,0
a132,1,0
a137,1,0
a153,0,1
a166,0,1
a171,0,0
a172,0,1
a208,0,0
a226,0,0
a228,0,1
a233,0,0
a237,0,1
a247,0,0
a254,0,0
a261,0,1
a272,1,0
a279,1,1
a285,0,1
a307,0,0
a309,0,1
a319,0,0
a326,0,0
a332,0,1
a11,1,1
a46,0,0
a52,1,0
a64,1,0
a93,0,0
a99,1,0
a104,0,0
a120,0,0
a135,0,0
a189,0,1
a201,0,1
a203,0,0
a241,0,0
a264,0,0
a271,1,1
a278,0,0
a330,0,0
a333,0,1
a343,1,1
a21,1,0
a29,0,1
a42,0,0
a124,1,0
a236,0,0
a292,1,0
a296,1,1
a297,0,0
a39,1,1
a79,1,1
a92,0,0
a180,0,0
a249,0,0
a258,0,0
