Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,0,1
a5,1,1
a6,1,0
a12,0,0
a13,1,1
a15,1,1
a16,1,1
a18,1,1
a19,1,0
a20,1,0
a21,1,0
a22,1,1
a23,0,0
a26,0,1
a28,0,1
a29,0,0
a35,1,0
a37,1,0
a38,0,0
a39,0,1
a40,1,1
a41,1,0
a42,0,0
a43,0,0
a49,1,1
a50,1,0
a52,1,0
a53,0,0
a54,1,0
a60,0,0
a66,0,1
a68,0,0
a69,1,1
a70,0,0
a72,0,0
a75,1,0
a80,1,0
a83,1,0
a86,0,0
a88,1,0
a89,0,0
a90,1,1
a91,0,1
a92,1,0
a93,1,0
a95,0,0
a96,1,0
a97,0,0
a102,0,1
a105,0,0
a106,1,0
a111,1,0
a112,0,0
a114,1,1
a115,0,0
a116,1,0
a117,0,1
a118,0,0
a119,0,1
a120,0,0
a122,1,0
a123,0,0
a124,1,1
a125,0,0
a126,1,0
a127,0,1
a128,0,0
a133,0,0
a134,1,1
a136,0,1
a137,0,0
a138,1,0
a139,0,0
a142,0,1
a143,0,0
a144,0,0
a145,0,0
a148,0,1
a149,0,0
a154,0,0
a155,1,0
a159,0,1
a164,1,1
a168,0,1
a170,0,0
a171,0,1
a177,0,0
a178,1,1
a180,0,0
a181,0,0
a183,1,1
a184,0,1
a186,0,0
a190,0,0
a192,1,1
a195,0,0
a7,1,0
a9,0,1
a11,1,1
a25,0,0
a27,1,1
a30,1,0
a32,0,1
a34,0,0
a45,1,1
a47,1,0
a55,1,0
a58,1,0
a63,0,1
a64,1,0
a65,0,1
a71,0,1
a73,0,0
a74,1,1
a76,1,0
a77,0,0
a78,0,0
a79,0,0
a82,1,1
a84,0,1
a85,0,0
a87,1,0
a94,1,0
a98,0,0
a99,1,0
a109,0,0
a130,0,0
a131,0,0
a135,0,0
a146,1,1
a147,0,0
a152,0,0
a153,0,1
a156,0,0
a157,0,0
a158,1,1
a160,0,0
a161,1,1
a162,0,1
a163,0,1
a165,0,0
a166,1,0
a169,0,0
a172,0,1
a176,0,0
a179,0,0
a187,0,0
a194,1,1
a3,1,0
a24,0,0
a31,0,0
a33,0,0
a36,1,0
a44,0,0
a61,0,1
a104,0,0
a107,1,0
a108,0,0
a121,1,0
a132,1,0
a167,0,0
a173,0,0
a188,1,1
a189,1,0
a8,1,1
a10,1,1
a48,1,0
a56,0,1
a57,1,0
a59,0,0
a81,1,0
a100,0,0
a101,0,0
a103,1,0
a110,0,1
a129,0,0
a151,0,0
a175,1,0
a193,0,1
a0,0,0
a4,1,1
a46,1,0
a51,0,0
a62,1,1
a140,1,0
a141,0,1
a150,1,1
a182,0,0
a185,0,0
a14,1,0
a17,0,0
a113,0,0
a174,1,0
a191,0,0
a67,0,0
