Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,0
a3,1,1
a7,1,0
a8,0,0
a9,0,0
a10,1,0
a11,1,0
a13,1,0
a14,1,0
a15,1,0
a17,0,0
a19,1,0
a20,1,1
a21,1,1
a22,1,1
a23,1,0
a24,1,0
a26,1,0
a30,0,0
a33,1,0
a37,1,0
a38,1,0
a39,1,0
a43,0,0
a46,1,0
a52,1,1
a53,1,0
a54,0,0
a55,1,1
a57,1,0
a59,1,0
a60,1,0
a62,1,0
a64,1,0
a65,1,0
a66,1,1
a69,1,0
a71,1,0
a72,1,0
a73,1,1
a74,1,0
a76,0,1
a80,1,1
a81,1,0
a84,1,0
a85,0,0
a87,0,0
a91,0,1
a94,0,0
a95,1,0
a98,0,0
a99,1,0
a100,0,0
a103,1,0
a104,1,0
a0,1,1
a2,1,0
a4,0,0
a5,0,0
a6,1,1
a12,1,0
a27,1,0
a29,1,0
a35,1,1
a40,1,0
a41,1,0
a44,0,1
a47,0,0
a48,1,0
a49,0,1
a50,1,0
a58,1,1
a63,0,0
a67,1,0
a68,1,0
a70,0,0
a77,1,0
a83,1,0
a86,0,1
a88,1,0
a92,1,0
a96,0,0
a102,1,1
a16,1,0
a18,0,0
a25,1,0
a28,0,0
a32,1,0
a34,1,0
a36,1,0
a42,1,0
a45,1,0
a51,1,1
a75,1,0
a79,0,0
a89,1,1
a31,1,1
a90,1,1
a93,1,0
a101,0,0
a56,1,0
a61,1,0
a82,1,0
a97,1,0
a78,0,1
