Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,1,0
a3,0,0
a4,1,0
a5,0,0
a6,0,0
a7,1,0
a10,1,0
a11,1,0
a12,1,0
a13,0,1
a15,1,0
a16,1,0
a18,1,1
a21,1,0
a22,1,0
a24,1,0
a25,1,1
a28,0,0
a29,1,0
a30,1,1
a32,0,0
a33,0,1
a34,1,0
a37,1,0
a38,1,0
a39,1,0
a42,1,0
a43,1,0
a45,1,0
a48,1,0
a49,0,0
a50,0,0
a52,1,0
a54,1,0
a57,1,0
a59,0,1
a61,1,1
a62,1,0
a63,1,0
a64,1,1
a67,1,0
a68,0,1
a69,0,0
a0,1,0
a14,1,0
a19,1,0
a20,1,1
a26,0,0
a27,1,1
a35,0,1
a40,1,0
a41,1,0
a44,1,0
a46,1,0
a53,0,1
a56,1,1
a60,0,0
a66,1,0
a8,1,0
a9,0,0
a31,1,0
a55,1,0
a58,1,1
a65,1,0
a17,1,0
a36,1,0
a51,1,1
a47,1,1
a23,1,0
