Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,1
a2,0,1
a4,1,0
a6,1,1
a7,1,0
a8,1,0
a9,1,1
a10,0,0
a11,0,0
a12,1,0
a13,0,0
a14,1,0
a15,0,0
a16,0,0
a17,1,0
a18,1,1
a19,1,0
a21,1,1
a26,0,0
a27,0,1
a28,0,0
a29,0,1
a30,0,1
a31,1,1
a32,0,1
a35,0,1
a36,1,0
a37,1,1
a39,0,1
a40,0,1
a45,1,0
a46,0,1
a47,0,1
a48,0,1
a49,1,1
a53,1,1
a54,1,0
a56,1,1
a57,0,1
a58,0,0
a59,0,0
a60,1,1
a62,0,0
a64,0,1
a65,1,0
a5,1,0
a20,0,0
a22,1,0
a23,0,0
a33,0,0
a42,1,0
a44,0,0
a50,0,0
a61,0,1
a1,1,0
a3,1,1
a24,1,0
a25,1,0
a34,1,0
a38,0,0
a41,1,1
a51,1,1
a55,0,0
a63,0,0
a43,1,0
a52,0,0
