Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,1,0
a3,1,1
a4,0,0
a5,0,0
a6,1,0
a7,1,1
a8,1,0
a13,1,0
a15,0,0
a16,0,0
a17,0,0
a19,1,0
a21,1,1
a23,1,1
a25,1,1
a26,1,0
a27,0,1
a28,1,1
a29,0,1
a31,0,0
a33,1,1
a35,0,1
a39,1,1
a40,0,1
a42,1,0
a43,1,0
a45,0,1
a47,1,0
a48,0,1
a49,1,1
a50,1,1
a52,1,1
a53,0,1
a54,1,0
a55,0,1
a56,0,0
a57,1,1
a58,1,1
a59,0,0
a60,0,1
a64,0,0
a66,0,1
a67,1,1
a68,0,1
a71,1,1
a72,0,1
a76,1,1
a78,1,0
a79,0,1
a80,1,1
a81,0,0
a82,0,1
a84,0,1
a86,0,0
a88,0,0
a90,0,1
a96,0,0
a97,1,1
a98,0,0
a99,1,0
a100,0,0
a101,0,0
a103,0,1
a104,1,1
a106,1,0
a107,1,1
a108,0,1
a109,0,0
a110,0,1
a111,1,0
a112,0,1
a113,1,0
a114,0,1
a117,0,1
a118,0,1
a119,0,0
a120,0,0
a122,0,1
a127,0,0
a128,0,0
a130,0,1
a132,1,1
a133,0,1
a134,0,0
a135,0,1
a0,1,1
a9,1,1
a10,1,0
a11,1,1
a12,1,1
a18,0,0
a22,1,0
a30,1,1
a32,0,1
a34,1,1
a36,1,1
a38,1,1
a41,0,1
a44,1,0
a46,0,1
a63,1,0
a69,0,1
a70,1,1
a73,1,0
a85,1,0
a87,0,1
a92,0,1
a94,0,1
a102,1,1
a105,1,1
a121,1,1
a123,0,1
a20,0,1
a24,0,0
a37,1,0
a51,1,0
a62,0,0
a65,0,1
a75,0,0
a89,0,1
a93,0,1
a95,0,1
a124,0,0
a126,1,1
a129,0,0
a14,1,0
a74,1,1
a116,0,0
a125,1,1
a61,0,1
a83,0,1
a91,0,0
a115,0,1
a131,1,0
a77,0,1
