Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a1,1,0
a2,1,0
a5,1,0
a8,0,1
a9,0,1
a10,1,1
a11,1,0
a13,1,0
a14,0,1
a15,0,0
a17,1,1
a18,1,1
a19,1,0
a21,0,0
a22,1,0
a23,1,1
a24,1,0
a28,0,0
a33,1,0
a34,1,0
a35,1,1
a37,1,0
a39,1,0
a43,1,0
a44,1,1
a45,1,1
a47,0,1
a48,1,0
a49,1,0
a50,1,1
a51,0,0
a52,1,0
a53,1,0
a55,0,1
a57,0,0
a59,0,0
a60,1,0
a61,0,0
a62,0,0
a63,0,0
a65,1,1
a66,0,0
a67,1,0
a7,0,1
a12,0,0
a16,0,0
a25,0,0
a26,1,0
a29,1,0
a30,1,0
a32,1,0
a36,1,0
a41,1,1
a42,1,0
a46,0,1
a64,1,0
a69,1,0
a38,0,0
a54,1,0
a58,1,0
a3,0,0
a4,1,0
a68,0,0
a6,1,0
a27,1,0
a40,1,0
a56,1,0
a20,1,0
a31,0,1
