Argument,In_Stability_Impact,Out_Stability_Impact
a4,1,0
a5,0,1
a6,1,0
a9,1,0
a10,1,1
a11,1,0
a12,0,1
a13,1,0
a14,1,1
a17,1,0
a18,1,0
a19,0,0
a21,0,0
a22,0,1
a23,1,0
a24,1,0
a25,1,0
a27,0,0
a29,1,0
a30,1,0
a32,0,0
a33,0,0
a34,1,0
a35,0,0
a36,1,0
a37,0,0
a38,0,0
a40,0,0
a41,0,1
a42,1,0
a44,0,0
a46,1,0
a47,0,0
a48,1,0
a49,1,0
a51,0,0
a54,0,0
a57,1,0
a58,1,0
a62,1,0
a63,1,0
a64,0,0
a66,1,0
a70,1,0
a71,1,0
a72,0,0
a74,1,0
a75,0,0
a76,1,0
a77,1,1
a82,0,1
a86,1,0
a88,1,0
a89,0,0
a3,1,0
a8,1,0
a16,0,0
a20,0,1
a26,1,1
a28,1,0
a31,1,0
a43,0,1
a45,1,0
a52,0,0
a53,1,0
a61,1,0
a68,0,0
a69,0,1
a73,1,0
a78,1,0
a80,1,0
a81,0,1
a84,1,0
a85,0,1
a87,1,0
a15,1,1
a39,1,1
a55,0,1
a59,1,0
a79,1,0
a83,1,0
a0,1,0
a1,1,0
a7,0,0
a50,1,0
a65,0,1
a67,1,0
a2,0,1
a56,0,0
a60,1,1
